Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Delta Time (s)	File Offset (s)	Peak Freq (Hz)	call variant	level	call cutoff @ end	calls overlap	Notes
1	Spectrogram 1	1	24.410063636	24.512197765	60.609	147.192	LH1079661006.WAV	0.1021	4.4101	103.359	33	2	2	2	
2	Spectrogram 1	1	29.772107637	29.857219411	67.824	148.635	LH1079661011.WAV	0.0851	4.7721	103.359	33	2	2	2	
3	Spectrogram 1	1	43.245305526	43.321906123	72.153	145.749	LH1079662206.WAV	0.0766	3.2454	103.359	33	2	2	2	
4	Spectrogram 1	1	52.513982187	52.599093961	53.393	148.635	LH1079662806.WAV	0.0851	2.5139	103.359	33	1	2	2	
5	Spectrogram 1	1	52.599093961	52.709739268	51.950	147.192	LH1079662806.WAV	0.1106	2.5991	103.359	33	1	2	2	
6	Spectrogram 1	1	52.845918106	52.982096945	62.052	148.635	LH1079662806.WAV	0.1362	2.8459	103.359	33	2	2	2	
7	Spectrogram 1	1	54.624754187	54.726888317	62.052	145.749	LH1079662806.WAV	0.1021	4.6247	103.359	33	2	2	2	
8	Spectrogram 1	1	58.871835215	58.939924634	70.710	142.863	LH1079662811.WAV	0.0681	3.8719	103.359	33	3	2	2	
9	Spectrogram 1	1	59.246327021	59.339949973	62.052	151.522	LH1079662811.WAV	0.0936	4.2464	103.359	33	2	2	2	
10	Spectrogram 1	1	75.221815196	75.366505212	54.836	150.079	LH1079664011.WAV	0.1447	0.2218	103.359	33	1	2	2	
11	Spectrogram 1	1	75.468639341	75.587795825	50.507	154.408	LH1079664011.WAV	0.1192	0.4686	103.359	33	1	2	2	
12	Spectrogram 1	1	75.740997018	75.834619970	54.836	154.408	LH1079664011.WAV	0.0936	0.7410	103.359	33	1	2	2	
13	Spectrogram 1	1	100.576625870	100.678759999	59.166	154.408	LH1079665806.WAV	0.1021	0.5766	103.359	33	1	2	2	
14	Spectrogram 1	1	102.993800257	103.104445564	54.836	150.079	LH1079665806.WAV	0.1106	2.9938	103.359	33	2	2	2	
15	Spectrogram 1	1	103.325736177	103.453403838	62.052	147.192	LH1079665806.WAV	0.1277	3.3257	103.359	33	2	2	2	
16	Spectrogram 1	1	108.364355433	108.466489562	72.153	147.192	LH1079665811.WAV	0.1021	3.3644	103.359	33	2	2	2	
17	Spectrogram 1	1	112.892306268	113.045507461	51.950	163.066	LH1079666406.WAV	0.1532	2.8923	103.359	33	1	2	2	
18	Spectrogram 1	1	113.130619236	113.300842784	41.849	154.408	LH1079666406.WAV	0.1702	3.1306	103.359	33	1	2	2	
19	Spectrogram 1	1	115.607371865	115.709505994	60.609	152.965	LH1079666411.WAV	0.1021	0.6074	103.359	33	2	2	2	
20	Spectrogram 1	1	116.092508978	116.262732527	53.393	155.851	LH1079666411.WAV	0.1702	1.0925	103.359	33	1	2	2	
21	Spectrogram 1	1	116.296777236	116.424444898	51.950	139.977	LH1079666411.WAV	0.1277	1.2968	103.359	33	2	2	2	
22	Spectrogram 1	1	116.645735511	116.781914349	59.166	142.863	LH1079666411.WAV	0.1362	1.6457	103.359	33	2	2	2	
23	Spectrogram 1	1	116.892559656	117.037249672	53.393	152.965	LH1079666411.WAV	0.1447	1.8925	103.359	33	1	2	2	
24	Spectrogram 1	1	117.786233285	117.947945656	56.279	150.079	LH1079666411.WAV	0.1617	2.7863	103.359	33	2	2	2	
25	Spectrogram 1	1	118.084124495	118.177747447	56.279	152.965	LH1079666411.WAV	0.0936	3.0841	103.359	33	2	2	2	
26	Spectrogram 1	1	118.824601271	118.969291287	47.621	160.180	LH1079666411.WAV	0.1447	3.8246	103.359	33	2	2	2	
27	Spectrogram 1	1	120.543859110	120.688549126	53.393	147.192	LH1079667006.WAV	0.1447	0.5439	103.359	33	1	2	2	
28	Spectrogram 1	1	120.799194433	120.892817384	60.609	144.306	LH1079667006.WAV	0.0936	0.7992	120.586	33	3	2	2	
29	Spectrogram 1	1	121.471577449	121.573711578	66.381	147.192	LH1079667006.WAV	0.1021	1.4715	103.359	33	3	2	2	
30	Spectrogram 1	1	121.675845707	121.769468659	66.381	147.192	LH1079667006.WAV	0.0936	1.6759	103.359	33	2	2	2	
31	Spectrogram 1	1	122.586541691	122.663142288	56.279	142.863	LH1079667006.WAV	0.0766	2.5865	103.359	33	2	2	2	
32	Spectrogram 1	1	122.892944078	123.012100562	60.609	154.408	LH1079667006.WAV	0.1192	2.8930	103.359	33	1	2	2	
33	Spectrogram 1	1	123.165301756	123.275947062	54.836	161.623	LH1079667006.WAV	0.1106	3.1653	86.133	33	2	2	2	
34	Spectrogram 1	1	127.216626549	127.310249500	67.824	141.420	LH1079667011.WAV	0.0936	2.2167	103.359	33	2	2	2	
35	Spectrogram 1	1	128.084766646	128.161367243	67.824	141.420	LH1079667011.WAV	0.0766	3.0848	103.359	33	3	2	2	
36	Spectrogram 1	1	131.455196399	131.531796996	72.153	132.762	LH1079667606.WAV	0.0766	1.4552	103.359	33	3	2	2	
37	Spectrogram 1	1	133.353188964	133.438300738	59.166	139.977	LH1079667606.WAV	0.0851	3.3532	86.133	33	3	2	2	
38	Spectrogram 1	1	133.685124883	133.787259012	63.495	150.079	LH1079667606.WAV	0.1021	3.6851	103.359	33	2	2	2	
39	Spectrogram 1	1	134.268140537	134.327718779	68.545	145.028	LH1079667606.WAV	0.0596	4.2681	103.359	33	2	2	2	
40	Spectrogram 1	1	134.561776158	134.646887932	75.039	138.534	LH1079667606.WAV	0.0851	4.5618	103.359	33	3	2	2	
41	Spectrogram 1	1	142.043102922	142.136725874	63.495	141.420	LH1079668206.WAV	0.0936	2.0431	103.359	33	3	2	2	
42	Spectrogram 1	1	145.166705036	145.234794455	69.267	150.079	LH1079668211.WAV	0.0681	0.1667	120.586	33	2	2	2	
43	Spectrogram 1	1	146.281669278	146.400825762	51.950	164.509	LH1079668211.WAV	0.1192	1.2816	103.359	33	2	2	2	
44	Spectrogram 1	1	148.060505359	148.162639488	63.495	154.408	LH1079668211.WAV	0.1021	3.0605	103.359	33	2	2	2	
45	Spectrogram 1	1	150.418103729	150.537260213	75.039	145.749	LH1079668806.WAV	0.1192	0.4181	120.586	33	3	2	2	
46	Spectrogram 1	1	150.639394342	150.758550826	70.710	134.205	LH1079668806.WAV	0.1192	0.6393	103.359	33	3	2	2	
47	Spectrogram 1	1	151.056442036	151.167087343	67.824	144.306	LH1079668806.WAV	0.1106	1.0565	103.359	33	2	2	2	
48	Spectrogram 1	1	151.286243826	151.371355601	66.381	147.192	LH1079668806.WAV	0.0851	1.2863	120.586	33	2	2	2	
49	Spectrogram 1	1	151.592646214	151.652224456	66.381	147.192	LH1079668806.WAV	0.0596	1.5926	103.359	33	2	2	2	
50	Spectrogram 1	1	152.026716262	152.145872746	72.153	147.192	LH1079668806.WAV	0.1192	2.0268	103.359	33	3	2	2	
51	Spectrogram 1	1	167.610690497	167.704313448	85.141	124.103	LH1079669411.WAV	0.0936	2.6107	103.359	33	3	2	2	
52	Spectrogram 1	1	167.849003465	167.917092884	66.381	125.546	LH1079669411.WAV	0.0681	2.8490	103.359	33	3	2	2	
53	Spectrogram 1	1	172.649307530	172.751441659	62.052	154.408	LH1079670006.WAV	0.1021	2.6493	103.359	33	2	2	2	
54	Spectrogram 1	1	179.526343335	179.628477464	67.824	124.103	LH1079670011.WAV	0.1021	4.5263	103.359	33	3	2	2	
55	Spectrogram 1	1	181.841383594	181.917984191	76.482	138.534	LH1079670606.WAV	0.0766	1.8414	103.359	33	3	2	2	
56	Spectrogram 1	1	200.497899110	200.600033240	80.812	129.876	LH1079671806.WAV	0.1021	0.4978	103.359	33	3	2	2	
57	Spectrogram 1	1	203.281054127	203.383188256	66.381	142.863	LH1079671806.WAV	0.1021	3.2811	103.359	33	3	2	2	
58	Spectrogram 1	1	204.753487821	204.864133128	63.495	155.851	LH1079671806.WAV	0.1106	4.7535	103.359	33	2	2	2	
59	Spectrogram 1	1	210.438958786	210.524070560	70.710	138.534	LH1079672406.WAV	0.0851	0.4390	103.359	33	3	2	2	
60	Spectrogram 1	1	210.524070560	210.617693511	67.824	137.091	LH1079672406.WAV	0.0936	0.5240	103.359	33	3	2	2	
61	Spectrogram 1	1	210.660249399	210.770894705	70.710	145.749	LH1079672406.WAV	0.1106	0.6602	120.586	33	2	2	2	
62	Spectrogram 1	1	227.852838905	227.989017744	63.495	141.420	LH1079673011.WAV	0.1362	2.8528	103.359	33	3	2	2	
63	Spectrogram 1	1	228.133707760	228.235841889	60.609	128.433	LH1079673011.WAV	0.1021	3.1337	86.133	33	3	2	2	
64	Spectrogram 1	1	229.529540857	229.597630277	79.368	129.876	LH1079673011.WAV	0.0681	4.5296	103.359	33	3	2	2	
65	Spectrogram 1	1	275.796320716	275.881432490	72.153	150.079	LH1079676011.WAV	0.0851	0.7964	103.359	33	2	2	2	
66	Spectrogram 1	1	282.647820239	282.732932013	69.267	144.306	LH1079676606.WAV	0.0851	2.6478	103.359	33	2	2	2	
67	Spectrogram 1	1	290.682374167	290.861108893	57.723	154.408	LH1079677206.WAV	0.1787	0.6824	103.359	33	1	2	2	
68	Spectrogram 1	1	290.954731844	291.048354796	70.710	152.965	LH1079677206.WAV	0.0936	0.9548	103.359	33	2	2	2	
69	Spectrogram 1	1	291.056865973	291.184533635	51.950	152.965	LH1079677206.WAV	0.1277	1.0569	103.359	33	1	2	2	
70	Spectrogram 1	1	291.465402490	291.593070151	50.507	163.066	LH1079677206.WAV	0.1277	1.4654	103.359	33	2	2	2	
71	Spectrogram 1	1	306.802550458	306.930218120	60.609	163.066	LH1079677811.WAV	0.1277	1.8025	103.359	33	2	2	2	
72	Spectrogram 1	1	307.551534071	307.662179378	41.849	158.737	LH1079677811.WAV	0.1106	2.5516	103.359	33	2	2	2	
73	Spectrogram 1	1	310.309156086	310.419801392	60.609	147.192	LH1079678407.WAV	0.1106	0.3092	103.359	33	2	2	2	
74	Spectrogram 1	1	316.011648033	316.071226275	72.153	135.648	LH1079678412.WAV	0.0596	1.0117	103.359	33	3	2	2	
75	Spectrogram 1	1	317.603238210	317.705372340	73.596	137.091	LH1079678412.WAV	0.1021	2.6033	120.586	33	2	2	2	
76	Spectrogram 1	1	319.177806033	319.296962517	60.609	145.749	LH1079678412.WAV	0.1192	4.1778	103.359	33	3	2	2	
77	Spectrogram 1	1	330.582787599	330.787055857	60.609	154.408	LH1079679606.WAV	0.2043	0.5828	86.133	33	2	2	2	
78	Spectrogram 1	1	333.493610277	333.646811471	63.495	145.749	LH1079679606.WAV	0.1532	3.4937	86.133	33	2	2	2	
79	Spectrogram 1	1	335.638426988	335.774605826	64.938	147.192	LH1079679611.WAV	0.1362	0.6384	103.359	33	2	2	2	
80	Spectrogram 1	1	338.872677167	338.966300118	63.495	144.306	LH1079679611.WAV	0.0936	3.8727	103.359	33	2	2	2	
81	Spectrogram 1	1	339.119501312	339.255680151	54.836	161.623	LH1079679611.WAV	0.1362	4.1195	120.586	33	2	2	2	
82	Spectrogram 1	1	639.836572058	639.938706187	54.836	147.192	LH1079697611.WAV	0.1021	4.8366	86.133	33	2	2	2	
83	Spectrogram 1	1	641.019625719	641.070692784	64.938	160.180	LH1079698206.WAV	0.0511	1.0196	103.359	33	3	2	2	
84	Spectrogram 1	1	642.670794139	642.781439446	51.950	164.509	LH1079698206.WAV	0.1106	2.6707	103.359	33	1	2	2	
85	Spectrogram 1	1	643.632557188	643.717668962	51.950	157.294	LH1079698206.WAV	0.0851	3.6325	103.359	33	2	2	2	
86	Spectrogram 1	1	658.510101258	658.603724210	66.381	148.635	LH1079698811.WAV	0.0936	3.5101	103.359	33	2	2	2	
