Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Delta Time (s)	File Offset (s)	call variant	level	call cutoff @ end	calls overlap	Notes
1	Spectrogram 1	1	1965.033410977	1966.797024634	85.714	156.429	sanctsound_fk01_01_audio_SanctSound_FK01_01_671359016_20190201T213332Z.flac	1.7636	1965.0334	1	3	2	2	
2	Spectrogram 1	1	2086.555657025	2090.342785299	64.286	141.429	sanctsound_fk01_01_audio_SanctSound_FK01_01_671359016_20190201T213332Z.flac	3.7871	2086.5557	1	3	2	2	
3	Spectrogram 1	1	2094.399095779	2096.682511356	60.000	154.286	sanctsound_fk01_01_audio_SanctSound_FK01_01_671359016_20190201T213332Z.flac	2.2834	2094.3991	1	3	2	2	
4	Spectrogram 1	1	2961.631175320	2963.320531560	25.714	180.000	sanctsound_fk01_01_audio_SanctSound_FK01_01_671359016_20190201T213332Z.flac	1.6894	2961.6312	2	3	2	2	
5	Spectrogram 1	1	2959.282784503	2961.594046611	38.571	147.857	sanctsound_fk01_01_audio_SanctSound_FK01_01_671359016_20190201T213332Z.flac	2.3113	2959.2828	2	3	2	2	
6	Spectrogram 1	1	3091.163938341	3091.321735353	19.286	246.429	sanctsound_fk01_01_audio_SanctSound_FK01_01_671359016_20190201T213332Z.flac	0.1578	3091.1639	3	3	2	2	
7	Spectrogram 1	1	3177.978315557	3178.098983860	17.143	330.000	sanctsound_fk01_01_audio_SanctSound_FK01_01_671359016_20190201T213332Z.flac	0.1207	3177.9783	3	3	2	2	
8	Spectrogram 1	1	3268.060017690	3268.189968170	21.429	267.857	sanctsound_fk01_01_audio_SanctSound_FK01_01_671359016_20190201T213332Z.flac	0.1300	3268.0600	3	3	2	2	
9	Spectrogram 1	1	3291.775976894	3291.896645197	21.429	387.857	sanctsound_fk01_01_audio_SanctSound_FK01_01_671359016_20190201T213332Z.flac	0.1207	3291.7760	3	3	2	2	
10	Spectrogram 1	1	3292.119417448	3292.221521397	23.571	297.857	sanctsound_fk01_01_audio_SanctSound_FK01_01_671359016_20190201T213332Z.flac	0.1021	3292.1194	3	3	2	2	
11	Spectrogram 1	1	3990.614453979	3990.790815344	19.286	227.143	sanctsound_fk01_01_audio_SanctSound_FK01_01_671359016_20190201T213332Z.flac	0.1764	3990.6145	3	3	2	2	
12	Spectrogram 1	1	4502.493158320	4505.092167920	56.094	118.421	sanctsound_fk01_01_audio_SanctSound_FK01_01_671359016_20190201T213332Z.flac	2.5990	4502.4932	1	3	2	2	
13	Spectrogram 1	1	4537.053555899	4538.900709151	62.327	132.964	sanctsound_fk01_01_audio_SanctSound_FK01_01_671359016_20190201T213332Z.flac	1.8472	4537.0536	1	3	2	2	
14	Spectrogram 1	1	4539.151327933	4540.571501036	54.017	137.119	sanctsound_fk01_01_audio_SanctSound_FK01_01_671359016_20190201T213332Z.flac	1.4202	4539.1513	1	3	2	2	
15	Spectrogram 1	1	4744.401597698	4746.814963756	51.939	122.576	sanctsound_fk01_01_audio_SanctSound_FK01_01_671359016_20190201T213332Z.flac	2.4134	4744.4016	1	3	2	2	
16	Spectrogram 1	1	4884.235761906	4886.129326043	47.784	143.352	sanctsound_fk01_01_audio_SanctSound_FK01_01_671359016_20190201T213332Z.flac	1.8936	4884.2358	1	3	2	2	
17	Spectrogram 1	1	4889.916453167	4891.865710368	56.094	137.119	sanctsound_fk01_01_audio_SanctSound_FK01_01_671359016_20190201T213332Z.flac	1.9493	4889.9165	1	3	2	2	
18	Spectrogram 1	1	5221.082292997	5223.347144220	56.094	135.042	sanctsound_fk01_01_audio_SanctSound_FK01_01_671359016_20190201T213332Z.flac	2.2649	5221.0823	1	3	2	2	
19	Spectrogram 1	1	5452.104551926	5453.255541892	47.784	126.731	sanctsound_fk01_01_audio_SanctSound_FK01_01_671359016_20190201T213332Z.flac	1.1510	5452.1046	1	3	2	2	
20	Spectrogram 1	1	5472.256155777	5475.096501983	45.706	135.042	sanctsound_fk01_01_audio_SanctSound_FK01_01_671359016_20190201T213332Z.flac	2.8403	5472.2562	1	3	2	2	
21	Spectrogram 1	1	8071.737590220	8073.241302917	56.094	137.119	sanctsound_fk01_01_audio_SanctSound_FK01_01_671359016_20190201T213332Z.flac	1.5037	8071.7376	1	3	2	2	
22	Spectrogram 1	1	13924.659613290	13927.342162484	49.861	147.507	sanctsound_fk01_01_audio_SanctSound_FK01_01_671359016_20190201T213332Z.flac	2.6825	13924.6596	1	3	2	2	
23	Spectrogram 1	1	19723.661479027	19727.188706341	47.784	126.731	sanctsound_fk01_01_audio_SanctSound_FK01_01_671359016_20190201T213332Z.flac	3.5272	19723.6615	1	3	2	2	
24	Spectrogram 1	1	19887.777814739	19887.935611751	14.543	351.108	sanctsound_fk01_01_audio_SanctSound_FK01_01_671359016_20190201T213332Z.flac	0.1578	19887.7778	3	2	2	2	
