Selection,View,Channel,Begin Time (s),End Time (s),Low Freq (Hz),High Freq (Hz),Begin File,Delta Time (s),File Offset (s),call variant,level,call cutoff @ end,calls overlap,Notes
1,Spectrogram 1,1,30.180942412,31.811251249,72.898,271.088,DSG 6_RG 3-000.6015.YMD_2009_05_01_HMS_19_12_00.dsg_RAWD_HMS_19_12_ 0__DMY_ 1_ 5_ 9.wav,1.6303,8.4721,9,2,2,2,
2,Spectrogram 1,1,33.47413654,34.799990113,104.79,271.088,DSG 6_RG 3-000.6019.YMD_2009_05_01_HMS_19_36_00.dsg_RAWD_HMS_19_36_ 0__DMY_ 1_ 5_ 9.wav,1.3259,0.911,15,3,2,2,
3,Spectrogram 1,1,35.212477891,36.872250142,61.507,357.654,DSG 6_RG 3-000.6019.YMD_2009_05_01_HMS_19_36_00.dsg_RAWD_HMS_19_36_ 0__DMY_ 1_ 5_ 9.wav,1.6598,2.6493,9,2,2,2,
4,Spectrogram 1,1,38.595096039,41.050380433,97.956,318.927,DSG 6_RG 3-000.6019.YMD_2009_05_01_HMS_19_36_00.dsg_RAWD_HMS_19_36_ 0__DMY_ 1_ 5_ 9.wav,2.4553,6.0319,15,3,2,2,
5,Spectrogram 1,1,82.708149749,84.574165889,75.176,302.981,DSG 6_RG 3-000.6030.YMD_2009_05_01_HMS_20_42_00.dsg_RAWD_HMS_20_42_ 0__DMY_ 1_ 5_ 9.wav,1.866,6.7274,9,2,2,2,
6,Spectrogram 1,1,84.997514435,86.480506209,86.566,318.927,DSG 6_RG 3-000.6030.YMD_2009_05_01_HMS_20_42_00.dsg_RAWD_HMS_20_42_ 0__DMY_ 1_ 5_ 9.wav,1.483,9.0167,15,3,2,2,
7,Spectrogram 1,1,93.373934182,95.014064157,97.956,309.815,DSG 6_RG 3-000.6034.YMD_2009_05_01_HMS_21_06_00.dsg_RAWD_HMS_21_ 6_ 0__DMY_ 1_ 5_ 9.wav,1.6401,6.5388,9,3,2,2,
8,Spectrogram 1,1,95.279234872,97.655950165,107.068,307.537,DSG 6_RG 3-000.6034.YMD_2009_05_01_HMS_21_06_00.dsg_RAWD_HMS_21_ 6_ 0__DMY_ 1_ 5_ 9.wav,2.3767,8.4441,15,3,1,2,
9,Spectrogram 1,1,103.417891457,104.910704368,59.229,334.873,DSG 6_RG 3-000.6035.YMD_2009_05_01_HMS_21_12_00.dsg_RAWD_HMS_21_12_ 0__DMY_ 1_ 5_ 9.wav,1.4928,5.7283,9,3,2,2,
10,Spectrogram 1,1,109.473938163,110.917645387,91.122,271.088,DSG 6_RG 3-000.6043.YMD_2009_05_01_HMS_22_00_00.dsg_RAWD_HMS_22_ 0_ 0__DMY_ 1_ 5_ 9.wav,1.4437,0.93,15,3,2,2,
