Selection,View,Channel,Begin Time (s),End Time (s),Low Freq (Hz),High Freq (Hz),Begin File,Delta Time (s),File Offset (s),call variant,level,call cutoff @ end,calls overlap,Notes
1,Spectrogram 1,1,9.707525279,10.498734236,102.512,241.473,DSG 6_RG 3-000.9046.YMD_2009_05_14_HMS_10_18_00.dsg_RAWD_HMS_10_18_ 0__DMY_14_ 5_ 9.wav,0.7912,9.7075,9,2,2,2,
2,Spectrogram 1,1,13.2857116,14.624680604,129.849,277.922,DSG 6_RG 3-000.9052.YMD_2009_05_14_HMS_10_54_00.dsg_RAWD_HMS_10_54_ 0__DMY_14_ 5_ 9.wav,1.339,2.4313,9,2,2,2,
3,Spectrogram 1,1,51.220511073,52.853647509,123.015,264.254,DSG 6_RG 3-000.9073.YMD_2009_05_14_HMS_13_00_00.dsg_RAWD_HMS_13_ 0_ 0__DMY_14_ 5_ 9.wav,1.6331,7.8029,9,3,2,2,
4,Spectrogram 1,1,71.395487201,72.440288773,97.956,255.142,DSG 6_RG 3-000.9124.YMD_2009_05_14_HMS_18_06_00.dsg_RAWD_HMS_18_ 6_ 0__DMY_14_ 5_ 9.wav,1.0448,6.2691,9,2,2,2,
5,Spectrogram 1,1,90.073210351,91.462897878,109.346,305.259,DSG 6_RG 3-000.9130.YMD_2009_05_14_HMS_18_42_00.dsg_RAWD_HMS_18_42_ 0__DMY_14_ 5_ 9.wav,1.3897,3.238,9,2,2,2,
6,Spectrogram 1,1,146.437313371,147.725563852,88.844,309.815,DSG 6_RG 3-000.9146.YMD_2009_05_14_HMS_20_18_00.dsg_RAWD_HMS_20_18_ 0__DMY_14_ 5_ 9.wav,1.2883,5.3301,9,2,2,2,
7,Spectrogram 1,1,147.902962473,151.93001319,141.239,298.425,DSG 6_RG 3-000.9146.YMD_2009_05_14_HMS_20_18_00.dsg_RAWD_HMS_20_18_ 0__DMY_14_ 5_ 9.wav,4.0271,6.7957,15,3,1,2,
8,Spectrogram 1,1,190.157809483,191.537353305,116.181,268.81,DSG 6_RG 3-000.9159.YMD_2009_05_14_HMS_21_36_00.dsg_RAWD_HMS_21_36_ 0__DMY_14_ 5_ 9.wav,1.3795,5.633,9,3,2,2,
9,Spectrogram 1,1,191.679365169,193.545806811,145.795,255.142,DSG 6_RG 3-000.9159.YMD_2009_05_14_HMS_21_36_00.dsg_RAWD_HMS_21_36_ 0__DMY_14_ 5_ 9.wav,1.8664,7.1546,15,3,2,2,
10,Spectrogram 1,1,196.990242132,198.400217068,109.346,268.81,DSG 6_RG 3-000.9161.YMD_2009_05_14_HMS_21_48_00.dsg_RAWD_HMS_21_48_ 0__DMY_14_ 5_ 9.wav,1.41,1.6111,9,3,2,2,
11,Spectrogram 1,1,198.511797818,203.59379381,129.849,273.366,DSG 6_RG 3-000.9161.YMD_2009_05_14_HMS_21_48_00.dsg_RAWD_HMS_21_48_ 0__DMY_14_ 5_ 9.wav,5.082,3.1326,15,3,2,2,
12,Spectrogram 1,1,203.904005237,205.384986105,111.624,307.537,DSG 6_RG 3-000.9161.YMD_2009_05_14_HMS_21_48_00.dsg_RAWD_HMS_21_48_ 0__DMY_14_ 5_ 9.wav,1.481,8.5248,9,3,2,2,
13,Spectrogram 1,1,206.267290384,209.878449213,120.737,289.312,DSG 6_RG 3-000.9162.YMD_2009_05_14_HMS_21_54_00.dsg_RAWD_HMS_21_54_ 0__DMY_14_ 5_ 9.wav,3.6112,0.0337,15,3,1,2,
14,Spectrogram 1,1,221.447759481,222.66500403,111.624,287.034,DSG 6_RG 3-000.9163.YMD_2009_05_14_HMS_22_00_00.dsg_RAWD_HMS_22_ 0_ 0__DMY_14_ 5_ 9.wav,1.2172,4.3598,9,3,2,2,
15,Spectrogram 1,1,229.097804003,230.223755211,100.234,318.927,DSG 6_RG 3-000.9165.YMD_2009_05_14_HMS_22_12_00.dsg_RAWD_HMS_22_12_ 0__DMY_14_ 5_ 9.wav,1.126,1.1554,9,3,2,2,
16,Spectrogram 1,1,232.832576578,237.873997752,132.127,264.254,DSG 6_RG 3-000.9165.YMD_2009_05_14_HMS_22_12_00.dsg_RAWD_HMS_22_12_ 0__DMY_14_ 5_ 9.wav,5.0414,4.8902,15,3,2,2,
17,Spectrogram 1,1,239.921650995,241.118608135,116.181,277.922,DSG 6_RG 3-000.9166.YMD_2009_05_14_HMS_22_18_00.dsg_RAWD_HMS_22_18_ 0__DMY_14_ 5_ 9.wav,1.197,1.1248,9,3,2,2,
18,Spectrogram 1,1,241.909817091,243.066199413,118.459,252.864,DSG 6_RG 3-000.9166.YMD_2009_05_14_HMS_22_18_00.dsg_RAWD_HMS_22_18_ 0__DMY_14_ 5_ 9.wav,1.1564,3.113,9,3,2,2,
