Selection,View,Channel,Begin Time (s),End Time (s),Low Freq (Hz),High Freq (Hz),Begin File,Delta Time (s),File Offset (s),call variant,level,call cutoff @ end,calls overlap,Notes
1,Spectrogram 1,1,7.380393594,8.481615013,118.459,321.205,DSG 6_RG 3-000.7002.YMD_2009_05_05_HMS_21_54_00.dsg_RAWD_HMS_21_54_ 0__DMY_ 5_ 5_ 9.wav,1.1012,7.3804,9,2,2,2,
2,Spectrogram 1,1,12.073853513,13.065733798,134.405,307.537,DSG 6_RG 3-000.7003.YMD_2009_05_05_HMS_22_00_00.dsg_RAWD_HMS_22_ 0_ 0__DMY_ 5_ 5_ 9.wav,0.9919,1.2194,9,2,2,2,
3,Spectrogram 1,1,24.780056878,26.560755342,143.517,296.147,DSG 6_RG 3-000.7005.YMD_2009_05_05_HMS_22_12_00.dsg_RAWD_HMS_22_12_ 0__DMY_ 5_ 5_ 9.wav,1.7807,3.0713,15,3,2,2,
4,Spectrogram 1,1,169.968171415,171.327125506,70.62,261.976,DSG 6_RG 3-000.7129.YMD_2009_05_06_HMS_10_36_00.dsg_RAWD_HMS_10_36_ 0__DMY_ 6_ 5_ 9.wav,1.359,7.1521,9,3,2,2,
5,Spectrogram 1,1,174.606819176,176.949843471,91.122,255.142,DSG 6_RG 3-000.7130.YMD_2009_05_06_HMS_10_42_00.dsg_RAWD_HMS_10_42_ 0__DMY_ 6_ 5_ 9.wav,2.343,0.9364,15,3,2,2,
6,Spectrogram 1,1,177.730800185,178.738300631,77.454,255.142,DSG 6_RG 3-000.7130.YMD_2009_05_06_HMS_10_42_00.dsg_RAWD_HMS_10_42_ 0__DMY_ 6_ 5_ 9.wav,1.0075,4.0604,9,3,2,2,
7,Spectrogram 1,1,180.909503145,181.706131405,100.234,282.478,DSG 6_RG 3-000.7130.YMD_2009_05_06_HMS_10_42_00.dsg_RAWD_HMS_10_42_ 0__DMY_ 6_ 5_ 9.wav,0.7966,7.2391,9,3,2,2,
8,Spectrogram 1,1,182.900533453,185.704352526,118.459,266.532,DSG 6_RG 3-000.7130.YMD_2009_05_06_HMS_10_42_00.dsg_RAWD_HMS_10_42_ 0__DMY_ 6_ 5_ 9.wav,2.8038,9.2302,15,3,1,2,
9,Spectrogram 1,1,185.81369366,191.272940267,93.4,266.532,DSG 6_RG 3-000.7135.YMD_2009_05_06_HMS_11_12_00.dsg_RAWD_HMS_11_12_ 0__DMY_ 6_ 5_ 9.wav,5.4592,0.0601,15,3,1,2,
10,Spectrogram 1,1,191.335020274,192.537772746,88.844,300.703,DSG 6_RG 3-000.7135.YMD_2009_05_06_HMS_11_12_00.dsg_RAWD_HMS_11_12_ 0__DMY_ 6_ 5_ 9.wav,1.2028,5.5814,9,3,2,2,
11,Spectrogram 1,1,192.608063475,196.591204776,93.4,291.59,DSG 6_RG 3-000.7135.YMD_2009_05_06_HMS_11_12_00.dsg_RAWD_HMS_11_12_ 0__DMY_ 6_ 5_ 9.wav,3.9831,6.8544,15,3,1,2,
