Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Delta Time (s)	File Offset (s)	call variant	level	call cutoff @ end	calls overlap	Notes	false positive
71	Spectrogram 1	1	1131.871797050	1132.937040991	15.823	193.829	8357.DSG_RAWD_HMS_12_15_ 0__DMY_ 4_ 9_15.wav	1.0652	1.3758	1	1	2	2		1
88	Spectrogram 1	1	1344.561628204	1345.343416676	32.634	173.062	8377.DSG_RAWD_HMS_13_55_ 0__DMY_ 4_ 9_15.wav	0.7818	1.0736	1	1	2	2		1
89	Spectrogram 1	1	1343.500956126	1343.738692971	43.513	177.017	8377.DSG_RAWD_HMS_13_55_ 0__DMY_ 4_ 9_15.wav	0.2377	0.0130	1	3	1	2		1
147	Spectrogram 1	1	1680.588919180	1684.365277527	14.834	153.283	8408.DSG_RAWD_HMS_16_30_ 0__DMY_ 4_ 9_15.wav	3.7764	6.5537	1	2	2	2		1
155	Spectrogram 1	1	1734.445454626	1736.809107489	41.535	197.785	8413.DSG_RAWD_HMS_16_55_ 0__DMY_ 4_ 9_15.wav	2.3637	7.1623	1	3	2	2		1
172	Spectrogram 1	1	1844.526749361	1844.823920417	37.271	177.752	8423.DSG_RAWD_HMS_17_45_ 0__DMY_ 4_ 9_15.wav	0.2972	10.3379	1	2	1	2		1
184	Spectrogram 1	1	1920.264216447	1920.483665843	32.492	172.018	8431.DSG_RAWD_HMS_18_25_ 0__DMY_ 4_ 9_15.wav	0.2194	0.8786	1	2	2	2		1
185	Spectrogram 1	1	1921.996951524	1924.292026452	29.625	176.797	8431.DSG_RAWD_HMS_18_25_ 0__DMY_ 4_ 9_15.wav	2.2951	2.6114	1	3	2	2		1
194	Spectrogram 1	1	2007.408478316	2008.437147358	29.625	185.398	8439.DSG_RAWD_HMS_19_ 5_ 0__DMY_ 4_ 9_15.wav	1.0287	2.8261	1	3	2	2		1
205	Spectrogram 1	1	2126.066544375	2127.968439136	41.093	132.836	8450.DSG_RAWD_HMS_20_ 0_ 0__DMY_ 4_ 9_15.wav	1.9019	4.3385	1	3	2	2		1
209	Spectrogram 1	1	2142.090909623	2143.009853967	29.625	156.728	8451.DSG_RAWD_HMS_20_ 5_ 0__DMY_ 4_ 9_15.wav	0.9189	9.7133	1	2	1	2		1
210	Spectrogram 1	1	2143.039571073	2145.684393474	33.129	168.612	8452.DSG_RAWD_HMS_20_10_ 0__DMY_ 4_ 9_15.wav	2.6448	0.0124	1	3	1	2		1
212	Spectrogram 1	1	2148.560069307	2149.190986319	20.767	159.217	8452.DSG_RAWD_HMS_20_10_ 0__DMY_ 4_ 9_15.wav	0.6309	5.5329	1	2	2	2		1
214	Spectrogram 1	1	2164.337554883	2166.605198636	36.096	183.445	8454.DSG_RAWD_HMS_20_20_ 0__DMY_ 4_ 9_15.wav	2.2676	0.0112	1	3	1	2		1
220	Spectrogram 1	1	2209.539543220	2211.112263888	27.690	143.394	8458.DSG_RAWD_HMS_20_40_ 0__DMY_ 4_ 9_15.wav	1.5727	2.6147	1	3	2	2		1
221	Spectrogram 1	1	2225.600439046	2228.146966406	51.424	195.807	8459.DSG_RAWD_HMS_20_45_ 0__DMY_ 4_ 9_15.wav	2.5465	8.0260	1	2	2	2		1
222	Spectrogram 1	1	2229.724258708	2230.775787061	34.612	156.250	8460.DSG_RAWD_HMS_20_50_ 0__DMY_ 4_ 9_15.wav	1.0515	1.5003	1	3	2	2		1
224	Spectrogram 1	1	2254.339143596	2255.637552520	33.623	192.840	8462.DSG_RAWD_HMS_21_ 0_ 0__DMY_ 4_ 9_15.wav	1.2984	4.8159	1	3	2	2		1
226	Spectrogram 1	1	2255.838714465	2258.357802557	40.546	179.984	8462.DSG_RAWD_HMS_21_ 0_ 0__DMY_ 4_ 9_15.wav	2.5191	6.3155	1	3	2	1		1
230	Spectrogram 1	1	2260.191108572	2262.213798138	26.701	192.840	8463.DSG_RAWD_HMS_21_ 5_ 0__DMY_ 4_ 9_15.wav	2.0227	0.0183	2	2	2	1		1
236	Spectrogram 1	1	2288.074871977	2289.707026856	39.557	170.095	8465.DSG_RAWD_HMS_21_15_ 0__DMY_ 4_ 9_15.wav	1.6322	6.6029	1	3	2	2		1
245	Spectrogram 1	1	2044.400871599	2044.918118785	22.745	168.117	8442.DSG_RAWD_HMS_19_20_ 0__DMY_ 4_ 9_15.wav	0.5172	7.8697	1	2	2	2		1
