Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Delta Time (s)	File Offset (s)	call variant	level	call cutoff @ end	calls overlap	Notes	false positive
2	Spectrogram 1	1	118.524239056	119.157574684	33.405	157.328	6012.DSG_RAWD_HMS_ 8_50_ 0__DMY_27_ 8_15.wav	0.6333	1.3786	1	3	2	2		1
3	Spectrogram 1	1	202.337808102	202.835428953	40.948	146.552	6019.DSG_RAWD_HMS_ 9_25_ 0__DMY_27_ 8_15.wav	0.4976	10.6450	1	2	1	2		1
4	Spectrogram 1	1	203.287811545	204.819449748	23.707	157.328	6020.DSG_RAWD_HMS_ 9_30_ 0__DMY_27_ 8_15.wav	1.5316	0.9454	1	2	2	2		1
5	Spectrogram 1	1	306.321180031	306.754174797	23.707	150.862	6029.DSG_RAWD_HMS_10_15_ 0__DMY_27_ 8_15.wav	0.4330	8.1324	1	2	2	2		1
6	Spectrogram 1	1	308.295506913	308.822209502	8.621	155.172	6029.DSG_RAWD_HMS_10_15_ 0__DMY_27_ 8_15.wav	0.5267	10.1067	1	2	1	2		2
7	Spectrogram 1	1	383.426560256	384.971123676	33.405	162.716	6037.DSG_RAWD_HMS_10_55_ 0__DMY_27_ 8_15.wav	1.5446	0.0410	1	3	2	2		2
11	Spectrogram 1	1	472.791509966	473.916003836	0.000	150.862	6045.DSG_RAWD_HMS_11_35_ 0__DMY_27_ 8_15.wav	1.1245	2.9803	1	2	2	2		1
13	Spectrogram 1	1	693.476668900	696.106950541	15.086	161.638	6066.DSG_RAWD_HMS_13_20_ 0__DMY_27_ 8_15.wav	2.6303	0.0239	1	2	1	2		2
17	Spectrogram 1	1	1087.508362485	1089.628098058	11.853	186.422	6103.DSG_RAWD_HMS_16_25_ 0__DMY_27_ 8_15.wav	2.1197	0.0204	1	2	1	2		2
29	Spectrogram 1	1	1472.964193831	1474.444131167	23.707	143.319	6139.DSG_RAWD_HMS_19_25_ 0__DMY_27_ 8_15.wav	1.4799	2.0906	1	2	2	2		1
37	Spectrogram 1	1	1862.633640934	1864.882628675	21.552	171.336	6175.DSG_RAWD_HMS_22_25_ 0__DMY_27_ 8_15.wav	2.2490	8.3744	1	2	2	2		2
39	Spectrogram 1	1	1941.503321551	1943.894486678	25.862	184.267	6183.DSG_RAWD_HMS_23_ 5_ 0__DMY_27_ 8_15.wav	2.3912	2.0473	1	3	2	2		2
40	Spectrogram 1	1	1987.691593024	1990.722556388	12.931	227.371	6187.DSG_RAWD_HMS_23_25_ 0__DMY_27_ 8_15.wav	3.0310	5.6372	1	2	2	2		1
41	Spectrogram 1	1	2014.026722475	2015.532510245	29.095	197.198	6190.DSG_RAWD_HMS_23_40_ 0__DMY_27_ 8_15.wav	1.5058	0.0235	1	2	1	2		1
47	Spectrogram 1	1	2089.186856984	2090.653869103	21.552	187.500	6197.DSG_RAWD_HMS_ 0_15_ 0__DMY_28_ 8_15.wav	1.4670	0.6365	1	2	2	1		1
50	Spectrogram 1	1	2278.198765209	2280.215099046	15.086	173.491	6214.DSG_RAWD_HMS_ 1_40_ 0__DMY_28_ 8_15.wav	2.0163	8.6052	1	2	1	2		1
33	Spectrogram 1	1	1665.129856226	1667.508096137	20.474	176.724	6157.DSG_RAWD_HMS_20_55_ 0__DMY_27_ 8_15.wav	2.3782	2.5635	1	2	2	2		2
36	Spectrogram 1	1	1836.867221139	1839.400563653	0.000	226.293	6173.DSG_RAWD_HMS_22_15_ 0__DMY_27_ 8_15.wav	2.5333	3.9072	2	1	2	2		2
1	Spectrogram 1	1	45.626015688	45.755267857	8.621	136.853	6005.DSG_RAWD_HMS_ 8_15_ 0__DMY_27_ 8_15.wav	0.1293	3.0276	3	3	2	2		2
8	Spectrogram 1	1	385.449356702	385.565683654	0.000	136.853	6037.DSG_RAWD_HMS_10_55_ 0__DMY_27_ 8_15.wav	0.1163	2.0638	3	3	2	2		2
9	Spectrogram 1	1	391.763325162	391.931352982	0.000	133.621	6037.DSG_RAWD_HMS_10_55_ 0__DMY_27_ 8_15.wav	0.1680	8.3777	3	3	2	2		2
10	Spectrogram 1	1	419.849821505	420.037237150	0.000	130.388	6040.DSG_RAWD_HMS_11_10_ 0__DMY_27_ 8_15.wav	0.1874	4.5154	3	3	2	2		2
12	Spectrogram 1	1	501.136510646	501.285150641	0.000	167.026	6047.DSG_RAWD_HMS_11_45_ 0__DMY_27_ 8_15.wav	0.1486	10.0261	3	3	2	2		2
14	Spectrogram 1	1	899.646803817	899.834219462	0.000	205.819	6085.DSG_RAWD_HMS_14_55_ 0__DMY_27_ 8_15.wav	0.1874	3.8516	3	2	2	2		2
15	Spectrogram 1	1	1055.880356709	1056.119473221	6.466	146.552	6100.DSG_RAWD_HMS_16_10_ 0__DMY_27_ 8_15.wav	0.2391	0.3412	3	2	2	2		2
