Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Delta Time (s)	File Offset (s)	call variant	level	call cutoff @ end	calls overlap	Notes	false positive
6	Spectrogram 1	1	70.730571165	72.041839688	28.955	196.588	7006.DSG_RAWD_HMS_19_40_ 0__DMY_30_ 8_15.wav	1.3113	6.8330	1	3	2	2		1
11	Spectrogram 1	1	123.077453190	124.544515992	24.383	176.777	7011.DSG_RAWD_HMS_20_ 5_ 0__DMY_30_ 8_15.wav	1.4671	5.9319	1	2	2	2		2
12	Spectrogram 1	1	128.400423171	130.445223094	16.763	143.250	7012.DSG_RAWD_HMS_20_10_ 0__DMY_30_ 8_15.wav	2.0448	0.6052	1	2	2	2		2
15	Spectrogram 1	1	210.153496057	211.919164563	18.287	164.585	7019.DSG_RAWD_HMS_20_45_ 0__DMY_30_ 8_15.wav	1.7657	7.8111	1	1	2	2		2
16	Spectrogram 1	1	213.003238750	213.658873011	42.670	152.394	7020.DSG_RAWD_HMS_20_50_ 0__DMY_30_ 8_15.wav	0.6556	0.0112	1	3	1	2		1
17	Spectrogram 1	1	219.059747037	219.514147020	30.479	172.205	7020.DSG_RAWD_HMS_20_50_ 0__DMY_30_ 8_15.wav	0.4544	6.0677	1	2	2	2		1
18	Spectrogram 1	1	219.773804153	220.306101276	28.955	172.205	7020.DSG_RAWD_HMS_20_50_ 0__DMY_30_ 8_15.wav	0.5323	6.7818	1	2	2	2		1
19	Spectrogram 1	1	220.961735537	222.234055490	36.574	202.684	7020.DSG_RAWD_HMS_20_50_ 0__DMY_30_ 8_15.wav	1.2723	7.9697	1	2	2	2		1
20	Spectrogram 1	1	222.441781196	222.753369756	39.622	149.346	7020.DSG_RAWD_HMS_20_50_ 0__DMY_30_ 8_15.wav	0.3116	9.4498	1	2	2	2		1
21	Spectrogram 1	1	247.764853214	253.055367302	24.383	179.825	7023.DSG_RAWD_HMS_21_ 5_ 0__DMY_30_ 8_15.wav	5.2905	2.8241	1	3	2	2		1
23	Spectrogram 1	1	255.619490543	258.462736151	28.955	181.349	7024.DSG_RAWD_HMS_21_10_ 0__DMY_30_ 8_15.wav	2.8432	0.0291	1	3	1	2		1
26	Spectrogram 1	1	285.908491769	287.511874566	9.144	207.255	7026.DSG_RAWD_HMS_21_20_ 0__DMY_30_ 8_15.wav	1.6034	9.0189	1	3	2	2		1
