Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Delta Time (s)	File Offset (s)	call variant	level	call cutoff @ end	calls overlap	Notes	false positive
2	Spectrogram 1	1	362.106382189	362.361469617	0.000	206.141	3785.DSG_RAWD_HMS_ 8_30_ 0__DMY_23_ 9_15.wav	0.2551	0.0200	3	1	1	2		1
5	Spectrogram 1	1	898.380499242	899.989512247	26.694	170.548	3835.DSG_RAWD_HMS_12_40_ 0__DMY_23_ 9_15.wav	1.6090	2.5853	1	3	2	2		1
1	Spectrogram 1	1	61.606877374	62.025482383	0.000	314.402	3756.DSG_RAWD_HMS_ 6_ 5_ 0__DMY_23_ 9_15.wav	0.4186	8.3589	3	1	2	2		2
3	Spectrogram 1	1	404.719850490	404.889908775	0.000	220.971	3788.DSG_RAWD_HMS_ 8_45_ 0__DMY_23_ 9_15.wav	0.1701	10.6847	3	3	2	2		2
4	Spectrogram 1	1	897.497504300	897.739510321	0.000	152.752	3835.DSG_RAWD_HMS_12_40_ 0__DMY_23_ 9_15.wav	0.2420	1.7023	3	1	2	2		2
6	Spectrogram 1	1	902.599223813	902.893555461	0.000	247.665	3835.DSG_RAWD_HMS_12_40_ 0__DMY_23_ 9_15.wav	0.2943	6.8040	3	1	2	2		2
7	Spectrogram 1	1	1033.229560394	1033.376726217	0.000	281.775	3847.DSG_RAWD_HMS_13_40_ 0__DMY_23_ 9_15.wav	0.1472	9.6392	3	2	2	2		2
8	Spectrogram 1	1	1203.784127651	1203.928023123	0.000	177.963	3863.DSG_RAWD_HMS_15_ 0_ 0__DMY_23_ 9_15.wav	0.1439	9.8001	3	3	2	2		2
9	Spectrogram 1	1	1226.467178372	1226.637236657	0.000	271.394	3866.DSG_RAWD_HMS_15_15_ 0__DMY_23_ 9_15.wav	0.1701	0.5344	3	2	2	2		2
10	Spectrogram 1	1	1236.860288478	1237.030346763	28.177	232.835	3867.DSG_RAWD_HMS_15_20_ 0__DMY_23_ 9_15.wav	0.1701	0.2779	3	3	2	2		2
11	Spectrogram 1	1	1244.198908415	1244.310100370	0.000	287.707	3867.DSG_RAWD_HMS_15_20_ 0__DMY_23_ 9_15.wav	0.1112	7.6165	3	2	2	2		2
12	Spectrogram 1	1	1307.643596977	1307.937928624	0.000	255.080	3873.DSG_RAWD_HMS_15_50_ 0__DMY_23_ 9_15.wav	0.2943	7.1636	3	1	2	2		2
13	Spectrogram 1	1	2072.346942654	2072.602030082	0.000	259.530	3945.DSG_RAWD_HMS_21_50_ 0__DMY_23_ 9_15.wav	0.2551	3.4573	3	2	2	2		2
14	Spectrogram 1	1	2397.293659870	2399.412847731	29.661	179.446	3975.DSG_RAWD_HMS_ 0_20_ 0__DMY_24_ 9_15.wav	2.1192	8.5065	1	3	1	2		
