Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Delta Time (s)	File Offset (s)	call variant	level	call cutoff @ end	calls overlap	Notes	false positive
1	Spectrogram 1	1	365.176154546	365.357107582	1.078	150.862	6285.DSG_RAWD_HMS_ 7_35_ 0__DMY_28_ 8_15.wav	0.1810	3.0898	3	2	2	2		2
2	Spectrogram 1	1	411.047749355	411.215777174	0.000	192.888	6289.DSG_RAWD_HMS_ 7_55_ 0__DMY_28_ 8_15.wav	0.1680	6.3629	3	2	2	2		2
3	Spectrogram 1	1	426.344747187	429.517887938	38.793	177.802	6291.DSG_RAWD_HMS_ 8_ 5_ 0__DMY_28_ 8_15.wav	3.1731	0.3607	1	2	2	2		1
4	Spectrogram 1	1	645.446558133	645.569347694	3.233	171.336	6311.DSG_RAWD_HMS_ 9_45_ 0__DMY_28_ 8_15.wav	0.1228	6.4706	3	3	2	2		2
5	Spectrogram 1	1	755.540324460	755.679270542	0.000	212.284	6321.DSG_RAWD_HMS_10_35_ 0__DMY_28_ 8_15.wav	0.1389	10.0683	3	3	2	2		2
6	Spectrogram 1	1	805.829112149	806.016527794	0.000	131.466	6326.DSG_RAWD_HMS_11_ 0_ 0__DMY_28_ 8_15.wav	0.1874	7.1091	3	2	2	2		2
7	Spectrogram 1	1	1256.350472731	1256.531425767	2.155	215.517	6368.DSG_RAWD_HMS_14_30_ 0__DMY_28_ 8_15.wav	0.1810	10.3473	3	2	2	2		2
8	Spectrogram 1	1	1447.204225610	1448.309331655	33.405	187.500	6386.DSG_RAWD_HMS_16_ 0_ 0__DMY_28_ 8_15.wav	1.1051	9.5082	1	2	1	2		2
9	Spectrogram 1	1	1458.820764306	1458.962941692	0.000	212.284	6387.DSG_RAWD_HMS_16_ 5_ 0__DMY_28_ 8_15.wav	0.1422	10.4752	3	2	2	2		2
10	Spectrogram 1	1	1555.194412886	1555.362440705	0.000	259.698	6397.DSG_RAWD_HMS_16_55_ 0__DMY_28_ 8_15.wav	0.1680	0.3528	3	2	2	2		2
11	Spectrogram 1	1	1584.108123112	1584.302001366	1.078	150.862	6399.DSG_RAWD_HMS_17_ 5_ 0__DMY_28_ 8_15.wav	0.1939	7.9673	3	2	2	2		2
12	Spectrogram 1	1	1608.659577858	1608.779136114	4.310	134.698	6402.DSG_RAWD_HMS_17_20_ 0__DMY_28_ 8_15.wav	0.1196	0.5700	3	1	2	2		2
13	Spectrogram 1	1	1625.281406803	1625.475285057	0.000	224.138	6403.DSG_RAWD_HMS_17_25_ 0__DMY_28_ 8_15.wav	0.1939	6.5422	3	2	2	2		2
14	Spectrogram 1	1	1768.667305008	1771.200647522	5.388	140.086	6417.DSG_RAWD_HMS_18_35_ 0__DMY_28_ 8_15.wav	2.5333	0.0145	1	2	1	2		1
15	Spectrogram 1	1	1805.807924645	1807.236161113	28.017	171.336	6420.DSG_RAWD_HMS_18_50_ 0__DMY_28_ 8_15.wav	1.4282	5.2063	1	2	2	2		2
16	Spectrogram 1	1	1811.436860227	1811.591962830	16.164	126.078	6421.DSG_RAWD_HMS_18_55_ 0__DMY_28_ 8_15.wav	0.1551	0.1857	3	2	2	2		2
17	Spectrogram 1	1	1970.261925606	1970.507504727	0.000	174.569	6435.DSG_RAWD_HMS_20_ 5_ 0__DMY_28_ 8_15.wav	0.2456	9.9163	3	2	2	2		2
18	Spectrogram 1	1	2135.730547140	2140.047569587	35.560	187.500	6451.DSG_RAWD_HMS_21_25_ 0__DMY_28_ 8_15.wav	4.3170	4.9913	1	3	2	2		2
19	Spectrogram 1	1	2308.359739730	2308.579468417	0.000	183.190	6467.DSG_RAWD_HMS_22_45_ 0__DMY_28_ 8_15.wav	0.2197	7.2269	3	2	2	2		2
20	Spectrogram 1	1	2309.697499680	2309.852602283	0.000	199.353	6467.DSG_RAWD_HMS_22_45_ 0__DMY_28_ 8_15.wav	0.1551	8.5647	3	2	2	2		2
21	Spectrogram 1	1	2493.494077236	2493.720268532	12.931	272.629	6485.DSG_RAWD_HMS_ 0_15_ 0__DMY_29_ 8_15.wav	0.2262	0.2589	3	1	2	2		2
22	Spectrogram 1	1	2607.155205410	2607.310308013	2.155	258.621	6495.DSG_RAWD_HMS_ 1_ 5_ 0__DMY_29_ 8_15.wav	0.1551	7.4240	3	2	2	2		
