Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Delta Time (s)	File Offset (s)	call variant	level	call cutoff @ end	calls overlap	Notes	false positive
26	Spectrogram 1	1	403.981755923	404.070446829	23.511	137.147	2538.DSG_RAWD_HMS_ 7_20_ 0__DMY_15_ 8_15.wav	0.0887	9.5370	3	3	2	2		1
31	Spectrogram 1	1	461.049439938	462.547330791	25.470	338.950	2544.DSG_RAWD_HMS_ 7_50_ 0__DMY_15_ 8_15.wav	1.4979	2.7070	1	1	2	2		1
34	Spectrogram 1	1	462.941512800	465.010967268	33.307	158.699	2544.DSG_RAWD_HMS_ 7_50_ 0__DMY_15_ 8_15.wav	2.0695	4.5991	1	3	2	2		1
36	Spectrogram 1	1	503.345156110	504.025119721	41.144	133.229	2548.DSG_RAWD_HMS_ 8_10_ 0__DMY_15_ 8_15.wav	0.6800	2.4044	1	3	2	2		1
46	Spectrogram 1	1	565.192218764	567.882509573	31.348	135.188	2554.DSG_RAWD_HMS_ 8_40_ 0__DMY_15_ 8_15.wav	2.6903	0.3538	1	3	2	2		1
49	Spectrogram 1	1	586.300626914	588.517899558	41.144	172.414	2556.DSG_RAWD_HMS_ 8_50_ 0__DMY_15_ 8_15.wav	2.2173	0.1630	1	2	2	2		1
51	Spectrogram 1	1	614.346641965	616.031769175	48.981	162.618	2558.DSG_RAWD_HMS_ 9_ 0_ 0__DMY_15_ 8_15.wav	1.6851	6.9098	1	3	2	2		1
52	Spectrogram 1	1	646.295042521	649.409078767	41.144	180.251	2561.DSG_RAWD_HMS_ 9_15_ 0__DMY_15_ 8_15.wav	3.1140	6.9094	1	3	2	2		1
58	Spectrogram 1	1	688.630148875	689.221421580	48.981	115.596	2565.DSG_RAWD_HMS_ 9_35_ 0__DMY_15_ 8_15.wav	0.5913	6.6461	1	1	2	2		1
59	Spectrogram 1	1	710.408699015	711.877026233	48.981	139.107	2567.DSG_RAWD_HMS_ 9_45_ 0__DMY_15_ 8_15.wav	1.4683	7.1255	1	3	2	2		1
61	Spectrogram 1	1	727.200847403	731.743792687	31.348	176.332	2569.DSG_RAWD_HMS_ 9_55_ 0__DMY_15_ 8_15.wav	4.5429	2.6184	2	3	2	2		1
63	Spectrogram 1	1	740.612886139	742.327576984	29.389	131.270	2570.DSG_RAWD_HMS_10_ 0_ 0__DMY_15_ 8_15.wav	1.7147	5.3809	1	3	2	2		1
70	Spectrogram 1	1	773.024491610	774.640637003	37.226	133.229	2573.DSG_RAWD_HMS_10_15_ 0__DMY_15_ 8_15.wav	1.6161	5.8437	1	2	2	2		1
72	Spectrogram 1	1	786.830712843	788.446858237	45.063	148.903	2574.DSG_RAWD_HMS_10_20_ 0__DMY_15_ 8_15.wav	1.6161	9.0003	1	3	1	1		1
74	Spectrogram 1	1	799.040496739	799.119333099	35.266	162.618	2575.DSG_RAWD_HMS_10_25_ 0__DMY_15_ 8_15.wav	0.0788	10.5605	3	3	1	2		1
75	Spectrogram 1	1	805.583914619	805.721878251	25.470	143.025	2576.DSG_RAWD_HMS_10_30_ 0__DMY_15_ 8_15.wav	0.1380	6.4543	3	2	2	2		1
76	Spectrogram 1	1	819.399990646	819.626645183	23.511	186.129	2577.DSG_RAWD_HMS_10_35_ 0__DMY_15_ 8_15.wav	0.2267	9.6208	3	2	2	2		1
77	Spectrogram 1	1	820.168645162	820.375590609	25.470	137.147	2577.DSG_RAWD_HMS_10_35_ 0__DMY_15_ 8_15.wav	0.2069	10.3894	3	3	2	2		1
80	Spectrogram 1	1	851.653923692	852.363450938	54.859	150.862	2580.DSG_RAWD_HMS_10_50_ 0__DMY_15_ 8_15.wav	0.7095	9.9259	1	3	1	2		1
83	Spectrogram 1	1	879.650693119	879.749238570	21.552	133.229	2583.DSG_RAWD_HMS_11_ 5_ 0__DMY_15_ 8_15.wav	0.0985	5.9739	3	3	2	2		1
86	Spectrogram 1	1	920.438664490	920.566773576	23.511	182.210	2587.DSG_RAWD_HMS_11_25_ 0__DMY_15_ 8_15.wav	0.1281	4.1635	3	2	2	2		1
88	Spectrogram 1	1	942.000413393	942.089104299	21.552	164.577	2589.DSG_RAWD_HMS_11_35_ 0__DMY_15_ 8_15.wav	0.0887	4.4260	3	2	2	2		1
92	Spectrogram 1	1	962.409180513	963.966198637	33.307	144.984	2591.DSG_RAWD_HMS_11_45_ 0__DMY_15_ 8_15.wav	1.5570	3.5356	1	3	2	1		1
95	Spectrogram 1	1	964.429362900	965.533071950	48.981	160.658	2591.DSG_RAWD_HMS_11_45_ 0__DMY_15_ 8_15.wav	1.1037	5.5558	1	3	2	2		1
104	Spectrogram 1	1	1043.531795923	1043.620486829	29.389	162.618	2598.DSG_RAWD_HMS_12_20_ 0__DMY_15_ 8_15.wav	0.0887	10.1110	3	3	2	2		1
106	Spectrogram 1	1	1070.276981035	1070.365671941	25.470	199.843	2601.DSG_RAWD_HMS_12_35_ 0__DMY_15_ 8_15.wav	0.0887	4.9074	3	2	2	2		1
108	Spectrogram 1	1	1076.022180820	1077.490496569	37.226	190.047	2602.DSG_RAWD_HMS_12_40_ 0__DMY_15_ 8_15.wav	1.4683	0.0030	1	1	1	2		1
110	Spectrogram 1	1	1087.867324292	1087.965869742	35.266	152.821	2603.DSG_RAWD_HMS_12_45_ 0__DMY_15_ 8_15.wav	0.0985	1.1985	3	3	2	2		1
113	Spectrogram 1	1	1110.118859119	1110.217404570	29.389	129.310	2605.DSG_RAWD_HMS_12_55_ 0__DMY_15_ 8_15.wav	0.0985	2.1509	3	3	2	2		1
115	Spectrogram 1	1	1112.148895407	1112.247440857	30.368	158.699	2605.DSG_RAWD_HMS_12_55_ 0__DMY_15_ 8_15.wav	0.0985	4.1809	3	3	2	2		1
118	Spectrogram 1	1	1125.541197896	1126.605488765	21.552	103.840	2606.DSG_RAWD_HMS_13_ 0_ 0__DMY_15_ 8_15.wav	1.0643	6.9236	1	2	2	2		1
119	Spectrogram 1	1	1155.361005009	1156.868750407	54.859	135.188	2609.DSG_RAWD_HMS_13_15_ 0__DMY_15_ 8_15.wav	1.5077	4.7946	1	3	2	2		1
135	Spectrogram 1	1	1318.039606470	1318.187424647	31.348	184.169	2624.DSG_RAWD_HMS_14_30_ 0__DMY_15_ 8_15.wav	0.1478	7.3196	3	3	2	2		1
146	Spectrogram 1	1	1388.598131455	1388.706531451	23.511	148.903	2631.DSG_RAWD_HMS_15_ 5_ 0__DMY_15_ 8_15.wav	0.1084	3.3309	3	3	2	2		1
148	Spectrogram 1	1	1404.513225286	1404.611770737	15.674	121.473	2632.DSG_RAWD_HMS_15_10_ 0__DMY_15_ 8_15.wav	0.0985	8.5964	3	2	2	2		1
