Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Delta Time (s)	File Offset (s)	call variant	level	call cutoff @ end	calls overlap	Notes	false positive
1	Spectrogram 1	1	1161.240013963	1162.586363661	28.177	182.412	5360.DSG_RAWD_HMS_19_45_ 0__DMY_28_ 9_15.wav	1.3463	0.0240	1	3	1	2		1
2	Spectrogram 1	1	1182.520010308	1184.454571039	23.728	143.854	5362.DSG_RAWD_HMS_19_55_ 0__DMY_28_ 9_15.wav	1.9346	0.0048	1	2	1	2		2
3	Spectrogram 1	1	1268.555046956	1270.241251918	32.627	189.827	5370.DSG_RAWD_HMS_20_35_ 0__DMY_28_ 9_15.wav	1.6862	0.8430	1	2	2	2		2
4	Spectrogram 1	1	1325.434651081	1325.578436000	0.000	246.182	5375.DSG_RAWD_HMS_21_ 0_ 0__DMY_28_ 9_15.wav	0.1438	4.4747	3	1	2	2		2
5	Spectrogram 1	1	1393.745231148	1395.483721535	32.627	197.242	5381.DSG_RAWD_HMS_21_30_ 0__DMY_28_ 9_15.wav	1.7385	8.8876	1	3	1	2		2
6	Spectrogram 1	1	1406.189101405	1407.319773724	32.627	183.895	5383.DSG_RAWD_HMS_21_40_ 0__DMY_28_ 9_15.wav	1.1307	0.0323	1	3	1	2		2
7	Spectrogram 1	1	1408.130197814	1409.633403788	47.457	149.786	5383.DSG_RAWD_HMS_21_40_ 0__DMY_28_ 9_15.wav	1.5032	1.9734	1	3	2	2		2
8	Spectrogram 1	1	1422.031503406	1422.214502394	0.000	180.929	5384.DSG_RAWD_HMS_21_45_ 0__DMY_28_ 9_15.wav	0.1830	5.2251	3	1	2	2		2
9	Spectrogram 1	1	1438.743166849	1440.285586892	32.627	124.574	5386.DSG_RAWD_HMS_21_55_ 0__DMY_28_ 9_15.wav	1.5424	0.6376	1	2	2	2		2
10	Spectrogram 1	1	2274.247252088	2274.368162133	0.000	172.031	5464.DSG_RAWD_HMS_ 4_25_ 0__DMY_29_ 9_15.wav	0.1209	5.0633	3	2	2	2		2
11	Spectrogram 1	1	2587.565795563	2587.722651838	0.000	220.971	5493.DSG_RAWD_HMS_ 6_50_ 0__DMY_29_ 9_15.wav	0.1569	9.1338	3	1	2	2		2
12	Spectrogram 1	1	2656.935057723	2657.712803422	45.974	185.378	5500.DSG_RAWD_HMS_ 7_25_ 0__DMY_29_ 9_15.wav	0.7777	3.9559	1	3	2	2		1
