Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Delta Time (s)	File Offset (s)	call variant	level	call cutoff @ end	calls overlap	Notes	false positive
1	Spectrogram 1	1	1.539283421	1.591024040	64.655	193.966	3501.DSG_RAWD_HMS_15_35_ 0__DMY_18_ 8_15.wav	0.0517	1.5393	3	3	2	2		1
2	Spectrogram 1	1	2.457679411	2.554693072	21.552	170.259	3501.DSG_RAWD_HMS_15_35_ 0__DMY_18_ 8_15.wav	0.0970	2.4577	3	1	2	2		2
3	Spectrogram 1	1	7.470045518	7.580000709	22.629	148.707	3501.DSG_RAWD_HMS_15_35_ 0__DMY_18_ 8_15.wav	0.1100	7.4700	3	2	2	2		2
4	Spectrogram 1	1	30.006250232	30.116199047	25.862	261.853	3503.DSG_RAWD_HMS_15_45_ 0__DMY_18_ 8_15.wav	0.1099	8.7071	3	2	2	2		2
5	Spectrogram 1	1	39.849902932	39.946916593	30.172	185.345	3504.DSG_RAWD_HMS_15_50_ 0__DMY_18_ 8_15.wav	0.0970	7.9011	3	2	2	2		2
6	Spectrogram 1	1	53.431824982	53.541773798	38.793	105.603	3506.DSG_RAWD_HMS_16_ 0_ 0__DMY_18_ 8_15.wav	0.1099	0.1838	3	1	2	2		2
7	Spectrogram 1	1	55.520852481	55.653437818	35.560	243.534	3506.DSG_RAWD_HMS_16_ 0_ 0__DMY_18_ 8_15.wav	0.1326	2.2729	3	1	2	2		2
8	Spectrogram 1	1	66.780910747	66.858521675	49.569	140.086	3507.DSG_RAWD_HMS_16_ 5_ 0__DMY_18_ 8_15.wav	0.0776	2.8833	3	2	2	2		2
9	Spectrogram 1	1	75.072349090	75.153193807	46.336	221.983	3508.DSG_RAWD_HMS_16_10_ 0__DMY_18_ 8_15.wav	0.0808	0.5251	3	2	2	2		2
10	Spectrogram 1	1	77.458885149	79.062844344	57.112	178.879	3508.DSG_RAWD_HMS_16_10_ 0__DMY_18_ 8_15.wav	1.6040	2.9117	1	3	2	2		2
11	Spectrogram 1	1	87.418963090	87.496574018	38.793	161.638	3509.DSG_RAWD_HMS_16_15_ 0__DMY_18_ 8_15.wav	0.0776	2.2222	3	2	2	2		2
12	Spectrogram 1	1	92.748246865	94.378076369	51.724	178.879	3509.DSG_RAWD_HMS_16_15_ 0__DMY_18_ 8_15.wav	1.6298	7.5514	1	3	2	2		1
13	Spectrogram 1	1	95.302939937	95.438765953	18.319	149.784	3509.DSG_RAWD_HMS_16_15_ 0__DMY_18_ 8_15.wav	0.1358	10.1061	3	2	2	2		2
14	Spectrogram 1	1	97.152675534	98.213358228	43.103	157.328	3510.DSG_RAWD_HMS_16_20_ 0__DMY_18_ 8_15.wav	1.0607	1.3063	1	2	2	2		1
15	Spectrogram 1	1	99.099416331	100.567556400	54.957	151.940	3510.DSG_RAWD_HMS_16_20_ 0__DMY_18_ 8_15.wav	1.4681	3.2530	1	3	2	2		1
16	Spectrogram 1	1	101.547394376	101.657343191	23.707	223.060	3510.DSG_RAWD_HMS_16_20_ 0__DMY_18_ 8_15.wav	0.1099	5.7010	3	2	2	2		2
