Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Delta Time (s)	File Offset (s)	call variant	level	call cutoff @ end	calls overlap	Notes	false positive
1	Spectrogram 1	1	26.444183117	26.541166964	12.931	240.302	2253.DSG_RAWD_HMS_ 7_35_ 0__DMY_14_ 8_15.wav	0.0970	5.1450	3	2	2	2		2
2	Spectrogram 1	1	33.097270478	33.245979044	30.172	234.914	2254.DSG_RAWD_HMS_ 7_40_ 0__DMY_14_ 8_15.wav	0.1487	1.1485	3	1	2	2		2
3	Spectrogram 1	1	33.362359660	33.504602636	32.328	171.336	2254.DSG_RAWD_HMS_ 7_40_ 0__DMY_14_ 8_15.wav	0.1422	1.4136	3	2	2	2		2
4	Spectrogram 1	1	61.474745061	61.752765423	23.707	205.819	2256.DSG_RAWD_HMS_ 7_50_ 0__DMY_14_ 8_15.wav	0.2780	8.2267	3	1	2	2		2
5	Spectrogram 1	1	61.946733118	62.088976094	20.474	204.741	2256.DSG_RAWD_HMS_ 7_50_ 0__DMY_14_ 8_15.wav	0.1422	8.6987	3	2	2	2		2
6	Spectrogram 1	1	64.371332490	64.487713106	23.707	133.621	2257.DSG_RAWD_HMS_ 7_55_ 0__DMY_14_ 8_15.wav	0.1164	0.4737	3	3	2	2		2
7	Spectrogram 1	1	66.097644971	66.246353537	22.629	177.802	2257.DSG_RAWD_HMS_ 7_55_ 0__DMY_14_ 8_15.wav	0.1487	2.2000	3	2	2	2		2
8	Spectrogram 1	1	66.498511540	66.621357747	26.940	128.233	2257.DSG_RAWD_HMS_ 7_55_ 0__DMY_14_ 8_15.wav	0.1228	2.6009	3	3	2	2		1
9	Spectrogram 1	1	66.815325441	66.931706058	23.707	140.086	2257.DSG_RAWD_HMS_ 7_55_ 0__DMY_14_ 8_15.wav	0.1164	2.9177	3	3	2	2		1
10	Spectrogram 1	1	73.364965292	73.500742678	10.776	104.526	2257.DSG_RAWD_HMS_ 7_55_ 0__DMY_14_ 8_15.wav	0.1358	9.4674	3	3	2	2		1
