Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Delta Time (s)	File Offset (s)	call variant	level	call cutoff @ end	calls overlap	Notes	false positive
1	Spectrogram 1	1	25.577514725	25.751951489	6.466	167.026	4003.DSG_RAWD_HMS_ 9_25_ 0__DMY_20_ 8_15.wav	0.1744	4.2783	3	2	2	2		2
2	Spectrogram 1	1	44.242242493	47.175364370	17.241	170.259	4005.DSG_RAWD_HMS_ 9_35_ 0__DMY_20_ 8_15.wav	2.9331	1.6438	1	2	2	2		2
3	Spectrogram 1	1	81.048421904	81.184094942	11.813	155.713	4008.DSG_RAWD_HMS_ 9_50_ 0__DMY_20_ 8_15.wav	0.1357	6.5012	3	3	2	2		2
4	Spectrogram 1	1	81.377913568	81.513586607	13.960	156.787	4008.DSG_RAWD_HMS_ 9_50_ 0__DMY_20_ 8_15.wav	0.1357	6.8307	3	2	2	2		2
5	Spectrogram 1	1	137.630573424	137.792088946	22.552	147.122	4013.DSG_RAWD_HMS_10_15_ 0__DMY_20_ 8_15.wav	0.1615	9.8354	3	2	2	2		2
6	Spectrogram 1	1	276.747283053	276.863574229	16.108	198.668	4026.DSG_RAWD_HMS_11_20_ 0__DMY_20_ 8_15.wav	0.1163	10.5073	3	2	1	2		2
7	Spectrogram 1	1	303.358614952	303.461984886	13.960	148.196	4029.DSG_RAWD_HMS_11_35_ 0__DMY_20_ 8_15.wav	0.1034	5.1698	3	3	2	2		2
8	Spectrogram 1	1	307.241448098	307.467569829	18.256	223.368	4029.DSG_RAWD_HMS_11_35_ 0__DMY_20_ 8_15.wav	0.2261	9.0526	3	2	2			2
9	Spectrogram 1	1	339.357230685	339.602734279	10.739	144.974	4032.DSG_RAWD_HMS_11_50_ 0__DMY_20_ 8_15.wav	0.2455	9.2196	3	2	2	2		2
10	Spectrogram 1	1	347.898186964	348.046781244	4.296	164.304	4033.DSG_RAWD_HMS_11_55_ 0__DMY_20_ 8_15.wav	0.1486	7.1110	3	2	2	2		2
11	Spectrogram 1	1	348.524867189	348.718685815	0.000	168.600	4033.DSG_RAWD_HMS_11_55_ 0__DMY_20_ 8_15.wav	0.1938	7.7377	3	1	2	2		2
12	Spectrogram 1	1	349.513342183	349.687778946	12.887	171.821	4033.DSG_RAWD_HMS_11_55_ 0__DMY_20_ 8_15.wav	0.1744	8.7261	3	2	2	2		2
13	Spectrogram 1	1	511.513656092	511.694553477	18.256	149.270	4049.DSG_RAWD_HMS_13_15_ 0__DMY_20_ 8_15.wav	0.1809	0.3329	3	3	2	2		2
14	Spectrogram 1	1	575.842134143	576.113480220	0.000	149.270	4055.DSG_RAWD_HMS_13_45_ 0__DMY_20_ 8_15.wav	0.2713	0.7637	3	1	2	2		2
15	Spectrogram 1	1	632.892714326	633.031617675	6.980	149.807	4060.DSG_RAWD_HMS_14_10_ 0__DMY_20_ 8_15.wav	0.1389	4.5663	3	2	2	2		2
16	Spectrogram 1	1	656.173590170	656.348026934	19.330	166.452	4062.DSG_RAWD_HMS_14_20_ 0__DMY_20_ 8_15.wav	0.1744	6.5480	3	2	2	2		2
17	Spectrogram 1	1	687.992181259	688.263527335	3.222	209.407	4065.DSG_RAWD_HMS_14_35_ 0__DMY_20_ 8_15.wav	0.2713	6.4178	3	2	2	2		2
19	Spectrogram 1	1	759.240012845	759.446752713	0.000	152.491	4072.DSG_RAWD_HMS_15_10_ 0__DMY_20_ 8_15.wav	0.2067	3.1184	3	2	2	2		2
20	Spectrogram 1	1	766.036596260	766.288560474	4.296	161.082	4072.DSG_RAWD_HMS_15_10_ 0__DMY_20_ 8_15.wav	0.2520	9.9150	3	1	2	2		2
21	Spectrogram 1	1	800.432994841	800.633274088	3.222	158.935	4076.DSG_RAWD_HMS_15_30_ 0__DMY_20_ 8_15.wav	0.2003	1.7130	3	2	2	2		2
22	Spectrogram 1	1	810.912138148	811.112417395	2.148	171.821	4077.DSG_RAWD_HMS_15_35_ 0__DMY_20_ 8_15.wav	0.2003	1.5425	3	2	2	2		2
23	Spectrogram 1	1	951.101360031	951.282257416	0.000	354.381	4090.DSG_RAWD_HMS_16_40_ 0__DMY_20_ 8_15.wav	0.1809	3.2870	3	2	2	2		2
24	Spectrogram 1	1	995.227462056	995.440662545	7.517	173.969	4094.DSG_RAWD_HMS_17_ 0_ 0__DMY_20_ 8_15.wav	0.2132	4.8147	3	2	2	2		2
25	Spectrogram 1	1	1003.645669755	1003.878252106	5.369	209.407	4095.DSG_RAWD_HMS_17_ 5_ 0__DMY_20_ 8_15.wav	0.2326	2.5833	3	1	2	2		2
26	Spectrogram 1	1	1011.973423697	1012.348139707	1.074	263.101	4096.DSG_RAWD_HMS_17_10_ 0__DMY_20_ 8_15.wav	0.3747	0.2614	3	1	2	2		2
27	Spectrogram 1	1	1019.080119728	1019.241635250	0.000	208.333	4096.DSG_RAWD_HMS_17_10_ 0__DMY_20_ 8_15.wav	0.1615	7.3681	3	2	2	2		2
28	Spectrogram 1	1	1025.999452728	1026.173889491	4.296	168.600	4097.DSG_RAWD_HMS_17_15_ 0__DMY_20_ 8_15.wav	0.1744	3.6379	3	2	2	2		2
29	Spectrogram 1	1	1025.631197338	1025.844397827	13.960	272.766	4097.DSG_RAWD_HMS_17_15_ 0__DMY_20_ 8_15.wav	0.2132	3.2696	3	3	2	2		2
30	Spectrogram 1	1	1030.076104500	1030.237620022	9.665	150.344	4097.DSG_RAWD_HMS_17_15_ 0__DMY_20_ 8_15.wav	0.1615	7.7145	3	2	2	2		2
31	Spectrogram 1	1	1044.412238401	1044.702966341	2.148	212.629	4099.DSG_RAWD_HMS_17_25_ 0__DMY_20_ 8_15.wav	0.2907	0.7514	3	1	2	2		2
