Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Delta Time (s)	File Offset (s)	call variant	level	call cutoff @ end	calls overlap	Notes	false positive
1	Spectrogram 1	1	7.023693204	7.187034906	31.144	186.861	6751.DSG_RAWD_HMS_15_40_ 0__DMY_ 3_10_15.wav	0.1633	7.0237	3	3	2	2		2
2	Spectrogram 1	1	12.858214964	13.132629024	0.000	152.752	6752.DSG_RAWD_HMS_15_45_ 0__DMY_ 3_10_15.wav	0.2744	2.2086	3	2	2	2		2
3	Spectrogram 1	1	19.777343698	20.032156754	0.000	206.141	6752.DSG_RAWD_HMS_15_45_ 0__DMY_ 3_10_15.wav	0.2548	9.1277	3	1	2	2		2
4	Spectrogram 1	1	31.472535815	31.929892582	26.694	213.556	6753.DSG_RAWD_HMS_15_50_ 0__DMY_ 3_10_15.wav	0.4574	10.1733	1	2	1	2		2
5	Spectrogram 1	1	42.638507767	43.879904706	43.008	198.725	6755.DSG_RAWD_HMS_16_ 0_ 0__DMY_ 3_10_15.wav	1.2414	0.0401	1	2	1	2		2
6	Spectrogram 1	1	59.861178948	60.129059340	0.000	263.979	6756.DSG_RAWD_HMS_16_ 5_ 0__DMY_ 3_10_15.wav	0.2679	6.6132	3	1	2	2		2
7	Spectrogram 1	1	82.153926330	84.421109159	25.211	314.402	6758.DSG_RAWD_HMS_16_15_ 0__DMY_ 3_10_15.wav	2.2672	7.6067	1	1	2	2		2
8	Spectrogram 1	1	85.237795203	89.086125712	32.627	209.107	6759.DSG_RAWD_HMS_16_20_ 0__DMY_ 3_10_15.wav	3.8483	0.0410	1	2	1	2		2
9	Spectrogram 1	1	97.220480573	98.187463452	26.694	158.684	6760.DSG_RAWD_HMS_16_25_ 0__DMY_ 3_10_15.wav	0.9670	1.3741	1	2	1	2		2
10	Spectrogram 1	1	111.627157230	115.063866648	45.974	173.514	6761.DSG_RAWD_HMS_16_30_ 0__DMY_ 3_10_15.wav	3.4367	5.1312	1	2	2	2		2
11	Spectrogram 1	1	121.584422157	121.760831195	0.000	143.854	6762.DSG_RAWD_HMS_16_35_ 0__DMY_ 3_10_15.wav	0.1764	4.4388	3	2	2	2		2
12	Spectrogram 1	1	153.716804027	156.565483317	38.559	185.378	6765.DSG_RAWD_HMS_16_50_ 0__DMY_ 3_10_15.wav	2.8487	4.6224	1	2	1	2		2
13	Spectrogram 1	1	161.348066918	162.909613593	38.559	183.895	6766.DSG_RAWD_HMS_16_55_ 0__DMY_ 3_10_15.wav	1.5615	1.6041	1	2	1	2		2
14	Spectrogram 1	1	203.359343055	204.731413355	34.110	170.548	6770.DSG_RAWD_HMS_17_15_ 0__DMY_ 3_10_15.wav	1.3721	1.0169	1	3	1	2		2
15	Spectrogram 1	1	221.562057089	223.613628872	25.211	170.548	6771.DSG_RAWD_HMS_17_20_ 0__DMY_ 3_10_15.wav	2.0516	8.5701	1	2	1	2		2
16	Spectrogram 1	1	225.482241703	225.668451244	0.000	259.530	6772.DSG_RAWD_HMS_17_25_ 0__DMY_ 3_10_15.wav	0.1862	1.8406	3	1	2	2		2
17	Spectrogram 1	1	226.488426590	228.513863700	35.593	198.725	6772.DSG_RAWD_HMS_17_25_ 0__DMY_ 3_10_15.wav	2.0254	2.8468	1	2	2	2		2
18	Spectrogram 1	1	235.328428471	239.327033346	35.593	216.522	6773.DSG_RAWD_HMS_17_30_ 0__DMY_ 3_10_15.wav	3.9986	1.0372	1	3	2	1		2
19	Spectrogram 1	1	237.981097718	238.141172586	17.796	186.861	6773.DSG_RAWD_HMS_17_30_ 0__DMY_ 3_10_15.wav	0.1601	3.6899	3	1	2	1		2
20	Spectrogram 1	1	256.386358944	258.843018148	0.000	185.378	6775.DSG_RAWD_HMS_17_40_ 0__DMY_ 3_10_15.wav	2.4567	0.7960	2	2	1	2		2
21	Spectrogram 1	1	296.522412417	298.168896778	45.974	189.827	6778.DSG_RAWD_HMS_17_55_ 0__DMY_ 3_10_15.wav	1.6465	8.9832	1	2	1	2		2
22	Spectrogram 1	1	300.357638775	303.735545181	31.144	189.827	6779.DSG_RAWD_HMS_18_ 0_ 0__DMY_ 3_10_15.wav	3.3779	2.1688	1	2	1	2		2
23	Spectrogram 1	1	322.715694945	326.067466678	29.661	183.895	6781.DSG_RAWD_HMS_18_10_ 0__DMY_ 3_10_15.wav	3.3518	3.2277	1	3	1	2		2
24	Spectrogram 1	1	332.137150225	334.338996374	35.593	201.692	6782.DSG_RAWD_HMS_18_15_ 0__DMY_ 3_10_15.wav	2.2018	1.9996	1	3	2	2		1
