Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Delta Time (s)	File Offset (s)	call variant	level	call cutoff @ end	calls overlap	Notes	false positive
1	Spectrogram 1	1	25.090345752	25.266809062	0.000	152.055	6003.DSG_RAWD_HMS_ 1_20_ 0__DMY_ 1_10_15.wav	0.1765	3.7911	3	1	2	2		2
2	Spectrogram 1	1	628.134156930	628.225656424	0.000	140.520	6059.DSG_RAWD_HMS_ 6_ 0_ 0__DMY_ 1_10_15.wav	0.0915	10.4574	3	3	2	2		2
3	Spectrogram 1	1	939.008720340	939.191719328	0.000	201.342	6089.DSG_RAWD_HMS_ 8_30_ 0__DMY_ 1_10_15.wav	0.1830	1.8439	3	1	2	2		2
4	Spectrogram 1	1	1026.586416942	1026.704059149	0.000	179.320	6097.DSG_RAWD_HMS_ 9_10_ 0__DMY_ 1_10_15.wav	0.1176	3.8152	3	1	2	2		1
5	Spectrogram 1	1	1027.854338503	1028.011194778	0.000	182.466	6097.DSG_RAWD_HMS_ 9_10_ 0__DMY_ 1_10_15.wav	0.1569	5.0831	3	1	2	2		1
6	Spectrogram 1	1	1122.137358923	1123.901992023	55.579	145.763	6106.DSG_RAWD_HMS_ 9_55_ 0__DMY_ 1_10_15.wav	1.7646	3.5198	1	2	2	2		2
7	Spectrogram 1	1	1172.742731685	1173.755761798	46.141	135.277	6111.DSG_RAWD_HMS_10_20_ 0__DMY_ 1_10_15.wav	1.0130	0.8771	1	2	2	2		2
8	Spectrogram 1	1	1175.638037104	1177.526848089	33.557	136.326	6111.DSG_RAWD_HMS_10_20_ 0__DMY_ 1_10_15.wav	1.8888	3.7724	1	2	2	2		2
9	Spectrogram 1	1	1314.383181704	1314.494288233	0.000	283.138	6124.DSG_RAWD_HMS_11_25_ 0__DMY_ 1_10_15.wav	0.1111	4.0728	3	1	2	2		2
10	Spectrogram 1	1	1340.754450096	1342.656332437	28.314	202.391	6126.DSG_RAWD_HMS_11_35_ 0__DMY_ 1_10_15.wav	1.9019	9.1449	2	2	1	2		2
11	Spectrogram 1	1	1427.874641019	1433.240432777	40.898	163.591	6135.DSG_RAWD_HMS_12_20_ 0__DMY_ 1_10_15.wav	5.3658	0.0090	2	2	1	2		2
12	Spectrogram 1	1	1449.167782925	1450.782095427	44.044	156.250	6137.DSG_RAWD_HMS_12_30_ 0__DMY_ 1_10_15.wav	1.6143	0.0030	1	2	1	2		2
13	Spectrogram 1	1	1592.376939779	1592.455367917	0.000	169.883	6150.DSG_RAWD_HMS_13_35_ 0__DMY_ 1_10_15.wav	0.0784	4.7673	3	2	2	2		2
14	Spectrogram 1	1	1592.631831227	1592.762544790	0.000	148.909	6150.DSG_RAWD_HMS_13_35_ 0__DMY_ 1_10_15.wav	0.1307	5.0222	3	2	2	2		2
15	Spectrogram 1	1	1592.919401065	1593.043578950	0.000	163.591	6150.DSG_RAWD_HMS_13_35_ 0__DMY_ 1_10_15.wav	0.1242	5.3098	3	2	2	2		2
16	Spectrogram 1	1	1704.770496621	1708.071014086	46.141	128.985	6161.DSG_RAWD_HMS_14_30_ 0__DMY_ 1_10_15.wav	3.3005	0.0153	1	2	1	2		2
17	Spectrogram 1	1	1821.908936067	1824.222566131	42.995	147.861	6172.DSG_RAWD_HMS_15_25_ 0__DMY_ 1_10_15.wav	2.3136	0.0081	1	2	1	2		2
18	Spectrogram 1	1	1934.348238014	1935.733801781	41.946	147.861	6182.DSG_RAWD_HMS_16_15_ 0__DMY_ 1_10_15.wav	1.3856	5.9514	1	2	2	2		2
19	Spectrogram 1	1	2039.742117221	2044.022986407	34.606	151.007	6192.DSG_RAWD_HMS_17_ 5_ 0__DMY_ 1_10_15.wav	4.2809	4.8493	1	2	2	2		2
20	Spectrogram 1	1	2056.198846891	2058.865403575	35.654	159.396	6194.DSG_RAWD_HMS_17_15_ 0__DMY_ 1_10_15.wav	2.6666	0.0068	1	2	2	2		2
21	Spectrogram 1	1	2191.199024027	2194.087793768	54.530	141.569	6206.DSG_RAWD_HMS_18_15_ 0__DMY_ 1_10_15.wav	2.8888	7.2118	1	2	2	2		2
22	Spectrogram 1	1	2458.813797250	2460.866000188	56.628	165.688	6231.DSG_RAWD_HMS_20_20_ 0__DMY_ 1_10_15.wav	2.0522	8.5866	1	2	1	2		2
23	Spectrogram 1	1	2461.238533843	2462.813632276	60.822	146.812	6232.DSG_RAWD_HMS_20_25_ 0__DMY_ 1_10_15.wav	1.5751	0.3617	1	2	2	2		1
24	Spectrogram 1	1	2578.866957316	2580.245985405	51.384	132.131	6243.DSG_RAWD_HMS_21_20_ 0__DMY_ 1_10_15.wav	1.3790	0.4350	1	2	2	2		2
25	Spectrogram 1	1	2610.394890477	2613.688872263	36.703	141.569	6246.DSG_RAWD_HMS_21_35_ 0__DMY_ 1_10_15.wav	3.2940	0.0141	1	2	1	2		2
