Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Delta Time (s)	File Offset (s)	call variant	level	call cutoff @ end	calls overlap	Notes	false positive
1	Spectrogram 1	1	72.059845162	72.117999694	35.560	199.353	3757.DSG_RAWD_HMS_12_55_ 0__DMY_19_ 8_15.wav	0.0582	8.1622	3	3	2	2		1
2	Spectrogram 1	1	99.650956062	99.722033823	30.172	127.155	3760.DSG_RAWD_HMS_13_10_ 0__DMY_19_ 8_15.wav	0.0711	3.8046	3	2	2	2		2
3	Spectrogram 1	1	204.012548906	204.096549896	36.638	146.552	3770.DSG_RAWD_HMS_14_ 0_ 0__DMY_19_ 8_15.wav	0.0840	1.6701	3	3	2	2		2
4	Spectrogram 1	1	212.696972248	212.826204541	28.017	130.388	3770.DSG_RAWD_HMS_14_ 0_ 0__DMY_19_ 8_15.wav	0.1292	10.3546	3	1	2	2		2
5	Spectrogram 1	1	221.775553079	221.853092455	44.181	139.009	3771.DSG_RAWD_HMS_14_ 5_ 0__DMY_19_ 8_15.wav	0.0775	8.7836	3	3	2	2		1
6	Spectrogram 1	1	227.222703692	227.300243068	26.940	145.474	3772.DSG_RAWD_HMS_14_10_ 0__DMY_19_ 8_15.wav	0.0775	3.5811	3	2	2	2		2
7	Spectrogram 1	1	228.463333707	230.279047428	37.716	155.172	3772.DSG_RAWD_HMS_14_10_ 0__DMY_19_ 8_15.wav	1.8157	4.8217	1	3	2	2		1
8	Spectrogram 1	1	250.936860763	251.040246598	22.629	191.810	3774.DSG_RAWD_HMS_14_20_ 0__DMY_19_ 8_15.wav	0.1034	5.9961	3	1	2	2		2
9	Spectrogram 1	1	307.068942696	307.178790146	28.017	186.422	3779.DSG_RAWD_HMS_14_45_ 0__DMY_19_ 8_15.wav	0.1098	8.8801	3	2	2	2		2
10	Spectrogram 1	1	308.186802033	308.257879795	33.405	196.121	3779.DSG_RAWD_HMS_14_45_ 0__DMY_19_ 8_15.wav	0.0711	9.9980	3	3	2	2		2
