Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Delta Time (s)	File Offset (s)	call variant	level	call cutoff @ end	calls overlap	Notes	false positive
1	Spectrogram 1	1	33.468201042	35.234765312	21.508	160.678	4254.DSG_RAWD_HMS_ 6_20_ 0__DMY_21_ 8_15.wav	1.7666	1.1098	1	3	2	2		2
4	Spectrogram 1	1	195.739758107	198.025900104	12.652	145.496	4269.DSG_RAWD_HMS_ 7_35_ 0__DMY_21_ 8_15.wav	2.2861	3.6374	1	3	2	2		2
7	Spectrogram 1	1	495.320872986	496.701465231	29.099	167.004	4297.DSG_RAWD_HMS_ 9_55_ 0__DMY_21_ 8_15.wav	1.3806	5.0297	1	2	2	2		2
22	Spectrogram 1	1	1103.494140726	1107.079227039	0.000	153.087	4354.DSG_RAWD_HMS_14_40_ 0__DMY_21_ 8_15.wav	3.5851	6.1757	1	2	2	2		2
24	Spectrogram 1	1	1249.502898347	1251.358533084	18.978	167.004	4368.DSG_RAWD_HMS_15_50_ 0__DMY_21_ 8_15.wav	1.8556	2.6805	1	2	2	1		2
29	Spectrogram 1	1	1372.651183229	1374.099030131	20.243	179.656	4379.DSG_RAWD_HMS_16_45_ 0__DMY_21_ 8_15.wav	1.4478	8.6832	1	2	2	2		2
52	Spectrogram 1	1	1774.514168638	1775.805690416	13.917	131.579	4417.DSG_RAWD_HMS_19_55_ 0__DMY_21_ 8_15.wav	1.2915	5.8614	1	3	2	2		1
55	Spectrogram 1	1	1875.163796635	1877.286642775	21.508	213.816	4427.DSG_RAWD_HMS_20_45_ 0__DMY_21_ 8_15.wav	2.1228	0.0150	1	2	1	2		1
60	Spectrogram 1	1	1908.966056240	1910.568204357	35.560	204.741	4430.DSG_RAWD_HMS_21_ 0_ 0__DMY_21_ 8_15.wav	1.6021	1.8685	1	2	2	2		2
61	Spectrogram 1	1	2001.755215502	2002.816638572	25.304	148.026	4438.DSG_RAWD_HMS_21_40_ 0__DMY_21_ 8_15.wav	1.0614	9.0512	1	3	2	2		2
62	Spectrogram 1	1	2134.203000021	2139.331974436	18.978	273.279	4451.DSG_RAWD_HMS_22_45_ 0__DMY_21_ 8_15.wav	5.1290	3.0542	1	2	2	2		1
63	Spectrogram 1	1	2139.480433484	2141.766575481	12.652	179.656	4451.DSG_RAWD_HMS_22_45_ 0__DMY_21_ 8_15.wav	2.2861	8.3316	1	3	2	2		1
64	Spectrogram 1	1	2182.345600147	2184.056532257	22.773	165.739	4455.DSG_RAWD_HMS_23_ 5_ 0__DMY_21_ 8_15.wav	1.7109	8.5984	1	3	2	2		1
65	Spectrogram 1	1	2186.279545791	2188.216828457	39.871	196.103	4456.DSG_RAWD_HMS_23_10_ 0__DMY_21_ 8_15.wav	1.9373	1.8827	1	2	2	2		2
71	Spectrogram 1	1	2318.607961513	2322.221115166	4.310	228.448	4468.DSG_RAWD_HMS_ 0_10_ 0__DMY_22_ 8_15.wav	3.6132	6.4160	1	3	2	2		1
72	Spectrogram 1	1	2335.342218439	2338.806709241	0.000	207.974	4470.DSG_RAWD_HMS_ 0_20_ 0__DMY_22_ 8_15.wav	3.4645	1.8510	1	3	2	2		1
74	Spectrogram 1	1	2385.629037480	2386.889439917	10.776	189.655	4474.DSG_RAWD_HMS_ 0_40_ 0__DMY_22_ 8_15.wav	1.2604	9.1298	1	2	2	2		1
