Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Delta Time (s)	File Offset (s)	call variant	level	call cutoff @ end	calls overlap	Notes	false positive
1	Spectrogram 1	1	1.596264288	1.699666023	32.328	213.362	3001.DSG_RAWD_HMS_21_55_ 0__DMY_16_ 8_15.wav	0.1034	1.5963	3	1	2	2		2
4	Spectrogram 1	1	2.255450350	3.386406829	43.103	146.552	3001.DSG_RAWD_HMS_21_55_ 0__DMY_16_ 8_15.wav	1.1310	2.2555	1	2	2	2		2
5	Spectrogram 1	1	4.549681781	6.288123455	25.862	165.948	3001.DSG_RAWD_HMS_21_55_ 0__DMY_16_ 8_15.wav	1.7384	4.5497	1	2	2	2		2
6	Spectrogram 1	1	6.837445173	10.630996335	24.784	220.905	3001.DSG_RAWD_HMS_21_55_ 0__DMY_16_ 8_15.wav	3.7936	6.8374	1	2	1	2		2
7	Spectrogram 1	1	14.198293441	17.797966350	25.862	216.595	3002.DSG_RAWD_HMS_22_ 0_ 0__DMY_16_ 8_15.wav	3.5997	3.5487	1	2	2	1		1
8	Spectrogram 1	1	15.380950788	15.497277740	26.940	215.517	3002.DSG_RAWD_HMS_22_ 0_ 0__DMY_16_ 8_15.wav	0.1163	4.7314	3	2	2	1		2
9	Spectrogram 1	1	17.862534754	21.294179843	25.862	191.810	3002.DSG_RAWD_HMS_22_ 0_ 0__DMY_16_ 8_15.wav	3.4316	7.2129	1	2	1	2		2
10	Spectrogram 1	1	21.326471965	24.234645769	34.483	221.983	3003.DSG_RAWD_HMS_22_ 5_ 0__DMY_16_ 8_15.wav	2.9082	0.0273	1	1	1	2		2
11	Spectrogram 1	1	24.422061059	24.738728873	46.336	109.914	3003.DSG_RAWD_HMS_22_ 5_ 0__DMY_16_ 8_15.wav	0.3167	3.1229	1	2	2	2		2
12	Spectrogram 1	1	25.527167104	28.079897443	25.862	206.897	3003.DSG_RAWD_HMS_22_ 5_ 0__DMY_16_ 8_15.wav	2.5527	4.2280	1	1	2	2		2
13	Spectrogram 1	1	30.600314740	31.938074690	35.560	151.940	3003.DSG_RAWD_HMS_22_ 5_ 0__DMY_16_ 8_15.wav	1.3378	9.3011	1	2	1	2		2
14	Spectrogram 1	1	31.970392529	33.624820293	38.793	184.267	3004.DSG_RAWD_HMS_22_10_ 0__DMY_16_ 8_15.wav	1.6544	0.0216	1	2	1	2		2
15	Spectrogram 1	1	33.967338541	34.885028941	35.560	148.707	3004.DSG_RAWD_HMS_22_10_ 0__DMY_16_ 8_15.wav	0.9177	2.0185	1	2	2	2		2
16	Spectrogram 1	1	34.949653224	39.227900020	23.707	202.586	3004.DSG_RAWD_HMS_22_10_ 0__DMY_16_ 8_15.wav	4.2782	3.0009	1	2	2	2		2
17	Spectrogram 1	1	39.324834376	42.575526428	32.328	190.733	3004.DSG_RAWD_HMS_22_10_ 0__DMY_16_ 8_15.wav	3.2507	7.3760	1	2	1	2		2
18	Spectrogram 1	1	42.627207056	50.640841538	32.328	200.431	3005.DSG_RAWD_HMS_22_15_ 0__DMY_16_ 8_15.wav	8.0136	0.0288	1	2	1	2		2
19	Spectrogram 1	1	50.802407284	53.225885454	35.560	171.336	3005.DSG_RAWD_HMS_22_15_ 0__DMY_16_ 8_15.wav	2.4235	8.2040	1	2	1	2		2
20	Spectrogram 1	1	53.276290384	63.841562237	28.017	290.948	3006.DSG_RAWD_HMS_22_20_ 0__DMY_16_ 8_15.wav	10.5653	0.0283	6	1	1	1		2
21	Spectrogram 1	1	63.951214387	74.479928205	40.948	206.897	3007.DSG_RAWD_HMS_22_25_ 0__DMY_16_ 8_15.wav	10.5287	0.0536	6	2	1	1		2
22	Spectrogram 1	1	74.562123090	85.182231993	33.405	258.621	3008.DSG_RAWD_HMS_22_30_ 0__DMY_16_ 8_15.wav	10.6201	0.0149	6	1	1	1		2
23	Spectrogram 1	1	85.254359424	95.819631276	39.871	191.810	3009.DSG_RAWD_HMS_22_35_ 0__DMY_16_ 8_15.wav	10.5653	0.0576	6	2	1	1		2
24	Spectrogram 1	1	95.874440063	106.467130440	37.716	206.897	3010.DSG_RAWD_HMS_22_40_ 0__DMY_16_ 8_15.wav	10.5927	0.0280	6	2	1	1		2
25	Spectrogram 1	1	106.549362377	117.123773737	30.172	223.060	3011.DSG_RAWD_HMS_22_45_ 0__DMY_16_ 8_15.wav	10.5744	0.0534	6	2	1	1		2
26	Spectrogram 1	1	117.178585882	127.752997243	34.483	232.759	3012.DSG_RAWD_HMS_22_50_ 0__DMY_16_ 8_15.wav	10.5744	0.0330	6	2	1	1		2
27	Spectrogram 1	1	127.844367421	138.400499765	33.405	237.069	3013.DSG_RAWD_HMS_22_55_ 0__DMY_16_ 8_15.wav	10.5561	0.0492	6	2	1	1		2
28	Spectrogram 1	1	138.473562260	149.075392146	31.250	200.431	3014.DSG_RAWD_HMS_23_ 0_ 0__DMY_16_ 8_15.wav	10.6018	0.0288	6	2	1	1		2
29	Spectrogram 1	1	149.130178100	159.695449952	35.560	205.819	3015.DSG_RAWD_HMS_23_ 5_ 0__DMY_16_ 8_15.wav	10.5653	0.0358	6	2	1	1		2
30	Spectrogram 1	1	159.777663142	170.352074502	34.483	197.198	3016.DSG_RAWD_HMS_23_10_ 0__DMY_16_ 8_15.wav	10.5744	0.0337	6	2	1	1		2
31	Spectrogram 1	1	170.397733880	180.990424257	31.250	195.043	3017.DSG_RAWD_HMS_23_15_ 0__DMY_16_ 8_15.wav	10.5927	0.0041	6	2	1	1		2
32	Spectrogram 1	1	183.777947339	186.017126928	30.172	227.371	3018.DSG_RAWD_HMS_23_20_ 0__DMY_16_ 8_15.wav	2.2392	2.7347	1	2	2	2		2
33	Spectrogram 1	1	186.081103487	191.665343194	37.716	221.983	3018.DSG_RAWD_HMS_23_20_ 0__DMY_16_ 8_15.wav	5.5842	5.0379	1	2	1	2		2
34	Spectrogram 1	1	191.756716328	193.337851303	40.948	181.034	3019.DSG_RAWD_HMS_23_25_ 0__DMY_16_ 8_15.wav	1.5811	0.0639	1	2	1	2		1
37	Spectrogram 1	1	193.628361401	198.992326417	32.328	200.431	3019.DSG_RAWD_HMS_23_25_ 0__DMY_16_ 8_15.wav	5.3640	1.9356	2	2	2	2		2
38	Spectrogram 1	1	201.810151871	201.956384007	22.629	212.284	3019.DSG_RAWD_HMS_23_25_ 0__DMY_16_ 8_15.wav	0.1462	10.1174	3	2	2	2		2
39	Spectrogram 1	1	209.457371040	212.969488400	34.483	192.888	3020.DSG_RAWD_HMS_23_30_ 0__DMY_16_ 8_15.wav	3.5121	7.1150	2	2	1	2		2
40	Spectrogram 1	1	216.131733442	216.780638547	45.259	151.940	3021.DSG_RAWD_HMS_23_35_ 0__DMY_16_ 8_15.wav	0.6489	3.1397	1	3	2	2		1
41	Spectrogram 1	1	218.910144033	219.001539118	26.940	158.405	3021.DSG_RAWD_HMS_23_35_ 0__DMY_16_ 8_15.wav	0.0914	5.9181	3	1	2	2		2
42	Spectrogram 1	1	223.137158477	223.607851414	34.483	175.647	3021.DSG_RAWD_HMS_23_35_ 0__DMY_16_ 8_15.wav	0.4707	10.1452	1	2	1	2		2
43	Spectrogram 1	1	223.644383697	226.258283134	39.871	168.103	3022.DSG_RAWD_HMS_23_40_ 0__DMY_16_ 8_15.wav	2.6139	0.0028	1	2	1	2		1
44	Spectrogram 1	1	230.508144888	231.001678348	34.483	153.017	3022.DSG_RAWD_HMS_23_40_ 0__DMY_16_ 8_15.wav	0.4935	6.8665	1	2	2	2		1
45	Spectrogram 1	1	234.355862779	236.896646148	45.259	185.345	3023.DSG_RAWD_HMS_23_45_ 0__DMY_16_ 8_15.wav	2.5408	0.0647	1	3	1	2		2
46	Spectrogram 1	1	240.451915385	244.930274561	53.879	182.112	3023.DSG_RAWD_HMS_23_45_ 0__DMY_16_ 8_15.wav	4.4784	6.1607	1	3	1	2		2
47	Spectrogram 1	1	266.782758080	266.919850708	37.716	150.862	3026.DSG_RAWD_HMS_ 0_ 0_ 0__DMY_17_ 8_15.wav	0.1371	0.5428	3	2	2	2		2
48	Spectrogram 1	1	274.432513666	276.589437677	32.328	183.190	3026.DSG_RAWD_HMS_ 0_ 0_ 0__DMY_17_ 8_15.wav	2.1569	8.1925	1	2	2	2		2
50	Spectrogram 1	1	290.490577986	290.636675601	24.784	126.078	3028.DSG_RAWD_HMS_ 0_10_ 0__DMY_17_ 8_15.wav	0.1461	2.9514	3	2	2	2		2
51	Spectrogram 1	1	293.387802188	293.506615798	29.095	181.034	3028.DSG_RAWD_HMS_ 0_10_ 0__DMY_17_ 8_15.wav	0.1188	5.8486	3	2	2	2		2
52	Spectrogram 1	1	307.380339693	307.490013795	21.552	214.440	3029.DSG_RAWD_HMS_ 0_15_ 0__DMY_17_ 8_15.wav	0.1097	9.1915	3	2	2	2		2
53	Spectrogram 1	1	311.374283887	311.502237006	23.707	153.017	3030.DSG_RAWD_HMS_ 0_20_ 0__DMY_17_ 8_15.wav	0.1280	2.5359	3	2	2	2		2
54	Spectrogram 1	1	329.196299429	329.909181094	49.569	148.707	3031.DSG_RAWD_HMS_ 0_25_ 0__DMY_17_ 8_15.wav	0.7129	9.7083	1	3	2	2		1
55	Spectrogram 1	1	354.096521247	355.993247867	60.345	157.328	3034.DSG_RAWD_HMS_ 0_40_ 0__DMY_17_ 8_15.wav	1.8967	2.6597	1	3	2	2		1
56	Spectrogram 1	1	362.116697892	365.982709997	40.948	139.009	3035.DSG_RAWD_HMS_ 0_45_ 0__DMY_17_ 8_15.wav	3.8660	0.0303	1	3	1	2		1
57	Spectrogram 1	1	366.942349527	367.080667309	30.172	146.552	3035.DSG_RAWD_HMS_ 0_45_ 0__DMY_17_ 8_15.wav	0.1383	4.8559	3	3	2	2		2
58	Spectrogram 1	1	385.897644611	386.025597731	24.784	128.233	3037.DSG_RAWD_HMS_ 0_55_ 0__DMY_17_ 8_15.wav	0.1280	2.5120	3	2	2	2		2
59	Spectrogram 1	1	392.295284958	392.432377586	36.638	127.155	3037.DSG_RAWD_HMS_ 0_55_ 0__DMY_17_ 8_15.wav	0.1371	8.9097	3	2	2	2		1
60	Spectrogram 1	1	392.542051688	392.642586282	44.181	129.310	3037.DSG_RAWD_HMS_ 0_55_ 0__DMY_17_ 8_15.wav	0.1005	9.1565	3	3	2	2		1
61	Spectrogram 1	1	405.510985998	405.593241574	51.724	146.552	3039.DSG_RAWD_HMS_ 1_ 5_ 0__DMY_17_ 8_15.wav	0.0823	0.8262	3	2	2	2		2
62	Spectrogram 1	1	406.406657833	407.978653299	40.948	154.095	3039.DSG_RAWD_HMS_ 1_ 5_ 0__DMY_17_ 8_15.wav	1.5720	1.7219	1	3	2	2		1
63	Spectrogram 1	1	416.528622414	416.610877991	39.871	173.491	3040.DSG_RAWD_HMS_ 1_10_ 0__DMY_17_ 8_15.wav	0.0823	1.1942	3	2	2	2		2
64	Spectrogram 1	1	422.780046243	422.862301820	32.328	157.328	3040.DSG_RAWD_HMS_ 1_10_ 0__DMY_17_ 8_15.wav	0.0823	7.4456	3	2	2	2		2
65	Spectrogram 1	1	436.662911987	437.713955467	44.181	129.310	3042.DSG_RAWD_HMS_ 1_20_ 0__DMY_17_ 8_15.wav	1.0510	0.0293	1	3	1	2		1
66	Spectrogram 1	1	441.717049224	441.808444309	45.259	130.388	3042.DSG_RAWD_HMS_ 1_20_ 0__DMY_17_ 8_15.wav	0.0914	5.0834	3	3	2	2		2
67	Spectrogram 1	1	450.746863381	450.874816501	20.474	142.241	3043.DSG_RAWD_HMS_ 1_25_ 0__DMY_17_ 8_15.wav	0.1280	3.4637	3	2	2	2		2
68	Spectrogram 1	1	453.516134464	453.662366600	28.017	119.612	3043.DSG_RAWD_HMS_ 1_25_ 0__DMY_17_ 8_15.wav	0.1462	6.2329	3	2	2	2		2
69	Spectrogram 1	1	465.205532514	465.342625142	30.172	297.414	3044.DSG_RAWD_HMS_ 1_30_ 0__DMY_17_ 8_15.wav	0.1371	7.2727	3	2	2	2		2
71	Spectrogram 1	1	497.605034504	497.723848115	40.948	134.698	3047.DSG_RAWD_HMS_ 1_45_ 0__DMY_17_ 8_15.wav	0.1188	7.7234	3	2	2	2		2
72	Spectrogram 1	1	512.529813506	512.709332972	39.871	142.241	3049.DSG_RAWD_HMS_ 1_55_ 0__DMY_17_ 8_15.wav	0.1795	0.9394	3	3	2	2		2
