Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Delta Time (s)	File Offset (s)	call variant	level	call cutoff @ end	calls overlap	Notes	false positive
4	Spectrogram 1	1	79.665216629	82.301555412	20.474	191.810	8508.DSG_RAWD_HMS_ 0_50_ 0__DMY_ 5_ 9_15.wav	2.6363	5.1180	1	2	2	2		2
12	Spectrogram 1	1	154.917184582	156.519665019	10.776	198.276	8515.DSG_RAWD_HMS_ 1_25_ 0__DMY_ 5_ 9_15.wav	1.6025	5.8228	1	2	2	1		1
15	Spectrogram 1	1	163.420668006	165.649925065	16.164	170.259	8516.DSG_RAWD_HMS_ 1_30_ 0__DMY_ 5_ 9_15.wav	2.2293	3.6767	1	2	2	2		1
21	Spectrogram 1	1	290.985868719	292.892045045	24.784	172.414	8528.DSG_RAWD_HMS_ 2_30_ 0__DMY_ 5_ 9_15.wav	1.9062	3.4467	1	3	2	2		1
25	Spectrogram 1	1	362.386708284	363.704877676	29.095	164.871	8535.DSG_RAWD_HMS_ 3_ 5_ 0__DMY_ 5_ 9_15.wav	1.3182	0.3003	1	2	2	2		1
49	Spectrogram 1	1	900.180469849	901.207866580	31.250	170.259	8585.DSG_RAWD_HMS_ 7_15_ 0__DMY_ 5_ 9_15.wav	1.0274	5.2045	1	3	2	2		1
54	Spectrogram 1	1	1025.484113912	1029.386929169	23.707	177.802	8597.DSG_RAWD_HMS_ 8_15_ 0__DMY_ 5_ 9_15.wav	3.9028	2.7129	1	3	2	2		1
57	Spectrogram 1	1	1063.491329799	1065.339351593	33.405	174.569	8600.DSG_RAWD_HMS_ 8_30_ 0__DMY_ 5_ 9_15.wav	1.8480	8.7713	1	3	1	2		1
59	Spectrogram 1	1	1163.943586985	1165.539605807	25.862	178.879	8610.DSG_RAWD_HMS_ 9_20_ 0__DMY_ 5_ 9_15.wav	1.5960	2.7276	1	2	2	2		1
62	Spectrogram 1	1	1237.218283669	1237.689981540	36.638	121.767	8617.DSG_RAWD_HMS_ 9_55_ 0__DMY_ 5_ 9_15.wav	0.4717	1.4551	1	3	2	2		1
71	Spectrogram 1	1	1290.623521860	1297.602065697	31.250	118.534	8622.DSG_RAWD_HMS_10_20_ 0__DMY_ 5_ 9_15.wav	6.9785	1.6123	1	3	2	2		2
72	Spectrogram 1	1	1309.594816503	1310.286209272	26.940	181.034	8623.DSG_RAWD_HMS_10_25_ 0__DMY_ 5_ 9_15.wav	0.6914	9.9340	1	3	1	2		1
78	Spectrogram 1	1	1342.290583107	1346.794328528	14.009	175.647	8627.DSG_RAWD_HMS_10_45_ 0__DMY_ 5_ 9_15.wav	4.5037	0.0314	1	2	2	1		2
81	Spectrogram 1	1	1374.243274263	1377.357772531	37.716	173.491	8630.DSG_RAWD_HMS_11_ 0_ 0__DMY_ 5_ 9_15.wav	3.1145	0.0353	1	2	1	2		2
82	Spectrogram 1	1	1381.273511020	1383.431690318	0.000	175.647	8630.DSG_RAWD_HMS_11_ 0_ 0__DMY_ 5_ 9_15.wav	2.1582	7.0655	1	2	2	2		2
88	Spectrogram 1	1	1497.685988583	1501.343262483	25.862	182.112	8641.DSG_RAWD_HMS_11_55_ 0__DMY_ 5_ 9_15.wav	3.6573	5.9228	1	2	2	2		2
91	Spectrogram 1	1	1534.349190196	1536.513831108	0.000	181.034	8644.DSG_RAWD_HMS_12_10_ 0__DMY_ 5_ 9_15.wav	2.1646	10.6372	1	2	1	2		2
106	Spectrogram 1	1	1656.538358192	1658.586690040	26.940	173.491	8656.DSG_RAWD_HMS_13_10_ 0__DMY_ 5_ 9_15.wav	2.0483	5.0312	1	2	2	2		2
108	Spectrogram 1	1	1692.897868339	1694.093267052	10.776	141.164	8659.DSG_RAWD_HMS_13_25_ 0__DMY_ 5_ 9_15.wav	1.1954	9.4419	1	3	2	2		1
109	Spectrogram 1	1	1711.697943713	1715.387525686	35.560	153.017	8661.DSG_RAWD_HMS_13_35_ 0__DMY_ 5_ 9_15.wav	3.6896	6.9427	1	3	1	2		2
120	Spectrogram 1	1	1872.278774666	1873.390172388	34.483	150.862	8676.DSG_RAWD_HMS_14_50_ 0__DMY_ 5_ 9_15.wav	1.1114	7.7796	1	1	2	2		1
125	Spectrogram 1	1	1956.867780901	1959.239193483	34.483	181.034	8684.DSG_RAWD_HMS_15_30_ 0__DMY_ 5_ 9_15.wav	2.3714	7.1718	1	3	2	1		2
127	Spectrogram 1	1	1960.777057773	1962.476462429	18.319	150.862	8685.DSG_RAWD_HMS_15_35_ 0__DMY_ 5_ 9_15.wav	1.6994	0.4315	1	2	2	2		2
153	Spectrogram 1	1	2164.285648438	2168.996165528	24.784	143.319	8704.DSG_RAWD_HMS_17_10_ 0__DMY_ 5_ 9_15.wav	4.7105	1.5976	1	2	2	1		2
158	Spectrogram 1	1	2191.860592270	2194.135080632	36.638	169.181	8706.DSG_RAWD_HMS_17_20_ 0__DMY_ 5_ 9_15.wav	2.2745	7.8734	1	3	2	2		2
159	Spectrogram 1	1	2195.349871274	2199.646845025	30.172	177.802	8707.DSG_RAWD_HMS_17_25_ 0__DMY_ 5_ 9_15.wav	4.2970	0.7131	1	2	2	1		2
162	Spectrogram 1	1	2203.453141731	2203.836942061	35.560	167.026	8707.DSG_RAWD_HMS_17_25_ 0__DMY_ 5_ 9_15.wav	0.3838	8.8163	1	3	2	2		1
169	Spectrogram 1	1	2208.856030750	2210.167348544	38.793	189.655	8708.DSG_RAWD_HMS_17_30_ 0__DMY_ 5_ 9_15.wav	1.3113	3.5696	1	2	2	2		1
171	Spectrogram 1	1	2211.965265247	2213.418223639	24.784	192.888	8708.DSG_RAWD_HMS_17_30_ 0__DMY_ 5_ 9_15.wav	1.4530	6.6789	1	2	2	2		1
174	Spectrogram 1	1	2230.664079070	2232.034794534	32.328	200.431	8710.DSG_RAWD_HMS_17_40_ 0__DMY_ 5_ 9_15.wav	1.3707	4.0785	1	3	2	1		1
177	Spectrogram 1	1	2236.571846919	2237.225221290	9.698	121.767	8710.DSG_RAWD_HMS_17_40_ 0__DMY_ 5_ 9_15.wav	0.6534	9.9862	1	3	1	2		1
197	Spectrogram 1	1	2315.283416889	2316.433584299	32.328	160.560	8718.DSG_RAWD_HMS_18_20_ 0__DMY_ 5_ 9_15.wav	1.1502	3.5010	1	2	2	2		2
213	Spectrogram 1	1	2355.995496155	2356.609349548	0.000	169.181	8722.DSG_RAWD_HMS_18_40_ 0__DMY_ 5_ 9_15.wav	0.6139	1.6147	1	2	2	2		1
214	Spectrogram 1	1	2365.616842264	2366.599007693	4.310	149.784	8723.DSG_RAWD_HMS_18_45_ 0__DMY_ 5_ 9_15.wav	0.9822	0.5864	1	3	2	1		1
231	Spectrogram 1	1	2454.861450448	2456.108542078	0.000	233.836	8731.DSG_RAWD_HMS_19_25_ 0__DMY_ 5_ 9_15.wav	1.2471	4.6343	1	2	2	2		1
233	Spectrogram 1	1	2476.766323205	2478.000491606	43.103	165.948	8733.DSG_RAWD_HMS_19_35_ 0__DMY_ 5_ 9_15.wav	1.2342	5.2399	1	2	2	2		2
234	Spectrogram 1	1	2471.997651583	2473.677671396	22.629	160.560	8733.DSG_RAWD_HMS_19_35_ 0__DMY_ 5_ 9_15.wav	1.6800	0.4713	1	3	2	2		1
236	Spectrogram 1	1	2480.879145812	2482.165007130	24.784	136.853	8733.DSG_RAWD_HMS_19_35_ 0__DMY_ 5_ 9_15.wav	1.2859	9.3527	1	2	1	2		2
237	Spectrogram 1	1	2482.643167180	2485.951513888	36.638	172.414	8734.DSG_RAWD_HMS_19_40_ 0__DMY_ 5_ 9_15.wav	3.3083	0.4672	1	3	2	2		1
239	Spectrogram 1	1	2506.967916099	2509.743179597	34.483	134.698	8736.DSG_RAWD_HMS_19_50_ 0__DMY_ 5_ 9_15.wav	2.7753	3.4927	1	2	2	2		2
240	Spectrogram 1	1	2515.791257204	2517.904205199	35.560	144.397	8737.DSG_RAWD_HMS_19_55_ 0__DMY_ 5_ 9_15.wav	2.1129	1.6665	1	2	2	2		2
242	Spectrogram 1	1	2542.083393639	2546.070209887	32.328	178.879	8739.DSG_RAWD_HMS_20_ 5_ 0__DMY_ 5_ 9_15.wav	3.9868	6.6594	1	2	2	2		1
245	Spectrogram 1	1	2550.341345031	2553.210301942	26.940	190.733	8740.DSG_RAWD_HMS_20_10_ 0__DMY_ 5_ 9_15.wav	2.8690	4.2677	1	2	2	2		1
247	Spectrogram 1	1	2574.624114319	2577.409070239	39.871	168.103	8742.DSG_RAWD_HMS_20_20_ 0__DMY_ 5_ 9_15.wav	2.7850	7.2513	1	2	2	2		2
248	Spectrogram 1	1	2578.352470126	2580.672189791	36.638	151.940	8743.DSG_RAWD_HMS_20_25_ 0__DMY_ 5_ 9_15.wav	2.3197	0.3301	1	3	1	1		2
250	Spectrogram 1	1	2583.806072902	2586.138715796	33.405	176.724	8743.DSG_RAWD_HMS_20_25_ 0__DMY_ 5_ 9_15.wav	2.3326	5.7837	1	2	2	1		2
253	Spectrogram 1	1	2588.710439765	2591.240161906	11.853	223.060	8744.DSG_RAWD_HMS_20_30_ 0__DMY_ 5_ 9_15.wav	2.5297	0.0384	1	1	1	2		2
254	Spectrogram 1	1	2599.404412655	2600.351039204	39.871	158.405	8745.DSG_RAWD_HMS_20_35_ 0__DMY_ 5_ 9_15.wav	0.9466	0.0828	1	3	2	2		2
256	Spectrogram 1	1	2602.925994821	2604.366934891	18.319	174.569	8745.DSG_RAWD_HMS_20_35_ 0__DMY_ 5_ 9_15.wav	1.4409	3.6044	1	2	2	2		1
257	Spectrogram 1	1	2627.454286675	2628.488145021	19.397	150.862	8747.DSG_RAWD_HMS_20_45_ 0__DMY_ 5_ 9_15.wav	1.0339	6.8335	1	2	2	2		1
258	Spectrogram 1	1	2637.017480092	2641.876614320	26.940	197.198	8748.DSG_RAWD_HMS_20_50_ 0__DMY_ 5_ 9_15.wav	4.8591	5.7471	1	2	1	1		2
260	Spectrogram 1	1	2652.586715474	2653.533342022	19.397	145.474	8750.DSG_RAWD_HMS_21_ 0_ 0__DMY_ 5_ 9_15.wav	0.9466	0.0171	1	2	2	2		1
268	Spectrogram 1	1	2628.824148984	2630.672170778	11.853	174.569	8747.DSG_RAWD_HMS_20_45_ 0__DMY_ 5_ 9_15.wav	1.8480	8.2033	1	2	2	2		2
269	Spectrogram 1	1	2592.106018271	2594.606663146	33.405	148.707	8744.DSG_RAWD_HMS_20_30_ 0__DMY_ 5_ 9_15.wav	2.5006	3.4340	1	2	2	1		2
66	Spectrogram 1	1	1263.678594643	1267.626641202	4.310	242.457	8619.DSG_RAWD_HMS_10_ 5_ 0__DMY_ 5_ 9_15.wav	3.9480	6.6162	2	3	2	1		2
67	Spectrogram 1	1	1269.836513419	1274.908880931	2.155	185.345	8620.DSG_RAWD_HMS_10_10_ 0__DMY_ 5_ 9_15.wav	5.0724	2.1245	2	2	2	2		2
217	Spectrogram 1	1	2397.052611517	2401.007119692	0.000	210.129	8726.DSG_RAWD_HMS_19_ 0_ 0__DMY_ 5_ 9_15.wav	3.9545	0.0734	2	2	2	2		2
273	Spectrogram 1	1	2330.499547942	2332.657727240	0.000	183.190	8719.DSG_RAWD_HMS_18_25_ 0__DMY_ 5_ 9_15.wav	2.1582	8.0675	2	3	2	2		2
1	Spectrogram 1	1	17.194325631	17.381712456	2.155	210.129	8502.DSG_RAWD_HMS_ 0_20_ 0__DMY_ 5_ 9_15.wav	0.1874	6.5447	3	2	2	2		2
2	Spectrogram 1	1	16.690319687	16.871244898	0.000	170.259	8502.DSG_RAWD_HMS_ 0_20_ 0__DMY_ 5_ 9_15.wav	0.1809	6.0407	3	3	2	2		2
3	Spectrogram 1	1	19.106963572	19.287888782	0.000	200.431	8502.DSG_RAWD_HMS_ 0_20_ 0__DMY_ 5_ 9_15.wav	0.1809	8.4574	3	3	2	2		2
5	Spectrogram 1	1	97.227889280	97.454045793	1.078	210.129	8510.DSG_RAWD_HMS_ 1_ 0_ 0__DMY_ 5_ 9_15.wav	0.2262	1.3815	3	1	2	2		2
6	Spectrogram 1	1	112.709918020	113.032998753	0.000	278.017	8511.DSG_RAWD_HMS_ 1_ 5_ 0__DMY_ 5_ 9_15.wav	0.3231	6.2139	3	1	2	2		2
7	Spectrogram 1	1	130.918748147	131.131981431	6.466	224.138	8513.DSG_RAWD_HMS_ 1_15_ 0__DMY_ 5_ 9_15.wav	0.2132	3.1235	3	2	2	2		2
8	Spectrogram 1	1	152.300230643	152.474694239	6.466	214.440	8515.DSG_RAWD_HMS_ 1_25_ 0__DMY_ 5_ 9_15.wav	0.1745	3.2058	3	2	2	2		2
9	Spectrogram 1	1	152.920545651	153.250087999	0.000	223.060	8515.DSG_RAWD_HMS_ 1_25_ 0__DMY_ 5_ 9_15.wav	0.3295	3.8261	3	1	2	2		2
10	Spectrogram 1	1	153.586091961	153.831633318	0.000	153.017	8515.DSG_RAWD_HMS_ 1_25_ 0__DMY_ 5_ 9_15.wav	0.2455	4.4917	3	2	2	2		1
11	Spectrogram 1	1	154.684566454	154.884876509	5.388	220.905	8515.DSG_RAWD_HMS_ 1_25_ 0__DMY_ 5_ 9_15.wav	0.2003	5.5902	3	2	2	2		2
13	Spectrogram 1	1	156.119044909	156.364586267	0.000	228.448	8515.DSG_RAWD_HMS_ 1_25_ 0__DMY_ 5_ 9_15.wav	0.2455	7.0246	3	2	2	1		2
14	Spectrogram 1	1	162.457888897	162.696968640	1.078	230.603	8516.DSG_RAWD_HMS_ 1_30_ 0__DMY_ 5_ 9_15.wav	0.2391	2.7139	3	1	2	2		2
16	Spectrogram 1	1	176.117740823	176.266357960	7.543	172.414	8517.DSG_RAWD_HMS_ 1_35_ 0__DMY_ 5_ 9_15.wav	0.1486	5.7241	3	2	2	2		2
17	Spectrogram 1	1	201.576502606	201.747735394	2.155	160.560	8519.DSG_RAWD_HMS_ 1_45_ 0__DMY_ 5_ 9_15.wav	0.1712	9.8837	3	2	2	2		2
18	Spectrogram 1	1	219.530104183	219.743337466	0.000	247.845	8521.DSG_RAWD_HMS_ 1_55_ 0__DMY_ 5_ 9_15.wav	0.2132	6.5381	3	2	2	2		2
19	Spectrogram 1	1	258.790874892	258.984723332	0.000	220.905	8525.DSG_RAWD_HMS_ 2_15_ 0__DMY_ 5_ 9_15.wav	0.1938	3.2005	3	3	2	2		2
20	Spectrogram 1	1	277.455247608	277.623249590	10.776	200.431	8527.DSG_RAWD_HMS_ 2_25_ 0__DMY_ 5_ 9_15.wav	0.1680	0.5656	3	3	2	2		2
22	Spectrogram 1	1	311.488570808	311.669496018	0.000	159.483	8530.DSG_RAWD_HMS_ 2_40_ 0__DMY_ 5_ 9_15.wav	0.1809	2.6502	3	2	2	2		2
23	Spectrogram 1	1	329.516475725	329.716785779	0.000	209.052	8531.DSG_RAWD_HMS_ 2_45_ 0__DMY_ 5_ 9_15.wav	0.2003	10.0285	3	2	2	2		2
24	Spectrogram 1	1	351.763813774	351.957662214	16.164	207.974	8534.DSG_RAWD_HMS_ 3_ 0_ 0__DMY_ 5_ 9_15.wav	0.1938	0.3270	3	2	2	2		2
26	Spectrogram 1	1	433.206005021	433.367545388	0.000	145.474	8541.DSG_RAWD_HMS_ 3_35_ 0__DMY_ 5_ 9_15.wav	0.1615	7.2220	3	2	2	2		2
27	Spectrogram 1	1	455.466273777	455.627814144	2.155	203.664	8543.DSG_RAWD_HMS_ 3_45_ 0__DMY_ 5_ 9_15.wav	0.1615	8.1831	3	2	2	2		2
28	Spectrogram 1	1	460.150944411	460.318946392	4.310	177.802	8544.DSG_RAWD_HMS_ 3_50_ 0__DMY_ 5_ 9_15.wav	0.1680	2.2181	3	3	2	2		2
29	Spectrogram 1	1	467.639963409	467.833811849	3.233	161.638	8544.DSG_RAWD_HMS_ 3_50_ 0__DMY_ 5_ 9_15.wav	0.1938	9.7072	3	3	2	2		2
30	Spectrogram 1	1	473.662193103	473.959427377	0.000	254.310	8545.DSG_RAWD_HMS_ 3_55_ 0__DMY_ 5_ 9_15.wav	0.2972	5.0798	3	1	2	2		2
31	Spectrogram 1	1	486.650038581	486.876195094	2.155	158.405	8546.DSG_RAWD_HMS_ 4_ 0_ 0__DMY_ 5_ 9_15.wav	0.2262	7.4180	3	3	2	2		2
32	Spectrogram 1	1	496.833543294	497.014468505	0.000	156.250	8547.DSG_RAWD_HMS_ 4_ 5_ 0__DMY_ 5_ 9_15.wav	0.1809	6.9519	3	2	2	2		2
33	Spectrogram 1	1	500.897898918	501.195133192	7.543	190.733	8548.DSG_RAWD_HMS_ 4_10_ 0__DMY_ 5_ 9_15.wav	0.2972	0.3667	3	1	2	2		2
34	Spectrogram 1	1	515.514071292	515.656226815	0.000	199.353	8549.DSG_RAWD_HMS_ 4_15_ 0__DMY_ 5_ 9_15.wav	0.1422	4.3333	3	1	2	2		2
35	Spectrogram 1	1	531.461336287	531.661646342	5.388	172.414	8550.DSG_RAWD_HMS_ 4_20_ 0__DMY_ 5_ 9_15.wav	0.2003	9.6309	3	3	2	1		2
36	Spectrogram 1	1	601.062617298	601.224157664	0.000	155.172	8557.DSG_RAWD_HMS_ 4_55_ 0__DMY_ 5_ 9_15.wav	0.1615	4.6850	3	2	2	2		2
