Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Delta Time (s)	File Offset (s)	call variant	level	call cutoff @ end	calls overlap	Notes	false positive
1	Spectrogram 1	1	63.784648959	63.876162523	0.000	160.445	7006.DSG_RAWD_HMS_12_55_ 0__DMY_ 4_10_15.wav	0.0915	10.1270	3	1	2	2		2
2	Spectrogram 1	1	325.865031977	325.989228957	0.000	130.034	7031.DSG_RAWD_HMS_15_ 0_ 0__DMY_ 4_10_15.wav	0.1242	5.9674	3	1	2	2		2
3	Spectrogram 1	1	347.102585058	350.736980901	49.287	153.104	7033.DSG_RAWD_HMS_15_10_ 0__DMY_ 4_10_15.wav	3.6344	5.9058	1	2	2	2		2
4	Spectrogram 1	1	410.625785393	413.162018464	57.676	136.326	7039.DSG_RAWD_HMS_15_40_ 0__DMY_ 4_10_15.wav	2.5362	5.5314	1	2	2	2		2
5	Spectrogram 1	1	414.201337739	416.142732641	46.141	130.034	7039.DSG_RAWD_HMS_15_40_ 0__DMY_ 4_10_15.wav	1.9414	9.1069	1	2	1	2		2
6	Spectrogram 1	1	416.809474324	419.188826999	58.725	140.520	7040.DSG_RAWD_HMS_15_45_ 0__DMY_ 4_10_15.wav	2.3794	0.6559	1	2	2	2		2
7	Spectrogram 1	1	637.453869559	639.238384065	58.725	119.547	7060.DSG_RAWD_HMS_17_25_ 0__DMY_ 4_10_15.wav	1.7845	8.3083	1	1	2	2		2
8	Spectrogram 1	1	718.920088702	721.207927812	44.044	140.520	7068.DSG_RAWD_HMS_18_ 5_ 0__DMY_ 4_10_15.wav	2.2878	4.5777	2	2	2	2		1
9	Spectrogram 1	1	895.403210026	898.972239038	50.336	136.326	7085.DSG_RAWD_HMS_19_30_ 0__DMY_ 4_10_15.wav	3.5690	0.0176	1	1	1	2		2
10	Spectrogram 1	1	1003.310287692	1006.996977001	37.752	126.888	7095.DSG_RAWD_HMS_20_20_ 0__DMY_ 4_10_15.wav	3.6867	1.4287	1	1	2	2		2
11	Spectrogram 1	1	1010.056129054	1012.219771184	62.919	138.423	7095.DSG_RAWD_HMS_20_20_ 0__DMY_ 4_10_15.wav	2.1636	8.1745	1	1	2	2		2
12	Spectrogram 1	1	1022.599962536	1023.155573641	46.141	115.352	7096.DSG_RAWD_HMS_20_25_ 0__DMY_ 4_10_15.wav	0.5556	10.0688	1	1	1	2		2
13	Spectrogram 1	1	1133.552948429	1137.206954322	52.433	124.790	7107.DSG_RAWD_HMS_21_20_ 0__DMY_ 4_10_15.wav	3.6540	3.8761	1	1	2	2		2
14	Spectrogram 1	1	1195.637989030	1197.795094476	59.773	128.985	7113.DSG_RAWD_HMS_21_50_ 0__DMY_ 4_10_15.wav	2.1571	2.0636	1	1	2	2		2
15	Spectrogram 1	1	1219.287569230	1221.418527944	66.065	130.034	7115.DSG_RAWD_HMS_22_ 0_ 0__DMY_ 4_10_15.wav	2.1310	4.0044	1	1	2	2		2
16	Spectrogram 1	1	1247.388616824	1249.937923261	53.482	126.888	7118.DSG_RAWD_HMS_22_15_ 0__DMY_ 4_10_15.wav	2.5493	0.1566	1	1	2	2		2
17	Spectrogram 1	1	2142.040510924	2142.197391320	1.049	131.082	7201.DSG_RAWD_HMS_ 5_10_ 0__DMY_ 5_10_15.wav	0.1569	10.4821	3	1	1	2		2
18	Spectrogram 1	1	2176.305540801	2177.586730703	117.450	184.564	7205.DSG_RAWD_HMS_ 5_30_ 0__DMY_ 5_10_15.wav	1.2812	2.1487	1	1	2	2		1
19	Spectrogram 1	1	2315.437950053	2316.738750004	143.666	226.510	7218.DSG_RAWD_HMS_ 6_35_ 0__DMY_ 5_10_15.wav	1.3008	2.8364	1	1	2	2		1
20	Spectrogram 1	1	2610.809141440	2611.502029857	125.839	196.099	7246.DSG_RAWD_HMS_ 8_55_ 0__DMY_ 5_10_15.wav	0.6929	0.0187	1	1	1	2		1
