Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Delta Time (s)	File Offset (s)	call variant	level	call cutoff @ end	calls overlap	Notes	false positive
2	Spectrogram 1	1	1317.546840003	1319.193830896	65.253	295.122	2374.DSG_RAWD_HMS_10_55_ 0__DMY_18_ 9_15.wav	1.6470	6.8268	1	3	2	2		1
7	Spectrogram 1	1	1718.412554280	1719.562833634	35.593	259.530	2412.DSG_RAWD_HMS_14_ 5_ 0__DMY_18_ 9_15.wav	1.1503	3.0078	1	3	2	2		1
9	Spectrogram 1	1	2023.589473864	2024.236506001	23.728	192.793	2440.DSG_RAWD_HMS_16_25_ 0__DMY_18_ 9_15.wav	0.6470	9.9959	1	2	1	2		1
13	Spectrogram 1	1	2401.312383964	2402.207771870	37.076	182.412	2476.DSG_RAWD_HMS_19_25_ 0__DMY_18_ 9_15.wav	0.8954	3.9236	1	2	2	2		1
1	Spectrogram 1	1	286.419532220	286.654816633	0.000	269.911	2277.DSG_RAWD_HMS_ 2_50_ 0__DMY_18_ 9_15.wav	0.2353	9.1203	3	2	2	2		2
4	Spectrogram 1	1	1526.636215158	1526.799607112	0.000	182.412	2394.DSG_RAWD_HMS_12_35_ 0__DMY_18_ 9_15.wav	0.1634	2.9242	3	2	2	2		2
5	Spectrogram 1	1	1544.596257490	1544.805399191	0.000	259.530	2395.DSG_RAWD_HMS_12_40_ 0__DMY_18_ 9_15.wav	0.2091	10.2347	3	2	2	2		2
6	Spectrogram 1	1	1647.376302683	1647.598515740	0.000	237.284	2405.DSG_RAWD_HMS_13_30_ 0__DMY_18_ 9_15.wav	0.2222	6.5187	3	3	3	3		2
8	Spectrogram 1	1	1957.075882225	1957.389594776	1.483	398.934	2434.DSG_RAWD_HMS_15_55_ 0__DMY_18_ 9_15.wav	0.3137	7.3799	3	1	2	2		2
10	Spectrogram 1	1	2077.652596751	2077.783310314	7.415	232.835	2446.DSG_RAWD_HMS_16_55_ 0__DMY_18_ 9_15.wav	0.1307	0.1614	3	2	2	2		2
11	Spectrogram 1	1	2161.256984284	2161.479197341	0.000	283.258	2453.DSG_RAWD_HMS_17_30_ 0__DMY_18_ 9_15.wav	0.2222	9.2186	3	1	2	2		2
12	Spectrogram 1	1	2163.420293750	2163.707863589	10.381	265.462	2454.DSG_RAWD_HMS_17_35_ 0__DMY_18_ 9_15.wav	0.2876	0.7323	3	2	2	2		2
3	Spectrogram 1	1	1390.275847632	1390.955558159	0.000	769.690	2381.DSG_RAWD_HMS_11_30_ 0__DMY_18_ 9_15.wav	0.6797	5.0086	4	2	2	2		1
