Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Delta Time (s)	File Offset (s)	call variant	level	call cutoff @ end	calls overlap	Notes	false positive
1	Spectrogram 1	1	44.083407970	44.246850175	0.000	146.820	4255.DSG_RAWD_HMS_23_40_ 0__DMY_24_ 9_15.wav	0.1634	1.4850	3	3	2	2		2
2	Spectrogram 1	1	663.290901719	663.506645430	0.000	206.141	4313.DSG_RAWD_HMS_ 4_30_ 0__DMY_25_ 9_15.wav	0.2157	2.1965	3	2	2	2		2
3	Spectrogram 1	1	944.612887783	945.560852571	0.000	783.038	4339.DSG_RAWD_HMS_ 6_40_ 0__DMY_25_ 9_15.wav	0.9480	6.2193	4	2	2	2		1
4	Spectrogram 1	1	1102.176953529	1102.876486166	94.914	812.698	4354.DSG_RAWD_HMS_ 7_55_ 0__DMY_25_ 9_15.wav	0.6995	4.0394	4	3	2	2		2
5	Spectrogram 1	1	1564.212709358	1565.226051028	0.000	882.095	4397.DSG_RAWD_HMS_11_30_ 0__DMY_25_ 9_15.wav	1.0133	8.1423	4	2	2	2		2
6	Spectrogram 1	1	1669.044401770	1669.292833922	0.000	220.971	4407.DSG_RAWD_HMS_12_20_ 0__DMY_25_ 9_15.wav	0.2484	6.4780	3	3	2	2		2
7	Spectrogram 1	1	1864.984598964	1865.108815040	0.000	195.759	4425.DSG_RAWD_HMS_13_50_ 0__DMY_25_ 9_15.wav	0.1242	10.3158	3	3	2	2		2
8	Spectrogram 1	1	1862.729096536	1862.918689494	0.000	203.175	4425.DSG_RAWD_HMS_13_50_ 0__DMY_25_ 9_15.wav	0.1896	8.0603	3	2	2	2		2
9	Spectrogram 1	1	1937.251879207	1937.428396788	0.000	185.378	4432.DSG_RAWD_HMS_14_25_ 0__DMY_25_ 9_15.wav	0.1765	8.0359	3	3	2	2		2
10	Spectrogram 1	1	1942.599677385	1942.828496472	0.000	198.725	4433.DSG_RAWD_HMS_14_30_ 0__DMY_25_ 9_15.wav	0.2288	2.7341	3	3	2	2		2
11	Spectrogram 1	1	1948.104390529	1948.313596551	0.000	317.368	4433.DSG_RAWD_HMS_14_30_ 0__DMY_25_ 9_15.wav	0.2092	8.2388	3	2	2	2		2
12	Spectrogram 1	1	1959.538749715	1959.754493426	0.000	321.817	4434.DSG_RAWD_HMS_14_35_ 0__DMY_25_ 9_15.wav	0.2157	9.0235	3	2	2	2		2
13	Spectrogram 1	1	2025.078776088	2030.720801001	23.728	169.065	4441.DSG_RAWD_HMS_15_10_ 0__DMY_25_ 9_15.wav	5.6420	0.0164	1	3	1	2		2
14	Spectrogram 1	1	2080.995360896	2081.178416165	0.000	280.292	4446.DSG_RAWD_HMS_15_35_ 0__DMY_25_ 9_15.wav	0.1831	2.6850	3	2	2	2		2
15	Spectrogram 1	1	2132.126345561	2132.368240024	0.000	286.224	4451.DSG_RAWD_HMS_16_ 0_ 0__DMY_25_ 9_15.wav	0.2419	0.1583	3	2	2	2		2
16	Spectrogram 1	1	2175.608300160	2175.732516236	0.000	259.530	4455.DSG_RAWD_HMS_16_20_ 0__DMY_25_ 9_15.wav	0.1242	1.0419	3	2	2	2		2
17	Spectrogram 1	1	2178.027228370	2178.242972080	0.000	286.224	4455.DSG_RAWD_HMS_16_20_ 0__DMY_25_ 9_15.wav	0.2157	3.4608	3	2	2	2		2
18	Spectrogram 1	1	2213.029821769	2213.180188597	0.000	302.537	4458.DSG_RAWD_HMS_16_35_ 0__DMY_25_ 9_15.wav	0.1504	6.5146	3	3	2	2		2
19	Spectrogram 1	1	2230.720711638	2230.890691531	0.000	191.310	4460.DSG_RAWD_HMS_16_45_ 0__DMY_25_ 9_15.wav	0.1700	2.9063	3	2	2	2		2
20	Spectrogram 1	1	2256.740569986	2256.864786062	0.000	220.971	4462.DSG_RAWD_HMS_16_55_ 0__DMY_25_ 9_15.wav	0.1242	7.6270	3	3	2	2		2
21	Spectrogram 1	1	2259.133363866	2259.277193006	0.000	249.148	4462.DSG_RAWD_HMS_16_55_ 0__DMY_25_ 9_15.wav	0.1438	10.0198	3	3	2	2		2
22	Spectrogram 1	1	2262.277960203	2262.395638591	0.000	183.895	4463.DSG_RAWD_HMS_17_ 0_ 0__DMY_25_ 9_15.wav	0.1177	2.5148	3	3	2	2		2
23	Spectrogram 1	1	2314.147719816	2314.291548956	0.000	240.250	4468.DSG_RAWD_HMS_17_25_ 0__DMY_25_ 9_15.wav	0.1438	1.1365	3	3	2	2		2
24	Spectrogram 1	1	2444.390856614	2445.142690757	0.000	1018.839	4480.DSG_RAWD_HMS_18_25_ 0__DMY_25_ 9_15.wav	0.7518	3.5845	4	2	2	2		2
25	Spectrogram 1	1	2487.500147966	2489.500680555	0.000	848.181	4484.DSG_RAWD_HMS_18_45_ 0__DMY_25_ 9_15.wav	2.0005	4.0953	4	2	2	2		2
26	Spectrogram 1	1	2519.789613123	2519.966130705	0.000	246.182	4487.DSG_RAWD_HMS_19_ 0_ 0__DMY_25_ 9_15.wav	0.1765	4.4360	3	2	2	2		
