Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Delta Time (s)	File Offset (s)	call variant	level	call cutoff @ end	calls overlap	Notes	false positive
1	Spectrogram 1	1	3.516194843	3.790693325	0.000	155.201	5001.DSG_RAWD_HMS_13_50_ 0__DMY_27_ 9_15.wav	0.2745	3.5162	3	1	2	2		2
2	Spectrogram 1	1	168.005261966	168.188260954	0.000	171.980	5016.DSG_RAWD_HMS_15_ 5_ 0__DMY_27_ 9_15.wav	0.1830	8.2613	3	1	2	2		1
3	Spectrogram 1	1	169.005220723	169.214362423	0.000	175.126	5016.DSG_RAWD_HMS_15_ 5_ 0__DMY_27_ 9_15.wav	0.2091	9.2612	3	1	2	2		1
4	Spectrogram 1	1	169.541146331	169.684931250	0.000	198.196	5016.DSG_RAWD_HMS_15_ 5_ 0__DMY_27_ 9_15.wav	0.1438	9.7971	3	1	2	2		1
5	Spectrogram 1	1	169.939822698	170.103214651	0.000	180.369	5016.DSG_RAWD_HMS_15_ 5_ 0__DMY_27_ 9_15.wav	0.1634	10.1958	3	1	2	2		1
6	Spectrogram 1	1	214.297259196	214.656721494	0.000	285.235	5021.DSG_RAWD_HMS_15_30_ 0__DMY_27_ 9_15.wav	0.3595	1.3053	3	1	2	2		1
7	Spectrogram 1	1	524.805858251	525.145713514	0.000	159.396	5050.DSG_RAWD_HMS_17_55_ 0__DMY_27_ 9_15.wav	0.3399	2.9755	3	1	2	2		1
8	Spectrogram 1	1	1022.377454144	1024.540763610	32.508	160.445	5097.DSG_RAWD_HMS_21_50_ 0__DMY_27_ 9_15.wav	2.1633	0.0159	1	2	1	2		2
9	Spectrogram 1	1	1028.037341553	1028.161519438	0.000	160.445	5097.DSG_RAWD_HMS_21_50_ 0__DMY_27_ 9_15.wav	0.1242	5.6757	3	1	2	2		2
10	Spectrogram 1	1	1028.187662150	1028.285697323	0.000	122.693	5097.DSG_RAWD_HMS_21_50_ 0__DMY_27_ 9_15.wav	0.0980	5.8261	3	2	2	2		2
11	Spectrogram 1	1	1028.305304357	1028.449089276	0.000	87.039	5097.DSG_RAWD_HMS_21_50_ 0__DMY_27_ 9_15.wav	0.1438	5.9437	3	1	2	2		2
12	Spectrogram 1	1	1131.313382528	1131.548666941	0.000	148.909	5107.DSG_RAWD_HMS_22_40_ 0__DMY_27_ 9_15.wav	0.2353	2.0462	3	2	2	2		2
13	Spectrogram 1	1	1131.614005975	1132.025753698	0.000	131.082	5107.DSG_RAWD_HMS_22_40_ 0__DMY_27_ 9_15.wav	0.4117	2.3468	3	1	2	2		1
