Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Delta Time (s)	File Offset (s)	call variant	level	call cutoff @ end	calls overlap	Notes	false positive
6	Spectrogram 1	1	153.688212745	155.380693084	31.144	203.175	7765.DSG_RAWD_HMS_ 4_10_ 0__DMY_ 7_10_15.wav	1.6925	4.5938	1	2	2	2		2
8	Spectrogram 1	1	294.026151849	295.444175916	41.525	209.107	7778.DSG_RAWD_HMS_ 5_15_ 0__DMY_ 7_10_15.wav	1.4180	6.0774	1	3	2	2		1
11	Spectrogram 1	1	497.116315411	498.429784709	32.627	151.269	7797.DSG_RAWD_HMS_ 6_50_ 0__DMY_ 7_10_15.wav	1.3135	6.8251	1	2	2	2		2
13	Spectrogram 1	1	502.069577329	502.827599411	45.974	161.650	7798.DSG_RAWD_HMS_ 6_55_ 0__DMY_ 7_10_15.wav	0.7580	1.1288	1	2	2	2		1
20	Spectrogram 1	1	798.036461229	799.140820986	31.144	225.420	7825.DSG_RAWD_HMS_ 9_10_ 0__DMY_ 7_10_15.wav	1.1044	9.5565	1	2	1	2		1
21	Spectrogram 1	1	818.444155450	820.241190558	26.694	229.869	7827.DSG_RAWD_HMS_ 9_20_ 0__DMY_ 7_10_15.wav	1.7970	8.6650	1	2	2	2		1
22	Spectrogram 1	1	839.374615397	840.550856559	32.627	203.175	7829.DSG_RAWD_HMS_ 9_30_ 0__DMY_ 7_10_15.wav	1.1762	8.2962	1	2	2	2		2
23	Spectrogram 1	1	842.491635908	843.112429855	31.144	204.658	7830.DSG_RAWD_HMS_ 9_35_ 0__DMY_ 7_10_15.wav	0.6208	0.7636	1	3	2	2		1
26	Spectrogram 1	1	886.130008941	887.469616931	26.694	188.344	7834.DSG_RAWD_HMS_ 9_55_ 0__DMY_ 7_10_15.wav	1.3396	1.8036	1	2	2	2		2
27	Spectrogram 1	1	900.636892173	901.656301180	29.661	158.684	7835.DSG_RAWD_HMS_10_ 0_ 0__DMY_ 7_10_15.wav	1.0194	5.6609	1	3	2	2		1
28	Spectrogram 1	1	902.120262972	903.518683020	25.211	148.303	7835.DSG_RAWD_HMS_10_ 0_ 0__DMY_ 7_10_15.wav	1.3984	7.1443	1	3	2	2		1
29	Spectrogram 1	1	904.132942293	905.531362341	35.593	142.370	7835.DSG_RAWD_HMS_10_ 0_ 0__DMY_ 7_10_15.wav	1.3984	9.1569	1	2	2	2		2
30	Spectrogram 1	1	905.956116094	908.837906940	28.177	177.963	7836.DSG_RAWD_HMS_10_ 5_ 0__DMY_ 7_10_15.wav	2.8818	0.3305	1	2	2	2		2
31	Spectrogram 1	1	918.659449853	923.874119004	37.076	203.175	7837.DSG_RAWD_HMS_10_10_ 0__DMY_ 7_10_15.wav	5.2147	2.3842	1	3	2	2		2
32	Spectrogram 1	1	975.916004499	979.915224449	23.728	191.310	7842.DSG_RAWD_HMS_10_35_ 0__DMY_ 7_10_15.wav	3.9992	6.3928	1	3	2	2		1
33	Spectrogram 1	1	1004.152204626	1005.478743269	34.110	174.997	7845.DSG_RAWD_HMS_10_50_ 0__DMY_ 7_10_15.wav	1.3265	2.6802	1	3	2	2		1
34	Spectrogram 1	1	1016.594167126	1018.084072598	32.627	204.658	7846.DSG_RAWD_HMS_10_55_ 0__DMY_ 7_10_15.wav	1.4899	4.4726	1	2	2	2		2
35	Spectrogram 1	1	1073.180879847	1074.994251638	26.694	161.650	7851.DSG_RAWD_HMS_11_20_ 0__DMY_ 7_10_15.wav	1.8134	7.8113	1	3	2	2		2
37	Spectrogram 1	1	1129.323214887	1135.844818662	23.728	177.963	7857.DSG_RAWD_HMS_11_50_ 0__DMY_ 7_10_15.wav	6.5216	0.0560	1	3	1	2		2
39	Spectrogram 1	1	1158.219394009	1161.081580836	34.110	145.337	7859.DSG_RAWD_HMS_12_ 0_ 0__DMY_ 7_10_15.wav	2.8622	7.6530	1	3	2	2		2
41	Spectrogram 1	1	1313.645794798	1314.560649035	32.627	223.937	7874.DSG_RAWD_HMS_13_15_ 0__DMY_ 7_10_15.wav	0.9149	3.3354	1	2	2	2		1
44	Spectrogram 1	1	1386.918724883	1388.663482607	34.110	169.065	7881.DSG_RAWD_HMS_13_50_ 0__DMY_ 7_10_15.wav	1.7448	1.6515	1	2	1	2		2
46	Spectrogram 1	1	1433.876675307	1435.824007897	23.728	136.438	7885.DSG_RAWD_HMS_14_10_ 0__DMY_ 7_10_15.wav	1.9473	6.0111	1	2	2	2		2
47	Spectrogram 1	1	1436.778058568	1438.379053482	28.177	201.692	7885.DSG_RAWD_HMS_14_10_ 0__DMY_ 7_10_15.wav	1.6010	8.9125	1	2	2	2		2
48	Spectrogram 1	1	1440.470124511	1441.999238022	23.728	142.370	7886.DSG_RAWD_HMS_14_15_ 0__DMY_ 7_10_15.wav	1.5291	1.9549	1	2	2	2		1
51	Spectrogram 1	1	1449.337641123	1451.644380734	34.110	306.986	7887.DSG_RAWD_HMS_14_20_ 0__DMY_ 7_10_15.wav	2.3067	0.1728	1	1	2	2		2
52	Spectrogram 1	1	1452.957819859	1454.630696178	25.211	200.209	7887.DSG_RAWD_HMS_14_20_ 0__DMY_ 7_10_15.wav	1.6729	3.7930	1	3	2	2		1
55	Spectrogram 1	1	1477.351648438	1479.488486548	28.177	206.141	7889.DSG_RAWD_HMS_14_30_ 0__DMY_ 7_10_15.wav	2.1368	6.8876	1	2	2	2		1
56	Spectrogram 1	1	1480.285716669	1481.096016136	17.796	215.039	7889.DSG_RAWD_HMS_14_30_ 0__DMY_ 7_10_15.wav	0.8103	9.8217	1	2	1	2		1
58	Spectrogram 1	1	1485.657194766	1486.911852005	37.076	235.801	7890.DSG_RAWD_HMS_14_35_ 0__DMY_ 7_10_15.wav	1.2547	4.5436	1	3	2	2		1
59	Spectrogram 1	1	1493.642525864	1495.413422279	29.661	176.480	7891.DSG_RAWD_HMS_14_40_ 0__DMY_ 7_10_15.wav	1.7709	1.8793	1	3	2	2		1
60	Spectrogram 1	1	1502.624389424	1505.042218479	38.559	197.242	7892.DSG_RAWD_HMS_14_45_ 0__DMY_ 7_10_15.wav	2.4178	0.2116	1	2	2	2		2
61	Spectrogram 1	1	1513.086350610	1515.380020876	38.559	163.133	7893.DSG_RAWD_HMS_14_50_ 0__DMY_ 7_10_15.wav	2.2937	0.0240	1	2	1	2		2
62	Spectrogram 1	1	1534.510184571	1536.601279970	31.144	332.198	7895.DSG_RAWD_HMS_15_ 0_ 0__DMY_ 7_10_15.wav	2.0911	0.1486	1	1	2	2		2
63	Spectrogram 1	1	1545.030955495	1546.344424792	37.076	200.209	7896.DSG_RAWD_HMS_15_ 5_ 0__DMY_ 7_10_15.wav	1.3135	0.0198	1	2	1	2		1
67	Spectrogram 1	1	1564.014107222	1565.843815696	40.042	220.971	7897.DSG_RAWD_HMS_15_10_ 0__DMY_ 7_10_15.wav	1.8297	8.3533	1	2	2	2		1
70	Spectrogram 1	1	1598.967885395	1601.032842102	31.144	160.167	7901.DSG_RAWD_HMS_15_30_ 0__DMY_ 7_10_15.wav	2.0650	0.7087	1	2	2	2		1
71	Spectrogram 1	1	1601.072050140	1604.757605781	32.627	229.869	7901.DSG_RAWD_HMS_15_30_ 0__DMY_ 7_10_15.wav	3.6856	2.8129	1	2	2	2		2
75	Spectrogram 1	1	1619.578154773	1624.374604844	37.076	263.979	7903.DSG_RAWD_HMS_15_40_ 0__DMY_ 7_10_15.wav	4.7965	0.0198	1	2	2	1		1
77	Spectrogram 1	1	1624.524885499	1626.602911552	41.525	222.454	7903.DSG_RAWD_HMS_15_40_ 0__DMY_ 7_10_15.wav	2.0780	4.9665	1	2	2	2		1
78	Spectrogram 1	1	1626.936179881	1628.524105449	31.144	179.446	7903.DSG_RAWD_HMS_15_40_ 0__DMY_ 7_10_15.wav	1.5879	7.3778	1	2	2	2		2
79	Spectrogram 1	1	1630.863494637	1635.686083401	34.110	185.378	7904.DSG_RAWD_HMS_15_45_ 0__DMY_ 7_10_15.wav	4.8226	0.6555	1	2	2	2		2
81	Spectrogram 1	1	1640.142685398	1640.789618037	40.042	189.827	7904.DSG_RAWD_HMS_15_45_ 0__DMY_ 7_10_15.wav	0.6469	9.9347	1	2	1	2		1
84	Spectrogram 1	1	1642.710793367	1650.983689539	43.008	219.488	7905.DSG_RAWD_HMS_15_50_ 0__DMY_ 7_10_15.wav	8.2729	1.8532	1	1	2	2		2
85	Spectrogram 1	1	1651.571774725	1657.106642859	40.042	215.039	7906.DSG_RAWD_HMS_15_55_ 0__DMY_ 7_10_15.wav	5.5349	0.0646	1	2	1	2		1
86	Spectrogram 1	1	1663.902647782	1665.836911026	29.661	176.480	7907.DSG_RAWD_HMS_16_ 0_ 0__DMY_ 7_10_15.wav	1.9343	1.7458	1	3	2	2		1
91	Spectrogram 1	1	1690.367936536	1694.040422830	31.144	220.971	7909.DSG_RAWD_HMS_16_10_ 0__DMY_ 7_10_15.wav	3.6725	6.9119	1	2	1	2		1
93	Spectrogram 1	1	1704.796437858	1705.645945363	38.559	215.039	7911.DSG_RAWD_HMS_16_20_ 0__DMY_ 7_10_15.wav	0.8495	0.0412	1	2	1	2		2
94	Spectrogram 1	1	1706.266739310	1708.240210593	31.144	238.767	7911.DSG_RAWD_HMS_16_20_ 0__DMY_ 7_10_15.wav	1.9735	1.5115	1	2	2	2		1
98	Spectrogram 1	1	1714.702975619	1715.382581623	23.728	192.793	7911.DSG_RAWD_HMS_16_20_ 0__DMY_ 7_10_15.wav	0.6796	9.9478	1	1	1	2		2
99	Spectrogram 1	1	1715.434835799	1718.676033667	38.559	189.827	7912.DSG_RAWD_HMS_16_25_ 0__DMY_ 7_10_15.wav	3.2412	0.0300	1	2	1	2		1
100	Spectrogram 1	1	1718.695637686	1721.178813472	37.076	220.971	7912.DSG_RAWD_HMS_16_25_ 0__DMY_ 7_10_15.wav	2.4832	3.2908	1	2	2	2		1
107	Spectrogram 1	1	1759.272496748	1761.415869532	35.593	269.911	7916.DSG_RAWD_HMS_16_45_ 0__DMY_ 7_10_15.wav	2.1434	1.2693	1	2	2	2		2
108	Spectrogram 1	1	1763.274959085	1768.639925718	34.110	256.563	7916.DSG_RAWD_HMS_16_45_ 0__DMY_ 7_10_15.wav	5.3650	5.2718	1	1	1	2		2
114	Spectrogram 1	1	1800.653165752	1802.097328512	22.245	177.963	7920.DSG_RAWD_HMS_17_ 5_ 0__DMY_ 7_10_15.wav	1.4442	0.0516	1	3	1	2		1
117	Spectrogram 1	1	1811.301377214	1813.294452516	32.627	272.877	7921.DSG_RAWD_HMS_17_10_ 0__DMY_ 7_10_15.wav	1.9931	0.0502	1	2	1	2		1
