Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Delta Time (s)	File Offset (s)	call variant	level	call cutoff @ end	calls overlap	Notes	false positive
1	Spectrogram 1	1	16.449867707	16.611457763	0.000	224.828	7252.DSG_RAWD_HMS_16_10_ 0__DMY_31_ 8_15.wav	0.1616	5.8003	3	2	2	2		2
2	Spectrogram 1	1	111.464823266	111.652267731	0.000	146.299	7261.DSG_RAWD_HMS_16_55_ 0__DMY_31_ 8_15.wav	0.1874	4.9688	3	2	2	2		2
3	Spectrogram 1	1	117.233588269	117.459814347	16.136	304.432	7262.DSG_RAWD_HMS_17_ 0_ 0__DMY_31_ 8_15.wav	0.2262	0.0880	3	2	2	2		2
4	Spectrogram 1	1	132.377808326	132.526471177	1.076	271.084	7263.DSG_RAWD_HMS_17_ 5_ 0__DMY_31_ 8_15.wav	0.1487	4.5826	3	2	2	2		2
5	Spectrogram 1	1	168.402692938	168.583673800	0.000	197.935	7266.DSG_RAWD_HMS_17_20_ 0__DMY_31_ 8_15.wav	0.1810	8.6587	3	2	2	2		2
6	Spectrogram 1	1	224.804086114	225.075557408	0.000	240.964	7272.DSG_RAWD_HMS_17_50_ 0__DMY_31_ 8_15.wav	0.2715	1.1625	3	1	2	2		2
7	Spectrogram 1	1	232.369732539	232.531322595	0.000	214.071	7272.DSG_RAWD_HMS_17_50_ 0__DMY_31_ 8_15.wav	0.1616	8.7281	3	2	2	2		2
8	Spectrogram 1	1	249.504742086	249.659868540	2.151	190.404	7274.DSG_RAWD_HMS_18_ 0_ 0__DMY_31_ 8_15.wav	0.1551	4.5639	3	2	2	2		2
9	Spectrogram 1	1	255.603150803	257.561622283	1.076	159.208	7275.DSG_RAWD_HMS_18_ 5_ 0__DMY_31_ 8_15.wav	1.9585	0.0128	1	2	1	2		2
10	Spectrogram 1	1	290.012136100	290.167262554	0.000	270.009	7278.DSG_RAWD_HMS_18_20_ 0__DMY_31_ 8_15.wav	0.1551	2.4729	3	2	2	2		2
11	Spectrogram 1	1	294.494644255	294.714406731	2.151	210.843	7278.DSG_RAWD_HMS_18_20_ 0__DMY_31_ 8_15.wav	0.2198	6.9554	3	2	2	2		2
12	Spectrogram 1	1	300.948551096	301.110141152	4.303	283.993	7279.DSG_RAWD_HMS_18_25_ 0__DMY_31_ 8_15.wav	0.1616	2.7598	3	2	2	2		2
13	Spectrogram 1	1	372.607277367	372.730085810	9.682	237.737	7285.DSG_RAWD_HMS_18_55_ 0__DMY_31_ 8_15.wav	0.1228	10.5209	3	2	1	2		2
14	Spectrogram 1	1	409.301147302	409.482128165	0.000	197.935	7289.DSG_RAWD_HMS_19_15_ 0__DMY_31_ 8_15.wav	0.1810	4.6163	3	2	2	2		2
15	Spectrogram 1	1	451.905981489	452.074035147	6.454	166.738	7293.DSG_RAWD_HMS_19_35_ 0__DMY_31_ 8_15.wav	0.1681	4.6228	3	3	2	2		2
