Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Delta Time (s)	File Offset (s)	call variant	level	call cutoff @ end	calls overlap	Notes	false positive
1	Spectrogram 1	1	0.420134146	0.672214633	0.000	248.402	9251.DSG_RAWD_HMS_14_45_ 0__DMY_ 7_ 9_15.wav	0.2521	0.4201	3	1	2	2		2
2	Spectrogram 1	1	0.976003939	1.189302812	0.000	163.061	9251.DSG_RAWD_HMS_14_45_ 0__DMY_ 7_ 9_15.wav	0.2133	0.9760	3	2	2	2		2
3	Spectrogram 1	1	2.249333580	2.423850841	0.000	150.870	9251.DSG_RAWD_HMS_14_45_ 0__DMY_ 7_ 9_15.wav	0.1745	2.2493	3	2	2	2		2
4	Spectrogram 1	1	7.685225047	10.606773261	33.527	196.588	9251.DSG_RAWD_HMS_14_45_ 0__DMY_ 7_ 9_15.wav	2.9215	7.6852	1	2	1	2		2
5	Spectrogram 1	1	11.194943638	13.062924686	15.239	179.825	9252.DSG_RAWD_HMS_14_50_ 0__DMY_ 7_ 9_15.wav	1.8680	0.5453	1	2	2	2		2
6	Spectrogram 1	1	13.922583784	17.755499913	31.972	198.112	9252.DSG_RAWD_HMS_14_50_ 0__DMY_ 7_ 9_15.wav	3.8329	3.2730	1	2	2	2		2
7	Spectrogram 1	1	17.826566084	20.754577899	35.066	231.638	9252.DSG_RAWD_HMS_14_50_ 0__DMY_ 7_ 9_15.wav	2.9280	7.1770	1	2	2	2		2
8	Spectrogram 1	1	21.294288686	21.866317485	24.383	222.495	9252.DSG_RAWD_HMS_14_50_ 0__DMY_ 7_ 9_15.wav	0.5720	10.6447	1	2	1	2		2
9	Spectrogram 1	1	28.097228803	30.462907223	29.909	198.112	9253.DSG_RAWD_HMS_14_55_ 0__DMY_ 7_ 9_15.wav	2.3657	6.7980	1	3	2	2		2
10	Spectrogram 1	1	32.621753274	32.867370159	0.000	306.311	9254.DSG_RAWD_HMS_15_ 0_ 0__DMY_ 7_ 9_15.wav	0.2456	0.6730	3	1	2	2		2
11	Spectrogram 1	1	34.250583500	36.073319332	32.003	153.918	9254.DSG_RAWD_HMS_15_ 0_ 0__DMY_ 7_ 9_15.wav	1.8227	2.3018	1	3	2	2		2
12	Spectrogram 1	1	38.587657921	42.588627708	0.000	161.537	9254.DSG_RAWD_HMS_15_ 0_ 0__DMY_ 7_ 9_15.wav	4.0010	6.6389	2	2	1	2		2
13	Spectrogram 1	1	43.312547393	43.467673847	0.000	172.205	9255.DSG_RAWD_HMS_15_ 5_ 0__DMY_ 7_ 9_15.wav	0.1551	0.7141	3	2	2	2		2
14	Spectrogram 1	1	45.439072531	45.626516996	0.000	188.968	9255.DSG_RAWD_HMS_15_ 5_ 0__DMY_ 7_ 9_15.wav	0.1874	2.8407	3	2	2	2		2
15	Spectrogram 1	1	51.143208156	51.327420820	0.000	222.495	9255.DSG_RAWD_HMS_15_ 5_ 0__DMY_ 7_ 9_15.wav	0.1842	8.5448	3	3	2	2		2
16	Spectrogram 1	1	53.266501492	55.128018938	37.129	220.971	9256.DSG_RAWD_HMS_15_10_ 0__DMY_ 7_ 9_15.wav	1.8615	0.0185	1	2	1	2		2
17	Spectrogram 1	1	69.897351086	70.046013937	0.000	178.301	9257.DSG_RAWD_HMS_15_15_ 0__DMY_ 7_ 9_15.wav	0.1487	5.9998	3	2	2	2		2
18	Spectrogram 1	1	70.576029321	70.692374162	0.000	193.540	9257.DSG_RAWD_HMS_15_15_ 0__DMY_ 7_ 9_15.wav	0.1163	6.6784	3	3	2	2		2
19	Spectrogram 1	1	70.731155775	70.853964218	0.000	283.452	9257.DSG_RAWD_HMS_15_15_ 0__DMY_ 7_ 9_15.wav	0.1228	6.8336	3	2	2	2		2
