Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Delta Time (s)	File Offset (s)	call variant	level	call cutoff @ end	calls overlap	Notes	false positive
1	Spectrogram 1	1	70.832219965	70.948529029	0.000	154.095	5507.DSG_RAWD_HMS_14_45_ 0__DMY_25_ 8_15.wav	0.1163	6.9346	3	2	2	2		2
2	Spectrogram 1	1	93.363879754	93.602959496	5.388	212.284	5509.DSG_RAWD_HMS_14_55_ 0__DMY_25_ 8_15.wav	0.2391	8.1671	3	1	2	2		2
3	Spectrogram 1	1	113.194586104	113.420742618	1.078	183.190	5511.DSG_RAWD_HMS_15_ 5_ 0__DMY_25_ 8_15.wav	0.2262	6.6986	3	1	2	2		2
5	Spectrogram 1	1	115.830924887	115.950464759	0.000	187.500	5511.DSG_RAWD_HMS_15_ 5_ 0__DMY_25_ 8_15.wav	0.1195	9.3349	3	2	2	2		2
6	Spectrogram 1	1	129.225852090	129.497239906	0.000	168.103	5513.DSG_RAWD_HMS_15_15_ 0__DMY_25_ 8_15.wav	0.2714	1.4307	3	2	2	2		2
7	Spectrogram 1	1	499.476371801	499.637912168	4.310	201.509	5547.DSG_RAWD_HMS_18_ 5_ 0__DMY_25_ 8_15.wav	0.1615	9.5948	1	1	2	2		2
9	Spectrogram 1	1	503.608579864	505.282138062	24.784	129.310	5548.DSG_RAWD_HMS_18_10_ 0__DMY_25_ 8_15.wav	1.6736	3.0774	1	2	2	2		2
10	Spectrogram 1	1	505.288599676	505.514756190	3.233	160.560	5548.DSG_RAWD_HMS_18_10_ 0__DMY_25_ 8_15.wav	0.2262	4.7574	3	2	2	2		2
12	Spectrogram 1	1	738.320266329	738.527037998	6.466	168.103	5570.DSG_RAWD_HMS_20_ 0_ 0__DMY_25_ 8_15.wav	0.2068	3.0883	3	2	2	2		2
13	Spectrogram 1	1	812.506092818	813.966417732	26.940	178.879	5577.DSG_RAWD_HMS_20_35_ 0__DMY_25_ 8_15.wav	1.4603	2.7269	1	2	2	2		2
14	Spectrogram 1	1	832.181709475	832.388481144	2.155	171.336	5579.DSG_RAWD_HMS_20_45_ 0__DMY_25_ 8_15.wav	0.2068	1.1033	3	2	2	2		2
15	Spectrogram 1	1	851.883172592	852.051174573	7.543	199.353	5580.DSG_RAWD_HMS_20_50_ 0__DMY_25_ 8_15.wav	0.1680	10.1552	3	2	2	2		2
16	Spectrogram 1	1	863.055304348	866.092263240	25.862	193.966	5582.DSG_RAWD_HMS_21_ 0_ 0__DMY_25_ 8_15.wav	3.0370	0.0281	1	2	1	2		2
17	Spectrogram 1	1	959.158899272	959.359209327	12.931	190.733	5591.DSG_RAWD_HMS_21_45_ 0__DMY_25_ 8_15.wav	0.2003	0.2853	3	2	2	2		2
18	Spectrogram 1	1	1139.076094288	1139.221480618	0.000	189.655	5607.DSG_RAWD_HMS_23_ 5_ 0__DMY_25_ 8_15.wav	0.1454	9.8089	3	1	2	2		2
19	Spectrogram 1	1	1168.612134926	1168.793060136	0.000	191.810	5610.DSG_RAWD_HMS_23_20_ 0__DMY_25_ 8_15.wav	0.1809	7.3961	3	1	2	2		2
20	Spectrogram 1	1	1241.987000030	1242.287465112	11.853	316.810	5617.DSG_RAWD_HMS_23_55_ 0__DMY_25_ 8_15.wav	0.3005	6.2238	3	1	2	1		2
21	Spectrogram 1	1	1265.084041653	1265.245582019	4.310	199.353	5619.DSG_RAWD_HMS_ 0_ 5_ 0__DMY_26_ 8_15.wav	0.1615	8.0216	3	2	2	2		2
22	Spectrogram 1	1	1666.204924818	1666.347080341	0.000	233.836	5657.DSG_RAWD_HMS_ 3_15_ 0__DMY_26_ 8_15.wav	0.1422	4.4577	3	2	2	2		2
23	Spectrogram 1	1	1953.876131738	1954.063518563	1.078	170.259	5684.DSG_RAWD_HMS_ 5_30_ 0__DMY_26_ 8_15.wav	0.1874	4.5897	3	1	2	2		2
24	Spectrogram 1	1	2092.280687758	2092.487459427	0.000	267.241	5697.DSG_RAWD_HMS_ 6_35_ 0__DMY_26_ 8_15.wav	0.2068	4.5495	3	2	2	2		2
25	Spectrogram 1	1	2332.361973193	2332.513821138	5.388	184.267	5719.DSG_RAWD_HMS_ 8_25_ 0__DMY_26_ 8_15.wav	0.1518	9.9300	3	2	2	2		
