Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Delta Time (s)	File Offset (s)	call variant	level	call cutoff @ end	calls overlap	Notes	false positive
1	Spectrogram 1	1	7.654424894	10.654762469	32.508	202.391	6501.DSG_RAWD_HMS_18_50_ 0__DMY_ 2_10_15.wav	3.0003	7.6544	1	2	1	2		2
2	Spectrogram 1	1	12.073203891	12.190864188	0.000	201.342	6502.DSG_RAWD_HMS_18_55_ 0__DMY_ 2_10_15.wav	0.1177	1.4236	3	1	2	2		2
3	Spectrogram 1	1	14.419873149	14.557143496	0.000	214.975	6502.DSG_RAWD_HMS_18_55_ 0__DMY_ 2_10_15.wav	0.1373	3.7703	3	1	2	2		2
4	Spectrogram 1	1	68.562945699	69.948722532	54.530	163.591	6507.DSG_RAWD_HMS_19_20_ 0__DMY_ 2_10_15.wav	1.3858	4.6653	1	2	2	2		1
5	Spectrogram 1	1	100.782086787	102.553527926	47.190	165.688	6510.DSG_RAWD_HMS_19_35_ 0__DMY_ 2_10_15.wav	1.7714	4.9357	1	2	2	1		2
6	Spectrogram 1	1	101.788735995	101.932543025	0.000	132.131	6510.DSG_RAWD_HMS_19_35_ 0__DMY_ 2_10_15.wav	0.1438	5.9423	3	1	2	1		2
7	Spectrogram 1	1	115.666049362	115.796783025	2.097	135.277	6511.DSG_RAWD_HMS_19_40_ 0__DMY_ 2_10_15.wav	0.1307	9.1700	3	1	2	2		2
8	Spectrogram 1	1	139.309104679	139.387544877	0.000	152.055	6514.DSG_RAWD_HMS_19_55_ 0__DMY_ 2_10_15.wav	0.0784	0.8643	3	2	2	2		2
9	Spectrogram 1	1	161.782066636	168.174942778	57.676	140.520	6516.DSG_RAWD_HMS_20_ 5_ 0__DMY_ 2_10_15.wav	6.3929	2.0381	1	3	2	2		1
10	Spectrogram 1	1	181.731926397	183.777908230	47.190	134.228	6518.DSG_RAWD_HMS_20_15_ 0__DMY_ 2_10_15.wav	2.0460	0.6887	1	2	2	2		2
11	Spectrogram 1	1	186.111480325	191.693807753	37.752	143.666	6518.DSG_RAWD_HMS_20_15_ 0__DMY_ 2_10_15.wav	5.5823	5.0683	1	2	1	2		2
12	Spectrogram 1	1	191.700315416	192.380130465	34.606	130.034	6519.DSG_RAWD_HMS_20_20_ 0__DMY_ 2_10_15.wav	0.6798	0.0075	1	2	1	2		1
13	Spectrogram 1	1	236.149577571	236.862076036	45.092	115.352	6523.DSG_RAWD_HMS_20_40_ 0__DMY_ 2_10_15.wav	0.7125	1.8584	1	2	2	2		2
14	Spectrogram 1	1	281.232841563	283.925955030	50.336	147.861	6527.DSG_RAWD_HMS_21_ 0_ 0__DMY_ 2_10_15.wav	2.6931	4.3432	1	2	2	2		1
15	Spectrogram 1	1	289.534362747	292.534700322	42.995	143.666	6528.DSG_RAWD_HMS_21_ 5_ 0__DMY_ 2_10_15.wav	3.0003	1.9952	1	2	2	2		2
16	Spectrogram 1	1	295.711483798	298.587624393	47.190	151.007	6528.DSG_RAWD_HMS_21_ 5_ 0__DMY_ 2_10_15.wav	2.8761	8.1723	1	2	1	2		1
17	Spectrogram 1	1	354.168740147	354.306010493	0.000	144.715	6534.DSG_RAWD_HMS_21_35_ 0__DMY_ 2_10_15.wav	0.1373	2.3223	3	1	2	2		2
18	Spectrogram 1	1	366.058896025	368.072194442	47.190	148.909	6535.DSG_RAWD_HMS_21_40_ 0__DMY_ 2_10_15.wav	2.0133	3.5629	1	2	2	2		1
19	Spectrogram 1	1	374.092436112	378.517770619	37.752	163.591	6536.DSG_RAWD_HMS_21_45_ 0__DMY_ 2_10_15.wav	4.4253	0.9468	1	2	2	2		2
20	Spectrogram 1	1	428.621215543	432.314441535	55.579	154.153	6541.DSG_RAWD_HMS_22_10_ 0__DMY_ 2_10_15.wav	3.6932	2.2276	1	2	2	2		2
21	Spectrogram 1	1	447.708244502	448.727967077	42.995	163.591	6543.DSG_RAWD_HMS_22_20_ 0__DMY_ 2_10_15.wav	1.0197	0.0154	1	2	1	2		2
22	Spectrogram 1	1	455.022748859	457.983866336	40.898	186.661	6543.DSG_RAWD_HMS_22_20_ 0__DMY_ 2_10_15.wav	2.9611	7.3299	1	2	2	2		1
23	Spectrogram 1	1	464.383233889	466.756049880	46.141	168.834	6544.DSG_RAWD_HMS_22_25_ 0__DMY_ 2_10_15.wav	2.3728	6.0408	1	2	2	2		2
24	Spectrogram 1	1	477.554597081	479.639799013	39.849	155.201	6545.DSG_RAWD_HMS_22_30_ 0__DMY_ 2_10_15.wav	2.0852	8.5626	1	2	1	2		2
25	Spectrogram 1	1	547.575150253	547.803934164	0.000	157.299	6552.DSG_RAWD_HMS_23_ 5_ 0__DMY_ 2_10_15.wav	0.2288	4.0360	3	1	2	2		2
26	Spectrogram 1	1	682.595901093	682.713561390	0.000	142.617	6565.DSG_RAWD_HMS_ 0_10_ 0__DMY_ 3_10_15.wav	0.1177	0.6119	3	2	2	2		2
27	Spectrogram 1	1	731.385488370	731.522758717	0.000	175.126	6569.DSG_RAWD_HMS_ 0_30_ 0__DMY_ 3_10_15.wav	0.1373	6.8031	3	2	2	2		2
28	Spectrogram 1	1	955.814953815	955.984907578	0.000	177.223	6590.DSG_RAWD_HMS_ 2_15_ 0__DMY_ 3_10_15.wav	0.1700	7.5910	3	1	2	2		2
29	Spectrogram 1	1	1012.265513455	1012.468150634	0.000	156.250	6596.DSG_RAWD_HMS_ 2_45_ 0__DMY_ 3_10_15.wav	0.2026	0.1439	3	1	2	2		2
30	Spectrogram 1	1	1051.642290101	1053.341827726	52.433	154.153	6599.DSG_RAWD_HMS_ 3_ 0_ 0__DMY_ 3_10_15.wav	1.6995	7.5719	1	2	2	2		2
31	Spectrogram 1	1	1079.017746529	1080.952604748	46.141	140.520	6602.DSG_RAWD_HMS_ 3_15_ 0__DMY_ 3_10_15.wav	1.9349	2.9985	1	2	2	2		2
32	Spectrogram 1	1	1151.613705823	1151.764049536	0.000	253.775	6609.DSG_RAWD_HMS_ 3_50_ 0__DMY_ 3_10_15.wav	0.1503	1.0473	3	1	2	2		2
33	Spectrogram 1	1	1297.197821422	1297.367775184	3.146	330.327	6622.DSG_RAWD_HMS_ 4_55_ 0__DMY_ 3_10_15.wav	0.1700	8.1866	3	1	2	2		2
34	Spectrogram 1	1	1313.748612222	1316.735876431	51.384	144.715	6624.DSG_RAWD_HMS_ 5_ 5_ 0__DMY_ 3_10_15.wav	2.9873	3.4382	1	2	2	2		2
35	Spectrogram 1	1	1355.641969422	1355.753093036	0.000	147.861	6628.DSG_RAWD_HMS_ 5_25_ 0__DMY_ 3_10_15.wav	0.1111	2.7332	3	2	2	2		2
36	Spectrogram 1	1	1404.255075540	1404.451176036	0.000	265.310	6632.DSG_RAWD_HMS_ 5_45_ 0__DMY_ 3_10_15.wav	0.1961	8.7479	3	1	2	2		2
37	Spectrogram 1	1	1408.373185939	1408.510456285	0.000	290.478	6633.DSG_RAWD_HMS_ 5_50_ 0__DMY_ 3_10_15.wav	0.1373	2.2164	3	1	2	2		2
38	Spectrogram 1	1	1478.269625667	1478.439579430	0.000	141.569	6639.DSG_RAWD_HMS_ 6_20_ 0__DMY_ 3_10_15.wav	0.1700	7.8056	3	1	2	2		2
39	Spectrogram 1	1	1615.598179632	1615.728913296	0.000	227.559	6652.DSG_RAWD_HMS_ 7_25_ 0__DMY_ 3_10_15.wav	0.1307	6.6894	3	1	2	2		2
40	Spectrogram 1	1	1728.826101729	1729.009128858	0.000	145.763	6663.DSG_RAWD_HMS_ 8_20_ 0__DMY_ 3_10_15.wav	0.1830	2.7717	3	1	2	2		2
41	Spectrogram 1	1	1755.051155047	1755.214572127	0.000	133.180	6665.DSG_RAWD_HMS_ 8_30_ 0__DMY_ 3_10_15.wav	0.1634	7.6976	3	1	2	2		1
42	Spectrogram 1	1	1897.452172251	1900.864320867	51.384	135.277	6679.DSG_RAWD_HMS_ 9_40_ 0__DMY_ 3_10_15.wav	3.4121	1.0042	1	2	2	2		2
43	Spectrogram 1	1	1975.460589943	1976.663339647	45.092	123.742	6686.DSG_RAWD_HMS_10_15_ 0__DMY_ 3_10_15.wav	1.2027	4.4654	1	2	2	2		1
44	Spectrogram 1	1	2017.759291461	2019.498049184	34.606	131.082	6690.DSG_RAWD_HMS_10_35_ 0__DMY_ 3_10_15.wav	1.7388	4.1657	1	2	2	2		2
45	Spectrogram 1	1	2032.996244214	2034.878808967	45.092	152.055	6691.DSG_RAWD_HMS_10_40_ 0__DMY_ 3_10_15.wav	1.8826	8.7530	1	2	1	2		2
46	Spectrogram 1	1	2114.004878152	2114.174831914	0.000	125.839	6699.DSG_RAWD_HMS_11_20_ 0__DMY_ 3_10_15.wav	0.1700	4.5649	3	1	2	2		2
47	Spectrogram 1	1	2159.356103799	2161.166765038	40.898	138.423	6703.DSG_RAWD_HMS_11_40_ 0__DMY_ 3_10_15.wav	1.8107	7.3177	1	2	2	2		2
48	Spectrogram 1	1	2278.218379647	2278.401406776	0.000	198.196	6714.DSG_RAWD_HMS_12_35_ 0__DMY_ 3_10_15.wav	0.1830	9.0344	3	1	2	2		2
49	Spectrogram 1	1	2294.847583596	2294.958707210	0.000	140.520	6716.DSG_RAWD_HMS_12_45_ 0__DMY_ 3_10_15.wav	0.1111	4.3644	3	3	2	2		2
50	Spectrogram 1	1	2388.569938804	2389.668101577	53.482	140.520	6725.DSG_RAWD_HMS_13_30_ 0__DMY_ 3_10_15.wav	1.0982	2.2403	1	2	2	2		2
51	Spectrogram 1	1	2390.099522666	2390.256403062	0.000	171.980	6725.DSG_RAWD_HMS_13_30_ 0__DMY_ 3_10_15.wav	0.1569	3.7699	3	2	2	2		2
52	Spectrogram 1	1	2442.601829082	2445.379919430	44.044	171.980	6730.DSG_RAWD_HMS_13_55_ 0__DMY_ 3_10_15.wav	2.7781	3.0242	1	2	2	1		2
53	Spectrogram 1	1	2445.033475222	2445.196892301	0.000	292.576	6730.DSG_RAWD_HMS_13_55_ 0__DMY_ 3_10_15.wav	0.1634	5.4559	3	1	2	1		2
54	Spectrogram 1	1	2478.468359793	2481.749774745	37.752	162.542	6733.DSG_RAWD_HMS_14_10_ 0__DMY_ 3_10_15.wav	3.2814	6.9420	1	2	2	2		2
55	Spectrogram 1	1	2606.632279555	2607.841565942	56.628	118.498	6745.DSG_RAWD_HMS_15_10_ 0__DMY_ 3_10_15.wav	1.2093	6.4915	1	3	2	2		1
