Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Delta Time (s)	File Offset (s)	call variant	level	call cutoff @ end	calls overlap	Notes	false positive
1	Spectrogram 1	1	606.612742583	606.806620837	3.233	220.905	6557.DSG_RAWD_HMS_ 6_15_ 0__DMY_29_ 8_15.wav	0.1939	9.0063	3	2	2	2		2
2	Spectrogram 1	1	657.744900675	657.971091971	0.000	160.560	6562.DSG_RAWD_HMS_ 6_40_ 0__DMY_29_ 8_15.wav	0.2262	6.8905	3	2	2	2		2
3	Spectrogram 1	1	1227.475536811	1227.624176805	0.000	146.552	6616.DSG_RAWD_HMS_11_10_ 0__DMY_29_ 8_15.wav	0.1486	1.5427	3	3	2	2		2
4	Spectrogram 1	1	1236.393936478	1236.600739948	0.000	173.491	6616.DSG_RAWD_HMS_11_10_ 0__DMY_29_ 8_15.wav	0.2068	10.4611	3	3	2	2		2
5	Spectrogram 1	1	1239.243946806	1239.431362451	3.233	164.871	6617.DSG_RAWD_HMS_11_15_ 0__DMY_29_ 8_15.wav	0.1874	2.6615	3	3	2	2		2
6	Spectrogram 1	1	1261.888926831	1262.056954651	5.388	151.940	6619.DSG_RAWD_HMS_11_25_ 0__DMY_29_ 8_15.wav	0.1680	4.0073	3	3	2	2		2
7	Spectrogram 1	1	1311.735025841	1311.954754528	0.000	230.603	6624.DSG_RAWD_HMS_11_50_ 0__DMY_29_ 8_15.wav	0.2197	0.6054	3	1	2	2		2
8	Spectrogram 1	1	1313.076017095	1313.273126653	0.000	227.371	6624.DSG_RAWD_HMS_11_50_ 0__DMY_29_ 8_15.wav	0.1971	1.9464	3	2	2	2		2
9	Spectrogram 1	1	1433.076968216	1433.380710813	0.000	266.164	6635.DSG_RAWD_HMS_12_45_ 0__DMY_29_ 8_15.wav	0.3037	4.8018	3	1	2	2		2
10	Spectrogram 1	1	1580.434135093	1580.595700305	8.621	207.974	6649.DSG_RAWD_HMS_13_55_ 0__DMY_29_ 8_15.wav	0.1616	3.0645	3	2	2	2		2
11	Spectrogram 1	1	1613.690727249	1613.868448981	1.078	223.060	6652.DSG_RAWD_HMS_14_10_ 0__DMY_29_ 8_15.wav	0.1777	4.3723	3	2	2	2		2
12	Spectrogram 1	1	1612.117082090	1612.310960344	8.621	203.664	6652.DSG_RAWD_HMS_14_10_ 0__DMY_29_ 8_15.wav	0.1939	2.7987	3	2	2	2		2
13	Spectrogram 1	1	1645.289650558	1646.898840063	32.328	140.086	6655.DSG_RAWD_HMS_14_25_ 0__DMY_29_ 8_15.wav	1.6092	4.0225	1	3	2	2		2
14	Spectrogram 1	1	1655.190366710	1655.358394530	3.233	192.888	6656.DSG_RAWD_HMS_14_30_ 0__DMY_29_ 8_15.wav	0.1680	3.2736	3	2	2	2		2
15	Spectrogram 1	1	1698.586791934	1698.774207580	3.233	159.483	6660.DSG_RAWD_HMS_14_50_ 0__DMY_29_ 8_15.wav	0.1874	4.0716	3	2	2	2		2
16	Spectrogram 1	1	1706.151284984	1706.306387586	0.000	172.414	6661.DSG_RAWD_HMS_14_55_ 0__DMY_29_ 8_15.wav	0.1551	0.9865	3	2	2	2		2
17	Spectrogram 1	1	1857.101661960	1857.217988912	0.000	153.017	6675.DSG_RAWD_HMS_16_ 5_ 0__DMY_29_ 8_15.wav	0.1163	2.8425	3	2	2	2		2
18	Spectrogram 1	1	1961.698987438	1961.870246562	0.000	268.319	6685.DSG_RAWD_HMS_16_55_ 0__DMY_29_ 8_15.wav	0.1713	0.9438	3	1	2	2		2
19	Spectrogram 1	1	2016.078605561	2016.246633381	0.000	281.250	6690.DSG_RAWD_HMS_17_20_ 0__DMY_29_ 8_15.wav	0.1680	2.0754	3	2	2	2		2
20	Spectrogram 1	1	2079.076112775	2079.179514510	0.000	140.086	6696.DSG_RAWD_HMS_17_50_ 0__DMY_29_ 8_15.wav	0.1034	1.1753	3	2	2	2		2
21	Spectrogram 1	1	2081.984286579	2082.100613531	0.000	227.371	6696.DSG_RAWD_HMS_17_50_ 0__DMY_29_ 8_15.wav	0.1163	4.0835	3	2	2	2		2
22	Spectrogram 1	1	2090.359825420	2090.534315848	8.621	157.328	6697.DSG_RAWD_HMS_17_55_ 0__DMY_29_ 8_15.wav	0.1745	1.8094	3	2	2	2		2
23	Spectrogram 1	1	2238.705771190	2238.880261618	7.543	173.491	6711.DSG_RAWD_HMS_19_ 5_ 0__DMY_29_ 8_15.wav	0.1745	1.0610	3	1	2	2		2
25	Spectrogram 1	1	2353.892072978	2354.066563406	12.931	156.250	6721.DSG_RAWD_HMS_19_55_ 0__DMY_29_ 8_15.wav	0.1745	9.7513	3	2	2	2		2
26	Spectrogram 1	1	2407.337844898	2407.512335326	0.000	189.655	6726.DSG_RAWD_HMS_20_20_ 0__DMY_29_ 8_15.wav	0.1745	9.9490	3	2	2	2		2
27	Spectrogram 1	1	2494.289010349	2494.440881647	20.474	176.724	6735.DSG_RAWD_HMS_21_ 5_ 0__DMY_29_ 8_15.wav	0.1519	1.0538	3	2	2	2		2
28	Spectrogram 1	1	2538.771144342	2539.084580852	0.000	233.836	6739.DSG_RAWD_HMS_21_25_ 0__DMY_29_ 8_15.wav	0.3134	2.9375	3	2	2	2		2
29	Spectrogram 1	1	2565.991651152	2566.195223318	9.698	239.224	6741.DSG_RAWD_HMS_21_35_ 0__DMY_29_ 8_15.wav	0.2036	8.8589	3	2	2	2		2
30	Spectrogram 1	1	2585.751076501	2585.944954755	9.698	173.491	6743.DSG_RAWD_HMS_21_45_ 0__DMY_29_ 8_15.wav	0.1939	7.3191	3	3	2	2		2
31	Spectrogram 1	1	2643.232747400	2643.429856958	17.241	145.474	6749.DSG_RAWD_HMS_22_15_ 0__DMY_29_ 8_15.wav	0.1971	0.9031	3	2	2	2		2
32	Spectrogram 1	1	2648.399601143	2648.593479396	0.000	224.138	6749.DSG_RAWD_HMS_22_15_ 0__DMY_29_ 8_15.wav	0.1939	6.0700	3	2	2	2		2
33	Spectrogram 1	1	2654.648947888	2654.810513100	5.388	207.974	6750.DSG_RAWD_HMS_22_20_ 0__DMY_29_ 8_15.wav	0.1616	1.6697	3	2	2	2		2
34	Spectrogram 1	1	2656.128885224	2658.326172098	36.638	139.009	6750.DSG_RAWD_HMS_22_20_ 0__DMY_29_ 8_15.wav	2.1973	3.1497	1	3	2	2		2
