Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Delta Time (s)	File Offset (s)	call variant	level	call cutoff @ end	calls overlap	Notes	false positive
1	Spectrogram 1	1	4.510900700	7.580639715	39.871	173.491	2001.DSG_RAWD_HMS_10_35_ 0__DMY_13_ 8_15.wav	3.0697	4.5109	1	3	2	1		2
12	Spectrogram 1	1	75.366917282	76.459098111	33.405	130.388	2008.DSG_RAWD_HMS_11_10_ 0__DMY_13_ 8_15.wav	1.0922	0.8197	1	3	2	2		2
13	Spectrogram 1	1	77.312162426	80.123397104	43.103	211.207	2008.DSG_RAWD_HMS_11_10_ 0__DMY_13_ 8_15.wav	2.8112	2.7650	1	3	2	1		2
18	Spectrogram 1	1	95.472091882	95.821072739	44.181	154.095	2009.DSG_RAWD_HMS_11_15_ 0__DMY_13_ 8_15.wav	0.3490	10.2753	1	2	1	2		1
28	Spectrogram 1	1	162.928789449	164.977436329	18.688	158.846	2016.DSG_RAWD_HMS_11_50_ 0__DMY_13_ 8_15.wav	2.0486	3.1848	1	2	2	2		2
30	Spectrogram 1	1	175.227134970	179.537694808	39.452	145.349	2017.DSG_RAWD_HMS_11_55_ 0__DMY_13_ 8_15.wav	4.3106	4.8335	1	2	2	1		2
35	Spectrogram 1	1	216.116069923	216.852807286	46.719	149.502	2021.DSG_RAWD_HMS_12_15_ 0__DMY_13_ 8_15.wav	0.7367	3.1241	1	3	2	2		1
43	Spectrogram 1	1	244.955608599	245.463965057	29.095	162.900	2024.DSG_RAWD_HMS_12_30_ 0__DMY_13_ 8_15.wav	0.5084	0.0148	1	3	1	2		1
47	Spectrogram 1	1	273.395849161	275.105775425	36.034	254.908	2026.DSG_RAWD_HMS_12_40_ 0__DMY_13_ 8_15.wav	1.7099	7.1558	1	2	2	2		2
48	Spectrogram 1	1	289.538475742	290.624509991	0.000	193.067	2028.DSG_RAWD_HMS_12_50_ 0__DMY_13_ 8_15.wav	1.0860	1.9993	1	3	2	2		1
53	Spectrogram 1	1	320.797771233	322.711040081	25.862	199.100	2031.DSG_RAWD_HMS_13_ 5_ 0__DMY_13_ 8_15.wav	1.9133	1.3098	1	3	2	2		1
61	Spectrogram 1	1	434.762041582	436.476589269	45.617	184.017	2041.DSG_RAWD_HMS_13_55_ 0__DMY_13_ 8_15.wav	1.7145	8.7780	1	3	2	2		1
63	Spectrogram 1	1	440.816108634	441.301357979	22.629	193.067	2042.DSG_RAWD_HMS_14_ 0_ 0__DMY_13_ 8_15.wav	0.4852	4.1825	1	3	2	2		1
66	Spectrogram 1	1	456.852451424	457.892271450	24.133	138.767	2043.DSG_RAWD_HMS_14_ 5_ 0__DMY_13_ 8_15.wav	1.0398	9.5693	1	3	1	2		2
68	Spectrogram 1	1	465.295803049	466.483508589	20.474	190.050	2044.DSG_RAWD_HMS_14_10_ 0__DMY_13_ 8_15.wav	1.1877	7.3630	1	2	2	2		1
69	Spectrogram 1	1	467.051943537	468.549284374	23.707	177.983	2044.DSG_RAWD_HMS_14_10_ 0__DMY_13_ 8_15.wav	1.4973	9.1191	1	3	2	2		1
72	Spectrogram 1	1	477.875326363	479.220160263	21.552	158.375	2045.DSG_RAWD_HMS_14_15_ 0__DMY_13_ 8_15.wav	1.3448	9.2929	1	3	1	2		2
77	Spectrogram 1	1	500.959358323	501.329072110	27.150	173.458	2048.DSG_RAWD_HMS_14_30_ 0__DMY_13_ 8_15.wav	0.3697	0.4282	1	3	2	2		1
82	Spectrogram 1	1	529.866350334	530.480999505	21.552	191.558	2050.DSG_RAWD_HMS_14_40_ 0__DMY_13_ 8_15.wav	0.6146	8.0360	1	3	2	2		1
83	Spectrogram 1	1	542.048418520	542.847924584	28.658	200.608	2051.DSG_RAWD_HMS_14_45_ 0__DMY_13_ 8_15.wav	0.7995	9.5684	1	3	2	2		1
84	Spectrogram 1	1	543.148317036	544.756572009	41.358	200.608	2052.DSG_RAWD_HMS_14_50_ 0__DMY_13_ 8_15.wav	1.6083	0.0187	1	2	1	2		2
90	Spectrogram 1	1	611.956656873	617.654870615	38.164	158.375	2058.DSG_RAWD_HMS_15_20_ 0__DMY_13_ 8_15.wav	5.6982	4.9295	1	2	1	1		2
96	Spectrogram 1	1	638.985031033	640.967621215	23.707	208.150	2061.DSG_RAWD_HMS_15_35_ 0__DMY_13_ 8_15.wav	1.9826	0.0090	1	3	1	1		2
99	Spectrogram 1	1	642.871643645	643.712742511	22.629	181.000	2061.DSG_RAWD_HMS_15_35_ 0__DMY_13_ 8_15.wav	0.8411	3.8956	1	3	2	2		1
101	Spectrogram 1	1	661.500592459	664.000781944	24.784	144.800	2063.DSG_RAWD_HMS_15_45_ 0__DMY_13_ 8_15.wav	2.5002	1.2254	1	3	2	2		1
107	Spectrogram 1	1	690.361380447	692.209949382	23.707	202.117	2065.DSG_RAWD_HMS_15_55_ 0__DMY_13_ 8_15.wav	1.8486	8.7870	1	3	1	2		2
108	Spectrogram 1	1	702.890060778	703.740402488	41.358	184.017	2067.DSG_RAWD_HMS_16_ 5_ 0__DMY_13_ 8_15.wav	0.8503	0.0165	1	2	1	1		2
