Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Delta Time (s)	File Offset (s)	call variant	level	call cutoff @ end	calls overlap	Notes	false positive
9	Spectrogram 1	1	2129.005158502	2132.786265898	32.627	216.522	2700.DSG_RAWD_HMS_14_ 5_ 0__DMY_19_ 9_15.wav	3.7811	6.8676	1	2	1	2		2
13	Spectrogram 1	1	2529.900502294	2530.809799747	28.177	176.480	2738.DSG_RAWD_HMS_17_15_ 0__DMY_19_ 9_15.wav	0.9093	2.2589	1	2	2	2		1
1	Spectrogram 1	1	289.804128489	290.098505362	0.000	212.073	2528.DSG_RAWD_HMS_23_45_ 0__DMY_18_ 9_15.wav	0.2944	1.8553	3	1	2	2		2
2	Spectrogram 1	1	814.965839407	815.247132864	0.000	186.861	2577.DSG_RAWD_HMS_ 3_50_ 0__DMY_19_ 9_15.wav	0.2813	5.1866	3	1	2	2		2
3	Spectrogram 1	1	817.641398101	817.844191058	0.000	154.235	2577.DSG_RAWD_HMS_ 3_50_ 0__DMY_19_ 9_15.wav	0.2028	7.8622	3	2	2	2		2
4	Spectrogram 1	1	819.760911589	820.002954796	0.000	161.650	2577.DSG_RAWD_HMS_ 3_50_ 0__DMY_19_ 9_15.wav	0.2420	9.9817	3	2	2	2		2
6	Spectrogram 1	1	1373.464121062	1373.679997436	0.000	240.250	2629.DSG_RAWD_HMS_ 8_10_ 0__DMY_19_ 9_15.wav	0.2159	9.4961	3	2	2	2		2
7	Spectrogram 1	1	1510.565233831	1510.794193622	0.000	182.412	2642.DSG_RAWD_HMS_ 9_15_ 0__DMY_19_ 9_15.wav	0.2290	8.1524	3	2	2	2		2
8	Spectrogram 1	1	2112.140636973	2112.395763597	0.000	284.741	2699.DSG_RAWD_HMS_14_ 0_ 0__DMY_19_ 9_15.wav	0.2551	0.6526	3	2	2	2		2
10	Spectrogram 1	1	2468.526254482	2468.702880606	0.000	198.725	2732.DSG_RAWD_HMS_16_45_ 0__DMY_19_ 9_15.wav	0.1766	4.7823	3	3	2	2		2
12	Spectrogram 1	1	2529.128580715	2529.357540505	0.000	306.986	2738.DSG_RAWD_HMS_17_15_ 0__DMY_19_ 9_15.wav	0.2290	1.4870	3	2	2	2		2
15	Spectrogram 1	1	2629.275513456	2629.458681288	0.000	226.903	2747.DSG_RAWD_HMS_18_ 0_ 0__DMY_19_ 9_15.wav	0.1832	5.7875	3	3	2	2		2
5	Spectrogram 1	1	1119.109445369	1121.176625191	31.144	1557.829	2606.DSG_RAWD_HMS_ 6_15_ 0__DMY_19_ 9_15.wav	2.0672	0.0822	4	3	1	2		2
11	Spectrogram 1	1	2508.064310849	2508.607272638	0.000	817.147	2736.DSG_RAWD_HMS_17_ 5_ 0__DMY_19_ 9_15.wav	0.5430	1.7219	4	1	2	2		2
14	Spectrogram 1	1	2608.518711854	2610.075638429	0.000	821.596	2745.DSG_RAWD_HMS_17_50_ 0__DMY_19_ 9_15.wav	1.5569	6.3299	4	1	2	2		2
16	Spectrogram 1	1	2655.919831360	2656.534751940	0.000	762.275	2750.DSG_RAWD_HMS_18_15_ 0__DMY_19_ 9_15.wav	0.6149	0.4830	4	1	2	2		
