Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Delta Time (s)	File Offset (s)	call variant	level	call cutoff @ end	calls overlap	Notes	false positive
4	Spectrogram 1	1	18.541195001	21.274878376	26.940	150.862	9002.DSG_RAWD_HMS_18_ 0_ 0__DMY_ 6_ 9_15.wav	2.7337	7.8916	1	3	2	2		2
6	Spectrogram 1	1	25.908551740	29.004141189	32.328	155.172	9003.DSG_RAWD_HMS_18_ 5_ 0__DMY_ 6_ 9_15.wav	3.0956	4.6094	1	2	2	1		2
10	Spectrogram 1	1	46.705230070	48.792652600	37.716	153.017	9005.DSG_RAWD_HMS_18_15_ 0__DMY_ 6_ 9_15.wav	2.0874	4.1068	1	3	2	2		2
14	Spectrogram 1	1	82.068626316	83.619652345	37.716	137.154	9008.DSG_RAWD_HMS_18_30_ 0__DMY_ 6_ 9_15.wav	1.5510	7.5214	1	3	2	2		2
16	Spectrogram 1	1	96.997252389	100.480598345	31.250	284.976	9010.DSG_RAWD_HMS_18_40_ 0__DMY_ 6_ 9_15.wav	3.4833	1.1509	1	2	2	2		2
23	Spectrogram 1	1	172.015193951	180.513524067	15.239	214.875	9017.DSG_RAWD_HMS_19_15_ 0__DMY_ 6_ 9_15.wav	8.4983	1.6216	1	2	2	1		2
25	Spectrogram 1	1	181.065047505	182.855190046	34.483	179.825	9018.DSG_RAWD_HMS_19_20_ 0__DMY_ 6_ 9_15.wav	1.7901	0.0218	1	2	1	2		2
26	Spectrogram 1	1	202.359373051	204.227066894	34.483	207.255	9020.DSG_RAWD_HMS_19_30_ 0__DMY_ 6_ 9_15.wav	1.8677	0.0170	1	2	1	2		2
27	Spectrogram 1	1	204.362781672	206.230475515	33.405	208.779	9020.DSG_RAWD_HMS_19_30_ 0__DMY_ 6_ 9_15.wav	1.8677	2.0204	1	3	2	2		2
29	Spectrogram 1	1	213.992072253	215.601261757	37.716	188.968	9021.DSG_RAWD_HMS_19_35_ 0__DMY_ 6_ 9_15.wav	1.6092	1.0001	1	2	2	2		2
32	Spectrogram 1	1	221.094489602	223.608444290	36.638	204.208	9021.DSG_RAWD_HMS_19_35_ 0__DMY_ 6_ 9_15.wav	2.5140	8.1025	1	2	1	1		2
34	Spectrogram 1	1	223.666610342	224.732940737	10.668	202.684	9022.DSG_RAWD_HMS_19_40_ 0__DMY_ 6_ 9_15.wav	1.0663	0.0250	1	2	1	2		1
35	Spectrogram 1	1	229.250316917	230.833655988	35.560	231.638	9022.DSG_RAWD_HMS_19_40_ 0__DMY_ 6_ 9_15.wav	1.5833	5.6087	1	2	2	2		2
36	Spectrogram 1	1	231.557468135	233.127881989	35.560	181.349	9022.DSG_RAWD_HMS_19_40_ 0__DMY_ 6_ 9_15.wav	1.5704	7.9159	1	3	2	2		2
37	Spectrogram 1	1	237.154095866	240.081657495	39.871	199.636	9023.DSG_RAWD_HMS_19_45_ 0__DMY_ 6_ 9_15.wav	2.9276	2.8629	1	3	2	2		2
39	Spectrogram 1	1	248.916060872	252.173215532	36.638	163.793	9024.DSG_RAWD_HMS_19_50_ 0__DMY_ 6_ 9_15.wav	3.2572	3.9753	1	3	2	2		2
49	Spectrogram 1	1	276.950866247	279.193391380	37.716	199.636	9027.DSG_RAWD_HMS_20_ 5_ 0__DMY_ 6_ 9_15.wav	2.2425	0.0613	1	3	2	2		2
50	Spectrogram 1	1	279.329107890	282.172655610	28.017	202.684	9027.DSG_RAWD_HMS_20_ 5_ 0__DMY_ 6_ 9_15.wav	2.8435	2.4395	1	2	2	2		2
51	Spectrogram 1	1	283.536264192	286.437975387	36.638	179.957	9027.DSG_RAWD_HMS_20_ 5_ 0__DMY_ 6_ 9_15.wav	2.9017	6.6467	1	3	2	2		2
53	Spectrogram 1	1	289.766212408	293.029829677	38.793	216.399	9028.DSG_RAWD_HMS_20_10_ 0__DMY_ 6_ 9_15.wav	3.2636	2.2270	1	2	2	2		2
