Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Delta Time (s)	File Offset (s)	call variant	level	call cutoff @ end	calls overlap	Notes
1	Spectrogram 1	1	15.083454975	18.559703751	29.836	454.639	LH1201655407.WAV	3.4762	5.0834	17	3	2	2	
2	Spectrogram 1	1	62.546550932	64.864050116	46.885	490.158	LH1201658407.WAV	2.3175	2.5466	23	3	2	2	
3	Spectrogram 1	1	152.487626152	155.371026300	39.781	313.985	LH1201663807.WAV	2.8834	2.4876	17	3	2	2	
4	Spectrogram 1	1	187.107334343	188.831984898	49.726	451.798	LH1201665607.WAV	1.7247	7.1074	23	3	2	2	
5	Spectrogram 1	1	311.940815404	314.514317404	38.360	450.377	LH1201673407.WAV	2.5735	1.9408	23	3	2	2	
6	Spectrogram 1	1	414.903828045	418.784291795	48.305	375.077	LH1201679407.WAV	3.8805	4.9039	17	3	2	2	
7	Spectrogram 1	1	486.880627817	489.623476253	26.994	529.939	LH1201683607.WAV	2.7428	6.8806	17	2	2	2	
8	Spectrogram 1	1	612.139684871	614.780556034	76.720	470.267	LH1201691407.WAV	2.6409	2.1397	23	3	2	2	
9	Spectrogram 1	1	650.050002443	652.461818454	48.305	456.060	LH1201693807.WAV	2.4118	0.0500	23	3	2	2	
10	Spectrogram 1	1	670.047812292	673.685747058	35.519	444.694	LH1201695007.WAV	3.6379	0.0478	17	3	2	2	
11	Spectrogram 1	1	676.090553837	678.542791346	51.147	488.737	LH1201695007.WAV	2.4522	6.0906	23	3	2	2	
12	Spectrogram 1	1	684.966168846	687.593566177	65.354	510.048	LH1201695607.WAV	2.6274	4.9662	23	3	2	2	
13	Spectrogram 1	1	694.164974290	696.698054794	61.092	507.207	LH1201696207.WAV	2.5331	4.1650	23	3	2	2	
14	Spectrogram 1	1	700.938716632	703.188846654	63.934	474.530	LH1201696807.WAV	2.2501	0.9387	23	3	2	2	
15	Spectrogram 1	1	714.065053468	715.910968516	63.934	494.420	LH1201697407.WAV	1.8459	4.0651	23	3	2	2	
16	Spectrogram 1	1	721.003850446	722.701553337	53.988	440.432	LH1201698007.WAV	1.6977	1.0039	23	3	2	2	
17	Spectrogram 1	1	723.570524759	727.491410006	55.409	387.864	LH1201698007.WAV	3.9209	3.5705	17	3	2	2	
18	Spectrogram 1	1	728.232244051	729.822156281	58.251	414.858	LH1201698007.WAV	1.5899	8.2322	23	3	2	2	
19	Spectrogram 1	1	755.785233327	757.806308197	48.305	477.371	LH1201699807.WAV	2.0211	5.7853	23	3	2	2	
20	Spectrogram 1	1	758.031994702	759.824014420	42.622	473.109	LH1201699807.WAV	1.7920	8.0320	23	3	2	2	
21	Spectrogram 1	1	791.661228938	793.453248656	32.677	511.469	LH1201702207.WAV	1.7920	1.6612	23	3	2	2	
22	Spectrogram 1	1	856.609297852	858.845954041	59.671	456.060	LH1201705807.WAV	2.2367	6.6093	23	3	2	2	
23	Spectrogram 1	1	922.884538887	925.134668909	36.939	518.573	LH1201710007.WAV	2.2501	2.8846	23	3	2	2	
24	Spectrogram 1	1	1012.946833402	1014.792748450	65.354	535.622	LH1201715407.WAV	1.8459	2.9468	23	3	2	2	
25	Spectrogram 1	1	1070.100471402	1073.226400534	41.202	439.011	LH1201719007.WAV	3.1259	0.1005	17	3	2	2	
26	Spectrogram 1	1	1074.398623959	1077.255076441	41.202	456.060	LH1201719007.WAV	2.8565	4.3986	17	3	2	2	
27	Spectrogram 1	1	1153.247774699	1156.494968323	14.065	775.567	LH1201723807.WAV	3.2472	3.2477	17	1	2	2	
28	Spectrogram 1	1	1165.521982592	1166.492098529	31.256	484.475	LH1201724407.WAV	0.9701	5.5220	19	3	2	2	
29	Spectrogram 1	1	1182.757656785	1183.983775540	42.622	426.224	LH1201725607.WAV	1.2261	2.7577	19	3	2	2	
30	Spectrogram 1	1	1493.135439827	1497.083272739	38.360	380.760	LH1201744207.WAV	3.9478	3.1355	17	3	2	2	
31	Spectrogram 1	1	485.594423646	486.842518063	24.153	531.360	LH1201683607.WAV	1.2481	5.5944	19	2	2	2	
