Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Delta Time (s)	File Offset (s)	call variant	level	call cutoff @ end	calls overlap	Notes
1	Spectrogram 1	1	24.407999737	26.627892862	25.573	323.930	LH1202016007.WAV	2.2199	4.4080	23	3	2	2	
2	Spectrogram 1	1	146.303788243	148.676120381	42.622	332.455	LH1202023207.WAV	2.3723	6.3037	23	3	2	2	
3	Spectrogram 1	1	180.533612069	182.582011304	34.098	279.887	LH1202025607.WAV	2.0484	0.5336	17	3	2	2	
4	Spectrogram 1	1	231.330747579	233.379146814	48.305	359.449	LH1202028607.WAV	2.0484	1.3307	23	3	2	2	
5	Spectrogram 1	1	276.030788785	277.145499066	24.153	265.680	LH1202031007.WAV	1.1147	6.0308	17	3	2	2	
6	Spectrogram 1	1	275.382922980	275.954569278	33.388	262.128	LH1202031007.WAV	0.5716	5.3829	18	3	2	2	
7	Spectrogram 1	1	311.184614968	312.756642288	28.415	237.265	LH1202033407.WAV	1.5720	1.1846	17	3	2	2	
8	Spectrogram 1	1	391.448099520	393.620355453	68.196	389.285	LH1202038207.WAV	2.1723	1.4481	23	3	2	2	
9	Spectrogram 1	1	440.901866229	443.264670928	49.726	366.553	LH1202041207.WAV	2.3628	0.9018	23	3	2	2	
10	Spectrogram 1	1	536.218129354	538.218891398	44.043	267.101	LH1202046607.WAV	2.0008	6.2181	17	3	2	2	
11	Spectrogram 1	1	596.389457102	598.656987418	61.092	367.974	LH1202050207.WAV	2.2675	6.3895	23	3	2	2	
12	Spectrogram 1	1	623.045740739	625.113194851	52.568	340.979	LH1202052007.WAV	2.0675	3.0457	23	3	2	2	
13	Spectrogram 1	1	995.973352302	997.221446720	45.464	369.394	LH1202074207.WAV	1.2481	5.9734	19	3	2	2	
14	Spectrogram 1	1	1120.060416420	1121.965904081	38.360	321.089	LH1202082007.WAV	1.9055	0.0604	17	3	1	2	
