Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Delta Time (s)	File Offset (s)	call variant	level	call cutoff @ end	calls overlap	Notes
1	Spectrogram 1	1	2.671081575	2.919940107	0.000	237.654	1751.DSG_DECD_HMS_21_55_ 0__DMY_23_ 8_18.wav	0.2489	2.6711	25	1	2	2	
2	Spectrogram 1	1	4.595587554	4.827855517	0.000	202.160	1751.DSG_DECD_HMS_21_55_ 0__DMY_23_ 8_18.wav	0.2323	4.5956	25	1	2	2	
3	Spectrogram 1	1	5.972604764	6.171691589	0.000	242.284	1751.DSG_DECD_HMS_21_55_ 0__DMY_23_ 8_18.wav	0.1991	5.9726	25	1	2	2	
4	Spectrogram 1	1	39.178428667	39.394106061	0.000	191.358	1752.DSG_DECD_HMS_22_ 0_ 0__DMY_23_ 8_18.wav	0.2157	18.2888	25	1	2	2	
5	Spectrogram 1	1	99.269218999	99.435124687	0.000	149.691	1755.DSG_DECD_HMS_22_15_ 0__DMY_23_ 8_18.wav	0.1659	14.4820	25	1	2	2	
6	Spectrogram 1	1	105.988393254	106.270432923	0.000	235.119	1756.DSG_DECD_HMS_22_20_ 0__DMY_23_ 8_18.wav	0.2820	0.3116	25	1	2	2	
7	Spectrogram 1	1	130.442792506	130.616993478	0.000	142.857	1757.DSG_DECD_HMS_22_25_ 0__DMY_23_ 8_18.wav	0.1742	3.8764	25	3	2	2	
8	Spectrogram 1	1	295.883208776	296.040819179	0.000	319.940	1765.DSG_DECD_HMS_23_ 5_ 0__DMY_23_ 8_18.wav	0.1576	2.2000	25	1	2	2	
9	Spectrogram 1	1	297.127501435	297.301702407	0.000	123.512	1765.DSG_DECD_HMS_23_ 5_ 0__DMY_23_ 8_18.wav	0.1742	3.4443	25	3	2	2	
10	Spectrogram 1	1	306.368323981	306.725021210	0.000	388.393	1765.DSG_DECD_HMS_23_ 5_ 0__DMY_23_ 8_18.wav	0.3567	12.6851	25	1	2	2	
11	Spectrogram 1	1	312.739046094	313.087448038	0.000	205.357	1765.DSG_DECD_HMS_23_ 5_ 0__DMY_23_ 8_18.wav	0.3484	19.0558	25	1	2	2	
12	Spectrogram 1	1	465.056681162	465.280653840	0.000	383.929	1773.DSG_DECD_HMS_23_45_ 0__DMY_23_ 8_18.wav	0.2240	4.2567	25	1	2	2	
13	Spectrogram 1	1	522.642385198	522.891243730	0.000	184.524	1775.DSG_DECD_HMS_23_55_ 0__DMY_23_ 8_18.wav	0.2489	20.0632	25	1	2	2	
14	Spectrogram 1	1	728.713184439	728.912271265	0.000	227.679	1785.DSG_DECD_HMS_ 0_45_ 0__DMY_24_ 8_18.wav	0.1991	17.2380	25	1	2	2	
15	Spectrogram 1	1	917.662822525	917.928271626	0.000	96.726	1794.DSG_DECD_HMS_ 1_30_ 0__DMY_24_ 8_18.wav	0.2654	18.1812	25	3	2	2	
16	Spectrogram 1	1	973.788613021	974.037471553	0.000	205.357	1797.DSG_DECD_HMS_ 1_45_ 0__DMY_24_ 8_18.wav	0.2489	11.6382	25	3	2	2	
17	Spectrogram 1	1	990.984705609	991.150611297	0.000	119.048	1798.DSG_DECD_HMS_ 1_50_ 0__DMY_24_ 8_18.wav	0.1659	7.9447	25	3	2	2	
18	Spectrogram 1	1	992.436380378	992.569104929	0.000	113.095	1798.DSG_DECD_HMS_ 1_50_ 0__DMY_24_ 8_18.wav	0.1327	9.3964	25	3	2	2	
19	Spectrogram 1	1	992.934097442	993.100003130	0.000	119.048	1798.DSG_DECD_HMS_ 1_50_ 0__DMY_24_ 8_18.wav	0.1659	9.8941	25	3	2	2	
20	Spectrogram 1	1	1140.631225275	1140.838607385	0.000	230.655	1805.DSG_DECD_HMS_ 2_25_ 0__DMY_24_ 8_18.wav	0.2074	11.3640	25	1	2	2	
21	Spectrogram 1	1	1141.112351770	1141.402686724	0.000	200.893	1805.DSG_DECD_HMS_ 2_25_ 0__DMY_24_ 8_18.wav	0.2903	11.8452	25	1	2	2	
22	Spectrogram 1	1	1171.506179087	1171.779923472	0.000	220.238	1807.DSG_DECD_HMS_ 2_35_ 0__DMY_24_ 8_18.wav	0.2737	0.4598	25	1	2	2	
23	Spectrogram 1	1	1189.365874266	1189.498598816	0.000	108.631	1807.DSG_DECD_HMS_ 2_35_ 0__DMY_24_ 8_18.wav	0.1327	18.3195	25	3	2	2	
24	Spectrogram 1	1	1529.894802764	1530.143661295	0.000	142.857	1824.DSG_DECD_HMS_ 4_ 0_ 0__DMY_24_ 8_18.wav	0.2489	3.7252	25	3	2	2	
