Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Delta Time (s)	File Offset (s)	call variant	level	call cutoff @ end	calls overlap	Notes
1	Spectrogram 1	1	10.699222476	10.856808164	0.000	130.477	1501.DSG_DECD_HMS_ 1_ 5_ 0__DMY_23_ 8_18.wav	0.1576	10.6992	25	3	2	2	
2	Spectrogram 1	1	45.011235283	45.218584873	0.000	148.196	1503.DSG_DECD_HMS_ 1_15_ 0__DMY_23_ 8_18.wav	0.2073	3.2320	25	3	2	2	
3	Spectrogram 1	1	94.318782019	94.492955675	0.000	164.304	1505.DSG_DECD_HMS_ 1_25_ 0__DMY_23_ 8_18.wav	0.1742	10.7604	25	1	2	2	
4	Spectrogram 1	1	259.716829990	259.874415678	0.000	262.564	1513.DSG_DECD_HMS_ 2_ 5_ 0__DMY_23_ 8_18.wav	0.1576	9.0416	25	1	2	2	
5	Spectrogram 1	1	266.857931299	267.090162839	0.000	119.201	1513.DSG_DECD_HMS_ 2_ 5_ 0__DMY_23_ 8_18.wav	0.2322	16.1827	25	3	2	2	
6	Spectrogram 1	1	268.035676967	268.218144606	0.000	112.758	1513.DSG_DECD_HMS_ 2_ 5_ 0__DMY_23_ 8_18.wav	0.1825	17.3605	25	3	2	2	
7	Spectrogram 1	1	269.644709782	269.843765388	0.000	109.536	1513.DSG_DECD_HMS_ 2_ 5_ 0__DMY_23_ 8_18.wav	0.1991	18.9695	25	3	2	2	
8	Spectrogram 1	1	280.302435883	280.493197505	0.000	227.126	1514.DSG_DECD_HMS_ 2_10_ 0__DMY_23_ 8_18.wav	0.1908	8.7376	25	3	2	2	
9	Spectrogram 1	1	290.163949394	290.346417033	0.000	111.147	1514.DSG_DECD_HMS_ 2_10_ 0__DMY_23_ 8_18.wav	0.1825	18.5991	25	3	2	2	
10	Spectrogram 1	1	328.946498051	329.170435607	0.000	141.753	1516.DSG_DECD_HMS_ 2_20_ 0__DMY_23_ 8_18.wav	0.2239	15.6025	25	3	2	2	
11	Spectrogram 1	1	349.059371771	349.250133394	0.000	90.206	1517.DSG_DECD_HMS_ 2_25_ 0__DMY_23_ 8_18.wav	0.1908	14.8258	25	3	2	2	
12	Spectrogram 1	1	357.087930942	357.336750450	0.000	186.856	1518.DSG_DECD_HMS_ 2_30_ 0__DMY_23_ 8_18.wav	0.2488	1.9647	25	1	2	2	
13	Spectrogram 1	1	384.690253126	384.872720765	0.000	228.737	1519.DSG_DECD_HMS_ 2_35_ 0__DMY_23_ 8_18.wav	0.1825	8.6775	25	3	2	2	
14	Spectrogram 1	1	388.787481015	389.011418572	0.000	111.147	1519.DSG_DECD_HMS_ 2_35_ 0__DMY_23_ 8_18.wav	0.2239	12.7747	25	3	2	2	
15	Spectrogram 1	1	392.826651019	393.025706625	0.000	111.147	1519.DSG_DECD_HMS_ 2_35_ 0__DMY_23_ 8_18.wav	0.1991	16.8139	25	3	2	2	
