Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Delta Time (s)	File Offset (s)	call variant	level	call cutoff @ end	calls overlap	Notes
1	Spectrogram 1	1	2423.236505291	2424.348703007	0.000	350.354	0340.DSG_DECD_HMS_18_40_ 0__DMY_23_10_19.wav	1.1122	47.8842	9	3	2	2	
2	Spectrogram 1	1	2450.702842725	2452.076165123	0.000	459.085	0341.DSG_DECD_HMS_18_45_ 0__DMY_23_10_19.wav	1.3733	14.4840	9	1	2	2	
3	Spectrogram 1	1	2468.962160137	2470.306468681	0.000	491.302	0341.DSG_DECD_HMS_18_45_ 0__DMY_23_10_19.wav	1.3443	32.7433	9	1	2	2	
4	Spectrogram 1	1	2483.807523637	2485.045448051	0.000	571.843	0341.DSG_DECD_HMS_18_45_ 0__DMY_23_10_19.wav	1.2379	47.5886	9	1	2	2	
5	Spectrogram 1	1	2518.556299544	2519.861922950	0.000	656.411	0342.DSG_DECD_HMS_18_50_ 0__DMY_23_10_19.wav	1.3056	21.4709	9	1	2	2	
6	Spectrogram 1	1	2676.758510942	2678.141504624	0.000	382.571	0344.DSG_DECD_HMS_19_ 0_ 0__DMY_23_10_19.wav	1.3830	57.9400	9	2	2	2	
7	Spectrogram 1	1	2699.128092006	2700.559442111	0.000	461.099	0345.DSG_DECD_HMS_19_ 5_ 0__DMY_23_10_19.wav	1.4314	19.1153	9	2	2	2	
8	Spectrogram 1	1	2767.900300331	2769.273622728	0.000	553.721	0346.DSG_DECD_HMS_19_10_ 0__DMY_23_10_19.wav	1.3733	27.0209	9	1	2	2	
9	Spectrogram 1	1	2814.931561778	2816.324226745	0.000	418.814	0347.DSG_DECD_HMS_19_15_ 0__DMY_23_10_19.wav	1.3927	13.1856	9	2	2	2	
10	Spectrogram 1	1	2918.510586702	2920.038649652	0.000	551.707	0348.DSG_DECD_HMS_19_20_ 0__DMY_23_10_19.wav	1.5281	55.8981	9	1	2	2	
