Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Delta Time (s)	File Offset (s)	call variant	level	call cutoff @ end	calls overlap	Notes
1	Spectrogram 1	1	327.164492430	331.808207522	0.000	557.748	0656.DSG_DECD_HMS_21_ 0_ 0__DMY_24_10_19.wav	4.6437	22.2583	10	2	2	2	
2	Spectrogram 1	1	349.280122864	350.286261134	0.000	370.490	0656.DSG_DECD_HMS_21_ 0_ 0__DMY_24_10_19.wav	1.0061	44.3739	9	2	2	2	
3	Spectrogram 1	1	357.958019492	359.196343517	0.000	354.381	0656.DSG_DECD_HMS_21_ 0_ 0__DMY_24_10_19.wav	1.2383	53.0518	9	3	2	2	
4	Spectrogram 1	1	392.553587660	393.617772368	0.000	517.477	0657.DSG_DECD_HMS_21_ 5_ 0__DMY_24_10_19.wav	1.0642	26.7808	9	2	2	2	
5	Spectrogram 1	1	403.572703254	404.453074240	0.000	459.085	0657.DSG_DECD_HMS_21_ 5_ 0__DMY_24_10_19.wav	0.8804	37.7999	9	2	2	2	
6	Spectrogram 1	1	418.413201856	419.351619280	0.000	577.883	0657.DSG_DECD_HMS_21_ 5_ 0__DMY_24_10_19.wav	0.9384	52.6404	9	2	2	2	
7	Spectrogram 1	1	438.710043775	439.629112387	0.000	348.341	0658.DSG_DECD_HMS_21_10_ 0__DMY_24_10_19.wav	0.9191	12.0707	9	2	2	2	
8	Spectrogram 1	1	455.630529759	456.694714467	0.000	334.246	0658.DSG_DECD_HMS_21_10_ 0__DMY_24_10_19.wav	1.0642	28.9912	9	3	2	2	
9	Spectrogram 1	1	504.157210138	505.260092472	0.000	410.760	0659.DSG_DECD_HMS_21_15_ 0__DMY_24_10_19.wav	1.1029	16.6513	9	3	2	2	
10	Spectrogram 1	1	538.123941644	539.091382288	0.000	366.463	0659.DSG_DECD_HMS_21_15_ 0__DMY_24_10_19.wav	0.9674	50.6180	9	3	2	2	
11	Spectrogram 1	1	685.648475234	686.722334349	0.000	354.381	0662.DSG_DECD_HMS_21_30_ 0__DMY_24_10_19.wav	1.0739	15.5429	9	3	2	2	
12	Spectrogram 1	1	701.785332803	703.004308014	0.000	430.896	0662.DSG_DECD_HMS_21_30_ 0__DMY_24_10_19.wav	1.2190	31.6797	9	2	2	2	
13	Spectrogram 1	1	770.308927314	771.295716771	0.000	612.113	0663.DSG_DECD_HMS_21_35_ 0__DMY_24_10_19.wav	0.9868	39.3368	9	2	2	2	
14	Spectrogram 1	1	805.959007799	806.897425223	0.000	372.503	0664.DSG_DECD_HMS_21_40_ 0__DMY_24_10_19.wav	0.9384	13.5468	9	3	2	2	
15	Spectrogram 1	1	1225.082042913	1226.339715750	0.000	555.735	0671.DSG_DECD_HMS_22_15_ 0__DMY_24_10_19.wav	1.2577	6.6040	9	2	2	2	
16	Spectrogram 1	1	1226.978207056	1227.955322107	2.014	362.436	0671.DSG_DECD_HMS_22_15_ 0__DMY_24_10_19.wav	0.9771	8.5001	9	3	2	2	
17	Spectrogram 1	1	1244.614595400	1245.562687231	0.000	523.518	0671.DSG_DECD_HMS_22_15_ 0__DMY_24_10_19.wav	0.9481	26.1365	9	2	2	2	
18	Spectrogram 1	1	1250.080635039	1250.951331619	0.000	428.882	0671.DSG_DECD_HMS_22_15_ 0__DMY_24_10_19.wav	0.8707	31.6026	9	2	2	2	
19	Spectrogram 1	1	1256.514075485	1257.742725103	0.000	583.924	0671.DSG_DECD_HMS_22_15_ 0__DMY_24_10_19.wav	1.2286	38.0360	9	2	2	2	
20	Spectrogram 1	1	1331.993554092	1332.951320329	0.000	571.843	0672.DSG_DECD_HMS_22_20_ 0__DMY_24_10_19.wav	0.9578	52.6489	9	2	2	2	
21	Spectrogram 1	1	1343.815636946	1345.160379441	0.000	668.492	0673.DSG_DECD_HMS_22_25_ 0__DMY_24_10_19.wav	1.3447	3.6044	9	2	2	2	
22	Spectrogram 1	1	1374.376987457	1375.383125727	0.000	418.814	0673.DSG_DECD_HMS_22_25_ 0__DMY_24_10_19.wav	1.0061	34.1658	9	3	2	2	
23	Spectrogram 1	1	1380.587956392	1381.555397036	0.000	547.680	0673.DSG_DECD_HMS_22_25_ 0__DMY_24_10_19.wav	0.9674	40.3768	9	2	2	2	
24	Spectrogram 1	1	1426.734711565	1428.214895750	0.000	388.611	0674.DSG_DECD_HMS_22_30_ 0__DMY_24_10_19.wav	1.4802	25.6570	9	2	2	2	
25	Spectrogram 1	1	1438.547125326	1440.027309512	0.000	527.545	0674.DSG_DECD_HMS_22_30_ 0__DMY_24_10_19.wav	1.4802	37.4694	9	2	2	2	
26	Spectrogram 1	1	1452.125106389	1453.276360756	0.000	453.044	0674.DSG_DECD_HMS_22_30_ 0__DMY_24_10_19.wav	1.1513	51.0473	9	2	2	2	
