Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Delta Time (s)	File Offset (s)	call variant	level	call cutoff @ end	calls overlap	Notes
1	Spectrogram 1	1	2.891714062	3.849171227	0.000	442.977	0351.DSG_DECD_HMS_19_35_ 0__DMY_23_10_19.wav	0.9575	2.8917	9	2	2	2	
2	Spectrogram 1	1	132.234928754	133.260084910	0.000	589.965	0353.DSG_DECD_HMS_19_45_ 0__DMY_23_10_19.wav	1.0252	10.5018	9	2	2	2	
3	Spectrogram 1	1	159.952727399	161.190651814	12.081	318.138	0353.DSG_DECD_HMS_19_45_ 0__DMY_23_10_19.wav	1.2379	38.2196	9	3	2	2	
4	Spectrogram 1	1	322.091273669	323.232485239	0.000	382.571	0356.DSG_DECD_HMS_20_ 0_ 0__DMY_23_10_19.wav	1.1412	17.4308	9	2	2	2	
5	Spectrogram 1	1	353.155333241	354.412600225	0.000	614.127	0356.DSG_DECD_HMS_20_ 0_ 0__DMY_23_10_19.wav	1.2573	48.4949	9	1	2	2	
6	Spectrogram 1	1	356.134088864	361.114800376	0.000	738.966	0356.DSG_DECD_HMS_20_ 0_ 0__DMY_23_10_19.wav	4.9807	51.4736	10	1	2	2	
7	Spectrogram 1	1	374.596494500	375.969816898	0.000	432.909	0357.DSG_DECD_HMS_20_ 5_ 0__DMY_23_10_19.wav	1.3733	9.0695	9	2	2	2	
8	Spectrogram 1	1	387.942824494	389.064693495	0.000	402.706	0357.DSG_DECD_HMS_20_ 5_ 0__DMY_23_10_19.wav	1.1219	22.4158	9	2	2	2	
9	Spectrogram 1	1	424.867684169	426.376404549	0.000	481.234	0357.DSG_DECD_HMS_20_ 5_ 0__DMY_23_10_19.wav	1.5087	59.3406	9	2	1	2	
10	Spectrogram 1	1	449.142539353	450.448162760	0.000	579.897	0358.DSG_DECD_HMS_20_10_ 0__DMY_23_10_19.wav	1.3056	22.7489	9	2	2	2	
11	Spectrogram 1	1	469.800341604	471.125307579	0.000	483.247	0358.DSG_DECD_HMS_20_10_ 0__DMY_23_10_19.wav	1.3250	43.4067	9	2	2	2	
12	Spectrogram 1	1	824.030151116	824.997279565	0.000	322.165	0364.DSG_DECD_HMS_20_40_ 0__DMY_23_10_19.wav	0.9671	32.3553	9	2	2	2	
13	Spectrogram 1	1	911.777464682	912.957361389	0.000	398.679	0365.DSG_DECD_HMS_20_45_ 0__DMY_23_10_19.wav	1.1799	59.2360	9	2	2	2	
14	Spectrogram 1	1	2254.330630983	2255.326773286	0.000	626.208	0388.DSG_DECD_HMS_22_40_ 0__DMY_23_10_19.wav	0.9961	1.0391	9	1	2	2	
15	Spectrogram 1	1	2617.223439918	2618.519392040	0.000	408.747	0393.DSG_DECD_HMS_23_ 5_ 0__DMY_23_10_19.wav	1.2960	59.1895	9	3	2	2	
