Selection	View	Channel	Low Freq (Hz)	High Freq (Hz)	Begin File	Delta Time (s)	File Offset (s)	call variant	level	calls overlap	call cutoff @ end	Notes
1	Waveform 1	1	32.679	292.553	6601.DSG_RAWD_HMS_20_25_ 0__DMY_ 6_11_15.wav	10.5651	0.0726	6	1	1	1	
1	Spectrogram 1	1	32.679	292.553	6601.DSG_RAWD_HMS_20_25_ 0__DMY_ 6_11_15.wav	10.5651	0.0726	6	1	1	1	
2	Waveform 1	1	32.679	289.441	6602.DSG_RAWD_HMS_20_30_ 0__DMY_ 6_11_15.wav	10.5651	0.0526	6	1	1	1	
2	Spectrogram 1	1	32.679	289.441	6602.DSG_RAWD_HMS_20_30_ 0__DMY_ 6_11_15.wav	10.5651	0.0526	6	1	1	1	
3	Waveform 1	1	32.679	287.885	6603.DSG_RAWD_HMS_20_35_ 0__DMY_ 6_11_15.wav	10.5772	0.0195	6	1	1	1	
3	Spectrogram 1	1	32.679	287.885	6603.DSG_RAWD_HMS_20_35_ 0__DMY_ 6_11_15.wav	10.5772	0.0195	6	1	1	1	
4	Waveform 1	1	31.123	292.553	6604.DSG_RAWD_HMS_20_40_ 0__DMY_ 6_11_15.wav	10.6256	0.0006	6	1	1	1	
4	Spectrogram 1	1	31.123	292.553	6604.DSG_RAWD_HMS_20_40_ 0__DMY_ 6_11_15.wav	10.6256	0.0006	6	1	1	1	
5	Waveform 1	1	38.903	292.553	6605.DSG_RAWD_HMS_20_45_ 0__DMY_ 6_11_15.wav	10.5288	0.0643	6	1	1	1	
5	Spectrogram 1	1	38.903	292.553	6605.DSG_RAWD_HMS_20_45_ 0__DMY_ 6_11_15.wav	10.5288	0.0643	6	1	1	1	
6	Waveform 1	1	21.786	292.553	6606.DSG_RAWD_HMS_20_50_ 0__DMY_ 6_11_15.wav	10.6135	0.0212	6	1	1	1	
6	Spectrogram 1	1	21.786	292.553	6606.DSG_RAWD_HMS_20_50_ 0__DMY_ 6_11_15.wav	10.6135	0.0212	6	1	1	1	
7	Waveform 1	1	24.898	298.778	6607.DSG_RAWD_HMS_20_55_ 0__DMY_ 6_11_15.wav	10.5530	0.0611	6	1	1	1	
7	Spectrogram 1	1	24.898	298.778	6607.DSG_RAWD_HMS_20_55_ 0__DMY_ 6_11_15.wav	10.5530	0.0611	6	1	1	1	
8	Waveform 1	1	29.567	297.221	6608.DSG_RAWD_HMS_21_ 0_ 0__DMY_ 6_11_15.wav	10.6014	0.0420	6	1	1	1	
8	Spectrogram 1	1	29.567	297.221	6608.DSG_RAWD_HMS_21_ 0_ 0__DMY_ 6_11_15.wav	10.6014	0.0420	6	1	1	1	
9	Waveform 1	1	26.454	300.334	6609.DSG_RAWD_HMS_21_ 5_ 0__DMY_ 6_11_15.wav	10.5651	0.0458	6	1	1	1	
9	Spectrogram 1	1	26.454	300.334	6609.DSG_RAWD_HMS_21_ 5_ 0__DMY_ 6_11_15.wav	10.5651	0.0458	6	1	1	1	
10	Waveform 1	1	28.010	305.002	6610.DSG_RAWD_HMS_21_10_ 0__DMY_ 6_11_15.wav	10.6256	0.0142	6	1	1	1	
