Selection	View	Channel	Low Freq (Hz)	High Freq (Hz)	Begin File	Delta Time (s)	File Offset (s)	call variant	level	calls overlap	call cutoff @ end	Notes
1	Waveform 1	1	45.128	124.491	6265.DSG_RAWD_HMS_14_25_ 0__DMY_24_ 3_16.wav	3.1881	0.0111	1	3	2	1	
1	Spectrogram 1	1	45.128	124.491	6265.DSG_RAWD_HMS_14_25_ 0__DMY_24_ 3_16.wav	3.1881	0.0111	1	3	2	1	
2	Waveform 1	1	45.128	163.394	6266.DSG_RAWD_HMS_14_30_ 0__DMY_24_ 3_16.wav	1.8508	8.7578	1	3	2	1	
2	Spectrogram 1	1	45.128	163.394	6266.DSG_RAWD_HMS_14_30_ 0__DMY_24_ 3_16.wav	1.8508	8.7578	1	3	2	1	
3	Waveform 1	1	40.459	152.501	6267.DSG_RAWD_HMS_14_35_ 0__DMY_24_ 3_16.wav	3.0919	0.1516	1	3	2	2	
3	Spectrogram 1	1	40.459	152.501	6267.DSG_RAWD_HMS_14_35_ 0__DMY_24_ 3_16.wav	3.0919	0.1516	1	3	2	2	
4	Waveform 1	1	40.459	144.720	6269.DSG_RAWD_HMS_14_45_ 0__DMY_24_ 3_16.wav	5.5418	4.8283	1	3	2	2	
4	Spectrogram 1	1	40.459	144.720	6269.DSG_RAWD_HMS_14_45_ 0__DMY_24_ 3_16.wav	5.5418	4.8283	1	3	2	2	
5	Waveform 1	1	0.000	155.613	6270.DSG_RAWD_HMS_14_50_ 0__DMY_24_ 3_16.wav	0.1819	6.1150	3	3	2	2	
5	Spectrogram 1	1	0.000	155.613	6270.DSG_RAWD_HMS_14_50_ 0__DMY_24_ 3_16.wav	0.1819	6.1150	3	3	2	2	
6	Waveform 1	1	0.000	163.394	6272.DSG_RAWD_HMS_15_ 0_ 0__DMY_24_ 3_16.wav	0.1391	5.9050	3	2	2	2	
6	Spectrogram 1	1	0.000	163.394	6272.DSG_RAWD_HMS_15_ 0_ 0__DMY_24_ 3_16.wav	0.1391	5.9050	3	2	2	2	
7	Waveform 1	1	0.000	160.282	6277.DSG_RAWD_HMS_15_25_ 0__DMY_24_ 3_16.wav	0.3103	5.8787	3	2	2	2	
7	Spectrogram 1	1	0.000	160.282	6277.DSG_RAWD_HMS_15_25_ 0__DMY_24_ 3_16.wav	0.3103	5.8787	3	2	2	2	
8	Waveform 1	1	0.000	110.485	6283.DSG_RAWD_HMS_15_55_ 0__DMY_24_ 3_16.wav	0.1070	6.2569	3	2	2	2	
8	Spectrogram 1	1	0.000	110.485	6283.DSG_RAWD_HMS_15_55_ 0__DMY_24_ 3_16.wav	0.1070	6.2569	3	2	2	2	
9	Waveform 1	1	0.000	160.282	6290.DSG_RAWD_HMS_16_30_ 0__DMY_24_ 3_16.wav	0.1284	7.9868	3	2	2	2	
9	Spectrogram 1	1	0.000	160.282	6290.DSG_RAWD_HMS_16_30_ 0__DMY_24_ 3_16.wav	0.1284	7.9868	3	2	2	2	
10	Waveform 1	1	0.000	194.517	6292.DSG_RAWD_HMS_16_40_ 0__DMY_24_ 3_16.wav	0.2996	3.5270	3	2	2	2	
10	Spectrogram 1	1	0.000	194.517	6292.DSG_RAWD_HMS_16_40_ 0__DMY_24_ 3_16.wav	0.2996	3.5270	3	2	2	2	
11	Waveform 1	1	1.556	202.297	6295.DSG_RAWD_HMS_16_55_ 0__DMY_24_ 3_16.wav	0.4065	2.2736	3	1	2	2	
11	Spectrogram 1	1	1.556	202.297	6295.DSG_RAWD_HMS_16_55_ 0__DMY_24_ 3_16.wav	0.4065	2.2736	3	1	2	2	
12	Waveform 1	1	0.000	185.180	6297.DSG_RAWD_HMS_17_ 5_ 0__DMY_24_ 3_16.wav	0.0642	0.0123	3	3	2	1	
12	Spectrogram 1	1	0.000	185.180	6297.DSG_RAWD_HMS_17_ 5_ 0__DMY_24_ 3_16.wav	0.0642	0.0123	3	3	2	1	
13	Waveform 1	1	0.000	174.287	6302.DSG_RAWD_HMS_17_30_ 0__DMY_24_ 3_16.wav	0.2033	1.9684	3	2	2	2	
13	Spectrogram 1	1	0.000	174.287	6302.DSG_RAWD_HMS_17_30_ 0__DMY_24_ 3_16.wav	0.2033	1.9684	3	2	2	2	
14	Waveform 1	1	0.000	160.282	6302.DSG_RAWD_HMS_17_30_ 0__DMY_24_ 3_16.wav	0.2033	7.7563	3	2	2	2	
14	Spectrogram 1	1	0.000	160.282	6302.DSG_RAWD_HMS_17_30_ 0__DMY_24_ 3_16.wav	0.2033	7.7563	3	2	2	2	
