Selection	View	Channel	Low Freq (Hz)	High Freq (Hz)	Begin File	Delta Time (s)	File Offset (s)	call variant	level	calls overlap	call cutoff @ end	Notes
1	Waveform 1	1	0.000	136.940	2005.DSG_RAWD_HMS_ 5_55_ 0__DMY_18_ 5_16.wav	0.1925	10.1710	3	3	2	2	
1	Spectrogram 1	1	0.000	136.940	2005.DSG_RAWD_HMS_ 5_55_ 0__DMY_18_ 5_16.wav	0.1925	10.1710	3	3	2	2	
2	Waveform 1	1	0.000	127.603	2011.DSG_RAWD_HMS_ 6_25_ 0__DMY_18_ 5_16.wav	0.1604	5.0996	3	3	2	2	
2	Spectrogram 1	1	0.000	127.603	2011.DSG_RAWD_HMS_ 6_25_ 0__DMY_18_ 5_16.wav	0.1604	5.0996	3	3	2	2	
3	Waveform 1	1	0.000	183.624	2030.DSG_RAWD_HMS_ 8_ 0_ 0__DMY_18_ 5_16.wav	0.1497	4.5301	3	2	2	2	
3	Spectrogram 1	1	0.000	183.624	2030.DSG_RAWD_HMS_ 8_ 0_ 0__DMY_18_ 5_16.wav	0.1497	4.5301	3	2	2	2	
4	Waveform 1	1	42.016	231.864	2043.DSG_RAWD_HMS_ 9_ 5_ 0__DMY_18_ 5_16.wav	2.2132	8.4252	1	3	2	1	
4	Spectrogram 1	1	42.016	231.864	2043.DSG_RAWD_HMS_ 9_ 5_ 0__DMY_18_ 5_16.wav	2.2132	8.4252	1	3	2	1	
5	Waveform 1	1	0.000	178.955	2055.DSG_RAWD_HMS_10_ 5_ 0__DMY_18_ 5_16.wav	0.1711	10.3268	3	2	2	2	
5	Spectrogram 1	1	0.000	178.955	2055.DSG_RAWD_HMS_10_ 5_ 0__DMY_18_ 5_16.wav	0.1711	10.3268	3	2	2	2	
6	Waveform 1	1	0.000	290.997	2057.DSG_RAWD_HMS_10_15_ 0__DMY_18_ 5_16.wav	0.1711	5.3486	3	1	2	2	
6	Spectrogram 1	1	0.000	290.997	2057.DSG_RAWD_HMS_10_15_ 0__DMY_18_ 5_16.wav	0.1711	5.3486	3	1	2	2	
7	Waveform 1	1	54.465	122.934	2060.DSG_RAWD_HMS_10_30_ 0__DMY_18_ 5_16.wav	2.2988	3.7592	3	3	2	2	
7	Spectrogram 1	1	54.465	122.934	2060.DSG_RAWD_HMS_10_30_ 0__DMY_18_ 5_16.wav	2.2988	3.7592	3	3	2	2	
8	Waveform 1	1	0.000	231.864	2064.DSG_RAWD_HMS_10_50_ 0__DMY_18_ 5_16.wav	0.2138	3.9711	3	1	2	2	
8	Spectrogram 1	1	0.000	231.864	2064.DSG_RAWD_HMS_10_50_ 0__DMY_18_ 5_16.wav	0.2138	3.9711	3	1	2	2	
9	Waveform 1	1	0.000	164.950	2071.DSG_RAWD_HMS_11_25_ 0__DMY_18_ 5_16.wav	0.1604	4.7580	3	1	2	2	
9	Spectrogram 1	1	0.000	164.950	2071.DSG_RAWD_HMS_11_25_ 0__DMY_18_ 5_16.wav	0.1604	4.7580	3	1	2	2	
10	Waveform 1	1	0.000	155.613	2087.DSG_RAWD_HMS_12_45_ 0__DMY_18_ 5_16.wav	0.2138	4.5189	3	2	2	2	
10	Spectrogram 1	1	0.000	155.613	2087.DSG_RAWD_HMS_12_45_ 0__DMY_18_ 5_16.wav	0.2138	4.5189	3	2	2	2	
11	Waveform 1	1	0.000	182.068	2087.DSG_RAWD_HMS_12_45_ 0__DMY_18_ 5_16.wav	0.1390	10.2630	3	1	2	2	
11	Spectrogram 1	1	0.000	182.068	2087.DSG_RAWD_HMS_12_45_ 0__DMY_18_ 5_16.wav	0.1390	10.2630	3	1	2	2	
12	Waveform 1	1	38.903	163.394	2093.DSG_RAWD_HMS_13_15_ 0__DMY_18_ 5_16.wav	2.7371	7.8970	1	2	2	1	
12	Spectrogram 1	1	38.903	163.394	2093.DSG_RAWD_HMS_13_15_ 0__DMY_18_ 5_16.wav	2.7371	7.8970	1	2	2	1	
13	Waveform 1	1	60.689	138.496	2095.DSG_RAWD_HMS_13_25_ 0__DMY_18_ 5_16.wav	2.8333	3.8759	1	3	2	2	
13	Spectrogram 1	1	60.689	138.496	2095.DSG_RAWD_HMS_13_25_ 0__DMY_18_ 5_16.wav	2.8333	3.8759	1	3	2	2	
14	Waveform 1	1	29.567	172.731	2101.DSG_RAWD_HMS_13_55_ 0__DMY_18_ 5_16.wav	9.6868	0.9452	1	2	2	1	
14	Spectrogram 1	1	29.567	172.731	2101.DSG_RAWD_HMS_13_55_ 0__DMY_18_ 5_16.wav	9.6868	0.9452	1	2	2	1	
15	Waveform 1	1	0.000	213.190	2106.DSG_RAWD_HMS_14_20_ 0__DMY_18_ 5_16.wav	0.2138	6.1652	3	1	2	2	
15	Spectrogram 1	1	0.000	213.190	2106.DSG_RAWD_HMS_14_20_ 0__DMY_18_ 5_16.wav	0.2138	6.1652	3	1	2	2	
16	Waveform 1	1	0.000	127.603	2108.DSG_RAWD_HMS_14_30_ 0__DMY_18_ 5_16.wav	0.2031	6.8403	3	3	2	2	
16	Spectrogram 1	1	0.000	127.603	2108.DSG_RAWD_HMS_14_30_ 0__DMY_18_ 5_16.wav	0.2031	6.8403	3	3	2	2	
17	Waveform 1	1	37.347	183.624	2109.DSG_RAWD_HMS_14_35_ 0__DMY_18_ 5_16.wav	2.4805	5.4819	1	2	2	2	
17	Spectrogram 1	1	37.347	183.624	2109.DSG_RAWD_HMS_14_35_ 0__DMY_18_ 5_16.wav	2.4805	5.4819	1	2	2	2	
18	Waveform 1	1	0.000	210.078	2111.DSG_RAWD_HMS_14_45_ 0__DMY_18_ 5_16.wav	0.1818	3.3072	3	3	2	2	
18	Spectrogram 1	1	0.000	210.078	2111.DSG_RAWD_HMS_14_45_ 0__DMY_18_ 5_16.wav	0.1818	3.3072	3	3	2	2	
19	Waveform 1	1	0.000	152.501	2114.DSG_RAWD_HMS_15_ 0_ 0__DMY_18_ 5_16.wav	0.2138	3.0112	3	2	2	2	
19	Spectrogram 1	1	0.000	152.501	2114.DSG_RAWD_HMS_15_ 0_ 0__DMY_18_ 5_16.wav	0.2138	3.0112	3	2	2	2	
20	Waveform 1	1	20.230	166.506	2117.DSG_RAWD_HMS_15_15_ 0__DMY_18_ 5_16.wav	2.4057	8.2271	1	1	2	1	
20	Spectrogram 1	1	20.230	166.506	2117.DSG_RAWD_HMS_15_15_ 0__DMY_18_ 5_16.wav	2.4057	8.2271	1	1	2	1	
21	Waveform 1	1	40.459	154.057	2121.DSG_RAWD_HMS_15_35_ 0__DMY_18_ 5_16.wav	3.8170	2.7830	1	3	2	2	
21	Spectrogram 1	1	40.459	154.057	2121.DSG_RAWD_HMS_15_35_ 0__DMY_18_ 5_16.wav	3.8170	2.7830	1	3	2	2	
22	Waveform 1	1	34.235	172.731	2123.DSG_RAWD_HMS_15_45_ 0__DMY_18_ 5_16.wav	2.8975	7.7431	1	3	2	1	
22	Spectrogram 1	1	34.235	172.731	2123.DSG_RAWD_HMS_15_45_ 0__DMY_18_ 5_16.wav	2.8975	7.7431	1	3	2	1	
23	Waveform 1	1	35.791	191.404	2124.DSG_RAWD_HMS_15_50_ 0__DMY_18_ 5_16.wav	3.1541	0.2476	1	2	2	2	
23	Spectrogram 1	1	35.791	191.404	2124.DSG_RAWD_HMS_15_50_ 0__DMY_18_ 5_16.wav	3.1541	0.2476	1	2	2	2	
