Selection	View	Channel	Low Freq (Hz)	High Freq (Hz)	Begin File	Delta Time (s)	File Offset (s)	call variant	level	calls overlap	call cutoff @ end	Notes
1	Waveform 1	1	42.016	121.378	3001.DSG_RAWD_HMS_18_55_ 0__DMY_ 2_ 1_16.wav	3.3257	0.7165	1	3	2	2	
1	Spectrogram 1	1	42.016	121.378	3001.DSG_RAWD_HMS_18_55_ 0__DMY_ 2_ 1_16.wav	3.3257	0.7165	1	3	2	2	
2	Waveform 1	1	31.123	294.109	3001.DSG_RAWD_HMS_18_55_ 0__DMY_ 2_ 1_16.wav	3.8497	5.2184	1	1	2	2	
2	Spectrogram 1	1	31.123	294.109	3001.DSG_RAWD_HMS_18_55_ 0__DMY_ 2_ 1_16.wav	3.8497	5.2184	1	1	2	2	
3	Waveform 1	1	23.342	154.057	3002.DSG_RAWD_HMS_19_ 0_ 0__DMY_ 2_ 1_16.wav	3.4112	3.8508	2	2	2	2	
3	Spectrogram 1	1	23.342	154.057	3002.DSG_RAWD_HMS_19_ 0_ 0__DMY_ 2_ 1_16.wav	3.4112	3.8508	2	2	2	2	
4	Waveform 1	1	32.679	166.506	3003.DSG_RAWD_HMS_19_ 5_ 0__DMY_ 2_ 1_16.wav	3.9031	6.8748	2	2	2	2	
4	Spectrogram 1	1	32.679	166.506	3003.DSG_RAWD_HMS_19_ 5_ 0__DMY_ 2_ 1_16.wav	3.9031	6.8748	2	2	2	2	
5	Waveform 1	1	34.235	191.404	3004.DSG_RAWD_HMS_19_10_ 0__DMY_ 2_ 1_16.wav	2.2243	8.3944	2	3	2	1	
5	Spectrogram 1	1	34.235	191.404	3004.DSG_RAWD_HMS_19_10_ 0__DMY_ 2_ 1_16.wav	2.2243	8.3944	2	3	2	1	
7	Waveform 1	1	32.679	197.629	3005.DSG_RAWD_HMS_19_15_ 0__DMY_ 2_ 1_16.wav	10.5973	0.0546	6	3	1	1	
7	Spectrogram 1	1	32.679	197.629	3005.DSG_RAWD_HMS_19_15_ 0__DMY_ 2_ 1_16.wav	10.5973	0.0546	6	3	1	1	
8	Waveform 1	1	3.112	213.190	3006.DSG_RAWD_HMS_19_20_ 0__DMY_ 2_ 1_16.wav	0.2566	1.9592	3	1	1	2	
8	Spectrogram 1	1	3.112	213.190	3006.DSG_RAWD_HMS_19_20_ 0__DMY_ 2_ 1_16.wav	0.2566	1.9592	3	1	1	2	
9	Waveform 1	1	42.016	185.180	3006.DSG_RAWD_HMS_19_20_ 0__DMY_ 2_ 1_16.wav	3.3792	0.0451	2	3	1	1	
9	Spectrogram 1	1	42.016	185.180	3006.DSG_RAWD_HMS_19_20_ 0__DMY_ 2_ 1_16.wav	3.3792	0.0451	2	3	1	1	
10	Waveform 1	1	35.791	194.517	3006.DSG_RAWD_HMS_19_20_ 0__DMY_ 2_ 1_16.wav	4.3095	3.5312	2	3	2	2	
10	Spectrogram 1	1	35.791	194.517	3006.DSG_RAWD_HMS_19_20_ 0__DMY_ 2_ 1_16.wav	4.3095	3.5312	2	3	2	2	
11	Waveform 1	1	34.235	152.501	3007.DSG_RAWD_HMS_19_25_ 0__DMY_ 2_ 1_16.wav	7.1540	1.7251	2	2	2	2	
11	Spectrogram 1	1	34.235	152.501	3007.DSG_RAWD_HMS_19_25_ 0__DMY_ 2_ 1_16.wav	7.1540	1.7251	2	2	2	2	
12	Waveform 1	1	34.235	174.287	3008.DSG_RAWD_HMS_19_30_ 0__DMY_ 2_ 1_16.wav	4.2239	0.2720	2	2	2	2	
12	Spectrogram 1	1	34.235	174.287	3008.DSG_RAWD_HMS_19_30_ 0__DMY_ 2_ 1_16.wav	4.2239	0.2720	2	2	2	2	
13	Waveform 1	1	23.342	197.629	3009.DSG_RAWD_HMS_19_35_ 0__DMY_ 2_ 1_16.wav	6.7262	0.0272	1	1	2	1	
13	Spectrogram 1	1	23.342	197.629	3009.DSG_RAWD_HMS_19_35_ 0__DMY_ 2_ 1_16.wav	6.7262	0.0272	1	1	2	1	
14	Waveform 1	1	24.898	308.114	3010.DSG_RAWD_HMS_19_40_ 0__DMY_ 2_ 1_16.wav	2.3312	7.9950	1	1	2	2	
14	Spectrogram 1	1	24.898	308.114	3010.DSG_RAWD_HMS_19_40_ 0__DMY_ 2_ 1_16.wav	2.3312	7.9950	1	1	2	2	
15	Waveform 1	1	37.347	122.934	3010.DSG_RAWD_HMS_19_40_ 0__DMY_ 2_ 1_16.wav	4.2026	10.4545	1	2	2	2	
15	Spectrogram 1	1	37.347	122.934	3010.DSG_RAWD_HMS_19_40_ 0__DMY_ 2_ 1_16.wav	4.2026	10.4545	1	2	2	2	
16	Waveform 1	1	38.903	189.848	3012.DSG_RAWD_HMS_19_50_ 0__DMY_ 2_ 1_16.wav	4.7693	0.0413	1	1	1	1	
16	Spectrogram 1	1	38.903	189.848	3012.DSG_RAWD_HMS_19_50_ 0__DMY_ 2_ 1_16.wav	4.7693	0.0413	1	1	1	1	
17	Waveform 1	1	34.235	174.287	3012.DSG_RAWD_HMS_19_50_ 0__DMY_ 2_ 1_16.wav	6.4268	4.2332	2	3	1	1	
17	Spectrogram 1	1	34.235	174.287	3012.DSG_RAWD_HMS_19_50_ 0__DMY_ 2_ 1_16.wav	6.4268	4.2332	2	3	1	1	
18	Waveform 1	1	42.016	172.731	3013.DSG_RAWD_HMS_19_55_ 0__DMY_ 2_ 1_16.wav	4.2026	0.0532	1	3	2	1	
18	Spectrogram 1	1	42.016	172.731	3013.DSG_RAWD_HMS_19_55_ 0__DMY_ 2_ 1_16.wav	4.2026	0.0532	1	3	2	1	
19	Waveform 1	1	34.235	174.287	3014.DSG_RAWD_HMS_20_ 0_ 0__DMY_ 2_ 1_16.wav	10.6187	0.0009	6	3	1	1	
19	Spectrogram 1	1	34.235	174.287	3014.DSG_RAWD_HMS_20_ 0_ 0__DMY_ 2_ 1_16.wav	10.6187	0.0009	6	3	1	1	
20	Waveform 1	1	28.010	175.843	3015.DSG_RAWD_HMS_20_ 5_ 0__DMY_ 2_ 1_16.wav	10.5866	0.0418	6	2	1	1	
20	Spectrogram 1	1	28.010	175.843	3015.DSG_RAWD_HMS_20_ 5_ 0__DMY_ 2_ 1_16.wav	10.5866	0.0418	6	2	1	1	
21	Waveform 1	1	35.791	194.517	3016.DSG_RAWD_HMS_20_10_ 0__DMY_ 2_ 1_16.wav	11.0036	0.0322	6	2	1	1	
21	Spectrogram 1	1	35.791	194.517	3016.DSG_RAWD_HMS_20_10_ 0__DMY_ 2_ 1_16.wav	11.0036	0.0322	6	2	1	1	
22	Waveform 1	1	31.123	194.517	3017.DSG_RAWD_HMS_20_15_ 0__DMY_ 2_ 1_16.wav	10.5545	0.0729	6	3	1	1	
22	Spectrogram 1	1	31.123	194.517	3017.DSG_RAWD_HMS_20_15_ 0__DMY_ 2_ 1_16.wav	10.5545	0.0729	6	3	1	1	
23	Waveform 1	1	26.454	194.517	3018.DSG_RAWD_HMS_20_20_ 0__DMY_ 2_ 1_16.wav	10.5759	0.0420	6	2	1	1	
23	Spectrogram 1	1	26.454	194.517	3018.DSG_RAWD_HMS_20_20_ 0__DMY_ 2_ 1_16.wav	10.5759	0.0420	6	2	1	1	
24	Waveform 1	1	38.903	191.404	3019.DSG_RAWD_HMS_20_25_ 0__DMY_ 2_ 1_16.wav	10.5759	0.0645	6	2	1	1	
24	Spectrogram 1	1	38.903	191.404	3019.DSG_RAWD_HMS_20_25_ 0__DMY_ 2_ 1_16.wav	10.5759	0.0645	6	2	1	1	
25	Waveform 1	1	28.010	197.629	3020.DSG_RAWD_HMS_20_30_ 0__DMY_ 2_ 1_16.wav	10.5759	0.0443	6	2	1	1	
25	Spectrogram 1	1	28.010	197.629	3020.DSG_RAWD_HMS_20_30_ 0__DMY_ 2_ 1_16.wav	10.5759	0.0443	6	2	1	1	
26	Waveform 1	1	28.010	169.618	3021.DSG_RAWD_HMS_20_35_ 0__DMY_ 2_ 1_16.wav	10.5866	0.0455	6	1	1	1	
26	Spectrogram 1	1	28.010	169.618	3021.DSG_RAWD_HMS_20_35_ 0__DMY_ 2_ 1_16.wav	10.5866	0.0455	6	1	1	1	
27	Waveform 1	1	31.123	169.618	3022.DSG_RAWD_HMS_20_40_ 0__DMY_ 2_ 1_16.wav	10.5759	0.0627	6	2	1	1	
27	Spectrogram 1	1	31.123	169.618	3022.DSG_RAWD_HMS_20_40_ 0__DMY_ 2_ 1_16.wav	10.5759	0.0627	6	2	1	1	
28	Waveform 1	1	37.347	180.511	3023.DSG_RAWD_HMS_20_45_ 0__DMY_ 2_ 1_16.wav	8.6938	1.9638	6	2	1	1	
28	Spectrogram 1	1	37.347	180.511	3023.DSG_RAWD_HMS_20_45_ 0__DMY_ 2_ 1_16.wav	8.6938	1.9638	6	2	1	1	
31	Waveform 1	1	38.903	185.180	3024.DSG_RAWD_HMS_20_50_ 0__DMY_ 2_ 1_16.wav	2.6413	0.0241	1	2	2	1	
31	Spectrogram 1	1	38.903	185.180	3024.DSG_RAWD_HMS_20_50_ 0__DMY_ 2_ 1_16.wav	2.6413	0.0241	1	2	2	1	
32	Waveform 1	1	60.689	160.282	3024.DSG_RAWD_HMS_20_50_ 0__DMY_ 2_ 1_16.wav	2.9300	3.0932	1	3	2	2	
32	Spectrogram 1	1	60.689	160.282	3024.DSG_RAWD_HMS_20_50_ 0__DMY_ 2_ 1_16.wav	2.9300	3.0932	1	3	2	2	
33	Waveform 1	1	43.572	188.292	3024.DSG_RAWD_HMS_20_50_ 0__DMY_ 2_ 1_16.wav	2.7482	7.8839	1	2	2	1	
33	Spectrogram 1	1	43.572	188.292	3024.DSG_RAWD_HMS_20_50_ 0__DMY_ 2_ 1_16.wav	2.7482	7.8839	1	2	2	1	
34	Waveform 1	1	37.347	191.404	3025.DSG_RAWD_HMS_20_55_ 0__DMY_ 2_ 1_16.wav	4.4485	0.0360	1	2	2	1	
34	Spectrogram 1	1	37.347	191.404	3025.DSG_RAWD_HMS_20_55_ 0__DMY_ 2_ 1_16.wav	4.4485	0.0360	1	2	2	1	
35	Waveform 1	1	35.791	168.062	3026.DSG_RAWD_HMS_21_ 0_ 0__DMY_ 2_ 1_16.wav	4.7372	2.1972	2	3	1	2	
