Selection	View	Channel	Low Freq (Hz)	High Freq (Hz)	Begin File	Delta Time (s)	File Offset (s)	call variant	level	calls overlap	call cutoff @ end	Notes
1	Waveform 1	1	10.044	257.799	1650.DSG_RAWD_HMS_ 5_20_ 0__DMY_12_ 8_15.wav	0.1922	1.0133	3	1	2	2	
1	Spectrogram 1	1	10.044	257.799	1650.DSG_RAWD_HMS_ 5_20_ 0__DMY_12_ 8_15.wav	0.1922	1.0133	3	1	2	2	
2	Waveform 1	1	21.762	150.662	1651.DSG_RAWD_HMS_ 5_25_ 0__DMY_12_ 8_15.wav	0.1310	6.7681	3	2	2	2	
2	Spectrogram 1	1	21.762	150.662	1651.DSG_RAWD_HMS_ 5_25_ 0__DMY_12_ 8_15.wav	0.1310	6.7681	3	2	2	2	
3	Waveform 1	1	0.000	194.187	1654.DSG_RAWD_HMS_ 5_40_ 0__DMY_12_ 8_15.wav	0.1572	2.3152	3	1	2	2	
3	Spectrogram 1	1	0.000	194.187	1654.DSG_RAWD_HMS_ 5_40_ 0__DMY_12_ 8_15.wav	0.1572	2.3152	3	1	2	2	
4	Waveform 1	1	5.022	145.640	1654.DSG_RAWD_HMS_ 5_40_ 0__DMY_12_ 8_15.wav	0.1398	8.3183	3	3	2	2	
4	Spectrogram 1	1	5.022	145.640	1654.DSG_RAWD_HMS_ 5_40_ 0__DMY_12_ 8_15.wav	0.1398	8.3183	3	3	2	2	
5	Waveform 1	1	0.000	148.988	1655.DSG_RAWD_HMS_ 5_45_ 0__DMY_12_ 8_15.wav	0.1747	2.1449	3	3	2	2	
5	Spectrogram 1	1	0.000	148.988	1655.DSG_RAWD_HMS_ 5_45_ 0__DMY_12_ 8_15.wav	0.1747	2.1449	3	3	2	2	
6	Waveform 1	1	0.000	192.512	1655.DSG_RAWD_HMS_ 5_45_ 0__DMY_12_ 8_15.wav	0.2184	3.9918	3	2	2	2	
6	Spectrogram 1	1	0.000	192.512	1655.DSG_RAWD_HMS_ 5_45_ 0__DMY_12_ 8_15.wav	0.2184	3.9918	3	2	2	2	
7	Waveform 1	1	1.674	179.120	1655.DSG_RAWD_HMS_ 5_45_ 0__DMY_12_ 8_15.wav	0.1834	4.5159	3	3	2	2	
7	Spectrogram 1	1	1.674	179.120	1655.DSG_RAWD_HMS_ 5_45_ 0__DMY_12_ 8_15.wav	0.1834	4.5159	3	3	2	2	
8	Waveform 1	1	0.000	165.728	1655.DSG_RAWD_HMS_ 5_45_ 0__DMY_12_ 8_15.wav	0.2184	7.5043	3	2	2	2	
8	Spectrogram 1	1	0.000	165.728	1655.DSG_RAWD_HMS_ 5_45_ 0__DMY_12_ 8_15.wav	0.2184	7.5043	3	2	2	2	
9	Waveform 1	1	41.851	122.204	1655.DSG_RAWD_HMS_ 5_45_ 0__DMY_12_ 8_15.wav	2.5768	8.0284	1	3	1	1	
9	Spectrogram 1	1	41.851	122.204	1655.DSG_RAWD_HMS_ 5_45_ 0__DMY_12_ 8_15.wav	2.5768	8.0284	1	3	1	1	
10	Waveform 1	1	0.000	232.689	1655.DSG_RAWD_HMS_ 5_45_ 0__DMY_12_ 8_15.wav	0.1834	9.8366	3	1	1	2	
10	Spectrogram 1	1	0.000	232.689	1655.DSG_RAWD_HMS_ 5_45_ 0__DMY_12_ 8_15.wav	0.1834	9.8366	3	1	1	2	
11	Waveform 1	1	0.000	147.314	1656.DSG_RAWD_HMS_ 5_50_ 0__DMY_12_ 8_15.wav	0.1223	0.2826	3	3	2	2	
11	Spectrogram 1	1	0.000	147.314	1656.DSG_RAWD_HMS_ 5_50_ 0__DMY_12_ 8_15.wav	0.1223	0.2826	3	3	2	2	
12	Waveform 1	1	0.000	190.838	1656.DSG_RAWD_HMS_ 5_50_ 0__DMY_12_ 8_15.wav	0.2358	1.9423	3	3	2	2	
12	Spectrogram 1	1	0.000	190.838	1656.DSG_RAWD_HMS_ 5_50_ 0__DMY_12_ 8_15.wav	0.2358	1.9423	3	3	2	2	
13	Waveform 1	1	51.895	192.512	1657.DSG_RAWD_HMS_ 5_55_ 0__DMY_12_ 8_15.wav	2.0615	6.7973	1	3	2	2	
13	Spectrogram 1	1	51.895	192.512	1657.DSG_RAWD_HMS_ 5_55_ 0__DMY_12_ 8_15.wav	2.0615	6.7973	1	3	2	2	
14	Waveform 1	1	0.000	169.076	1657.DSG_RAWD_HMS_ 5_55_ 0__DMY_12_ 8_15.wav	0.1922	10.3786	3	2	2	2	
14	Spectrogram 1	1	0.000	169.076	1657.DSG_RAWD_HMS_ 5_55_ 0__DMY_12_ 8_15.wav	0.1922	10.3786	3	2	2	2	
15	Waveform 1	1	36.828	102.115	1659.DSG_RAWD_HMS_ 6_ 5_ 0__DMY_12_ 8_15.wav	1.7295	0.9601	1	3	2	2	
15	Spectrogram 1	1	36.828	102.115	1659.DSG_RAWD_HMS_ 6_ 5_ 0__DMY_12_ 8_15.wav	1.7295	0.9601	1	3	2	2	
16	Waveform 1	1	35.154	167.402	1660.DSG_RAWD_HMS_ 6_10_ 0__DMY_12_ 8_15.wav	1.9042	2.8477	1	2	2	2	
16	Spectrogram 1	1	35.154	167.402	1660.DSG_RAWD_HMS_ 6_10_ 0__DMY_12_ 8_15.wav	1.9042	2.8477	1	2	2	2	
17	Waveform 1	1	0.000	167.402	1660.DSG_RAWD_HMS_ 6_10_ 0__DMY_12_ 8_15.wav	0.2446	4.9354	3	3	2	2	
17	Spectrogram 1	1	0.000	167.402	1660.DSG_RAWD_HMS_ 6_10_ 0__DMY_12_ 8_15.wav	0.2446	4.9354	3	3	2	2	
18	Waveform 1	1	0.000	162.380	1661.DSG_RAWD_HMS_ 6_15_ 0__DMY_12_ 8_15.wav	0.2271	9.9875	3	3	2	2	
18	Spectrogram 1	1	0.000	162.380	1661.DSG_RAWD_HMS_ 6_15_ 0__DMY_12_ 8_15.wav	0.2271	9.9875	3	3	2	2	
19	Waveform 1	1	0.000	152.336	1662.DSG_RAWD_HMS_ 6_20_ 0__DMY_12_ 8_15.wav	0.1747	0.8752	3	2	2	2	
19	Spectrogram 1	1	0.000	152.336	1662.DSG_RAWD_HMS_ 6_20_ 0__DMY_12_ 8_15.wav	0.1747	0.8752	3	2	2	2	
20	Waveform 1	1	0.000	157.358	1662.DSG_RAWD_HMS_ 6_20_ 0__DMY_12_ 8_15.wav	0.2009	3.4329	3	3	2	2	
20	Spectrogram 1	1	0.000	157.358	1662.DSG_RAWD_HMS_ 6_20_ 0__DMY_12_ 8_15.wav	0.2009	3.4329	3	3	2	2	
21	Waveform 1	1	0.000	276.214	1662.DSG_RAWD_HMS_ 6_20_ 0__DMY_12_ 8_15.wav	0.2009	9.7996	3	1	2	2	
21	Spectrogram 1	1	0.000	276.214	1662.DSG_RAWD_HMS_ 6_20_ 0__DMY_12_ 8_15.wav	0.2009	9.7996	3	1	2	2	
22	Waveform 1	1	1.674	202.557	1664.DSG_RAWD_HMS_ 6_30_ 0__DMY_12_ 8_15.wav	0.1834	0.5121	3	3	2	2	
22	Spectrogram 1	1	1.674	202.557	1664.DSG_RAWD_HMS_ 6_30_ 0__DMY_12_ 8_15.wav	0.1834	0.5121	3	3	2	2	
23	Waveform 1	1	61.939	210.927	1664.DSG_RAWD_HMS_ 6_30_ 0__DMY_12_ 8_15.wav	0.9696	1.6193	8	3	2	2	
23	Spectrogram 1	1	61.939	210.927	1664.DSG_RAWD_HMS_ 6_30_ 0__DMY_12_ 8_15.wav	0.9696	1.6193	8	3	2	2	
24	Waveform 1	1	0.000	160.706	1664.DSG_RAWD_HMS_ 6_30_ 0__DMY_12_ 8_15.wav	0.1834	6.3694	3	3	2	2	
24	Spectrogram 1	1	0.000	160.706	1664.DSG_RAWD_HMS_ 6_30_ 0__DMY_12_ 8_15.wav	0.1834	6.3694	3	3	2	2	
25	Waveform 1	1	0.000	182.468	1664.DSG_RAWD_HMS_ 6_30_ 0__DMY_12_ 8_15.wav	0.1922	9.6713	3	3	2	2	
25	Spectrogram 1	1	0.000	182.468	1664.DSG_RAWD_HMS_ 6_30_ 0__DMY_12_ 8_15.wav	0.1922	9.6713	3	3	2	2	
26	Waveform 1	1	0.000	164.054	1668.DSG_RAWD_HMS_ 6_50_ 0__DMY_12_ 8_15.wav	0.1310	9.6471	3	3	2	2	
26	Spectrogram 1	1	0.000	164.054	1668.DSG_RAWD_HMS_ 6_50_ 0__DMY_12_ 8_15.wav	0.1310	9.6471	3	3	2	2	
27	Waveform 1	1	25.110	154.010	1669.DSG_RAWD_HMS_ 6_55_ 0__DMY_12_ 8_15.wav	1.8606	3.5818	1	1	2	2	
27	Spectrogram 1	1	25.110	154.010	1669.DSG_RAWD_HMS_ 6_55_ 0__DMY_12_ 8_15.wav	1.8606	3.5818	1	1	2	2	
