Selection	View	Channel	Low Freq (Hz)	High Freq (Hz)	Begin File	Delta Time (s)	File Offset (s)	call variant	level	calls overlap	call cutoff @ end	Notes
1	Waveform 1	1	0.000	227.195	1701.DSG_RAWD_HMS_ 9_35_ 0__DMY_12_ 8_15.wav	0.1881	1.8470	3	2	1	2	
1	Spectrogram 1	1	0.000	227.195	1701.DSG_RAWD_HMS_ 9_35_ 0__DMY_12_ 8_15.wav	0.1881	1.8470	3	2	1	2	
2	Waveform 1	1	45.128	177.399	1701.DSG_RAWD_HMS_ 9_35_ 0__DMY_12_ 8_15.wav	1.4023	1.7615	1	3	1	2	
2	Spectrogram 1	1	45.128	177.399	1701.DSG_RAWD_HMS_ 9_35_ 0__DMY_12_ 8_15.wav	1.4023	1.7615	1	3	1	2	
3	Waveform 1	1	0.000	188.292	1701.DSG_RAWD_HMS_ 9_35_ 0__DMY_12_ 8_15.wav	0.1454	3.1809	3	2	2	2	
3	Spectrogram 1	1	0.000	188.292	1701.DSG_RAWD_HMS_ 9_35_ 0__DMY_12_ 8_15.wav	0.1454	3.1809	3	2	2	2	
4	Waveform 1	1	32.679	188.292	1701.DSG_RAWD_HMS_ 9_35_ 0__DMY_12_ 8_15.wav	0.1368	3.8137	3	3	2	2	
4	Spectrogram 1	1	32.679	188.292	1701.DSG_RAWD_HMS_ 9_35_ 0__DMY_12_ 8_15.wav	0.1368	3.8137	3	3	2	2	
5	Waveform 1	1	35.791	180.511	1701.DSG_RAWD_HMS_ 9_35_ 0__DMY_12_ 8_15.wav	3.0014	4.4528	1	2	2	2	
5	Spectrogram 1	1	35.791	180.511	1701.DSG_RAWD_HMS_ 9_35_ 0__DMY_12_ 8_15.wav	3.0014	4.4528	1	2	2	2	
6	Waveform 1	1	35.211	475.352	1701.DSG_RAWD_HMS_ 9_35_ 0__DMY_12_ 8_15.wav	1.2826	10.6484	8	1	2	2	
6	Spectrogram 1	1	35.211	475.352	1701.DSG_RAWD_HMS_ 9_35_ 0__DMY_12_ 8_15.wav	1.2826	10.6484	8	1	2	2	
7	Waveform 1	1	22.007	418.134	1702.DSG_RAWD_HMS_ 9_40_ 0__DMY_12_ 8_15.wav	3.2493	2.0681	8	2	2	2	
7	Spectrogram 1	1	22.007	418.134	1702.DSG_RAWD_HMS_ 9_40_ 0__DMY_12_ 8_15.wav	3.2493	2.0681	8	2	2	2	
8	Waveform 1	1	29.567	180.511	1702.DSG_RAWD_HMS_ 9_40_ 0__DMY_12_ 8_15.wav	10.6715	10.6424	5	2	1	1	
8	Spectrogram 1	1	29.567	180.511	1702.DSG_RAWD_HMS_ 9_40_ 0__DMY_12_ 8_15.wav	10.6715	10.6424	5	2	1	1	
9	Waveform 1	1	0.000	168.062	1705.DSG_RAWD_HMS_ 9_55_ 0__DMY_12_ 8_15.wav	0.2223	3.6834	3	1	2	2	
9	Spectrogram 1	1	0.000	168.062	1705.DSG_RAWD_HMS_ 9_55_ 0__DMY_12_ 8_15.wav	0.2223	3.6834	3	1	2	2	
10	Waveform 1	1	31.123	188.292	1705.DSG_RAWD_HMS_ 9_55_ 0__DMY_12_ 8_15.wav	4.5833	5.1605	1	1	2	2	
10	Spectrogram 1	1	31.123	188.292	1705.DSG_RAWD_HMS_ 9_55_ 0__DMY_12_ 8_15.wav	4.5833	5.1605	1	1	2	2	
11	Waveform 1	1	21.786	214.746	1706.DSG_RAWD_HMS_10_ 0_ 0__DMY_12_ 8_15.wav	4.4978	2.0068	1	1	2	2	Best
11	Spectrogram 1	1	21.786	214.746	1706.DSG_RAWD_HMS_10_ 0_ 0__DMY_12_ 8_15.wav	4.4978	2.0068	1	1	2	2	Best
12	Waveform 1	1	0.000	325.232	1706.DSG_RAWD_HMS_10_ 0_ 0__DMY_12_ 8_15.wav	0.1881	10.1402	3	1	1	2	
12	Spectrogram 1	1	0.000	325.232	1706.DSG_RAWD_HMS_10_ 0_ 0__DMY_12_ 8_15.wav	0.1881	10.1402	3	1	1	2	
13	Waveform 1	1	0.000	298.778	1706.DSG_RAWD_HMS_10_ 0_ 0__DMY_12_ 8_15.wav	0.1710	9.5502	3	1	1	2	
13	Spectrogram 1	1	0.000	298.778	1706.DSG_RAWD_HMS_10_ 0_ 0__DMY_12_ 8_15.wav	0.1710	9.5502	3	1	1	2	
14	Waveform 1	1	35.791	132.271	1706.DSG_RAWD_HMS_10_ 0_ 0__DMY_12_ 8_15.wav	2.1206	8.5070	1	3	1	1	
14	Spectrogram 1	1	35.791	132.271	1706.DSG_RAWD_HMS_10_ 0_ 0__DMY_12_ 8_15.wav	2.1206	8.5070	1	3	1	1	
15	Waveform 1	1	35.791	136.940	1707.DSG_RAWD_HMS_10_ 5_ 0__DMY_12_ 8_15.wav	3.1467	6.5054	1	3	2	2	
15	Spectrogram 1	1	35.791	136.940	1707.DSG_RAWD_HMS_10_ 5_ 0__DMY_12_ 8_15.wav	3.1467	6.5054	1	3	2	2	
16	Waveform 1	1	46.684	175.843	1707.DSG_RAWD_HMS_10_ 5_ 0__DMY_12_ 8_15.wav	3.7196	10.6248	1	2	1	1	
16	Spectrogram 1	1	46.684	175.843	1707.DSG_RAWD_HMS_10_ 5_ 0__DMY_12_ 8_15.wav	3.7196	10.6248	1	2	1	1	
17	Waveform 1	1	0.000	206.966	1708.DSG_RAWD_HMS_10_10_ 0__DMY_12_ 8_15.wav	0.1283	2.3182	3	1	1	2	
17	Spectrogram 1	1	0.000	206.966	1708.DSG_RAWD_HMS_10_10_ 0__DMY_12_ 8_15.wav	0.1283	2.3182	3	1	1	2	
18	Waveform 1	1	0.000	284.772	1708.DSG_RAWD_HMS_10_10_ 0__DMY_12_ 8_15.wav	0.1454	3.2588	3	1	1	2	
18	Spectrogram 1	1	0.000	284.772	1708.DSG_RAWD_HMS_10_10_ 0__DMY_12_ 8_15.wav	0.1454	3.2588	3	1	1	2	
19	Waveform 1	1	0.000	272.323	1708.DSG_RAWD_HMS_10_10_ 0__DMY_12_ 8_15.wav	0.2394	9.2587	3	1	2	2	
19	Spectrogram 1	1	0.000	272.323	1708.DSG_RAWD_HMS_10_10_ 0__DMY_12_ 8_15.wav	0.2394	9.2587	3	1	2	2	
20	Waveform 1	1	48.240	163.394	1708.DSG_RAWD_HMS_10_10_ 0__DMY_12_ 8_15.wav	1.7615	8.8739	1	3	1	1	
20	Spectrogram 1	1	48.240	163.394	1708.DSG_RAWD_HMS_10_10_ 0__DMY_12_ 8_15.wav	1.7615	8.8739	1	3	1	1	
21	Waveform 1	1	0.000	342.349	1709.DSG_RAWD_HMS_10_15_ 0__DMY_12_ 8_15.wav	0.1796	0.3022	3	2	2	2	
21	Spectrogram 1	1	0.000	342.349	1709.DSG_RAWD_HMS_10_15_ 0__DMY_12_ 8_15.wav	0.1796	0.3022	3	2	2	2	
22	Waveform 1	1	0.000	192.960	1709.DSG_RAWD_HMS_10_15_ 0__DMY_12_ 8_15.wav	0.2394	2.3640	3	3	2	2	
22	Spectrogram 1	1	0.000	192.960	1709.DSG_RAWD_HMS_10_15_ 0__DMY_12_ 8_15.wav	0.2394	2.3640	3	3	2	2	
23	Waveform 1	1	0.000	178.955	1709.DSG_RAWD_HMS_10_15_ 0__DMY_12_ 8_15.wav	0.2052	2.7830	3	3	2	2	
23	Spectrogram 1	1	0.000	178.955	1709.DSG_RAWD_HMS_10_15_ 0__DMY_12_ 8_15.wav	0.2052	2.7830	3	3	2	2	
24	Waveform 1	1	0.000	194.517	1709.DSG_RAWD_HMS_10_15_ 0__DMY_12_ 8_15.wav	0.2651	3.0480	3	3	2	2	
24	Spectrogram 1	1	0.000	194.517	1709.DSG_RAWD_HMS_10_15_ 0__DMY_12_ 8_15.wav	0.2651	3.0480	3	3	2	2	
25	Waveform 1	1	24.898	189.848	1709.DSG_RAWD_HMS_10_15_ 0__DMY_12_ 8_15.wav	1.3083	9.3265	1	2	2	1	
25	Spectrogram 1	1	24.898	189.848	1709.DSG_RAWD_HMS_10_15_ 0__DMY_12_ 8_15.wav	1.3083	9.3265	1	2	2	1	
26	Waveform 1	1	38.903	200.741	1710.DSG_RAWD_HMS_10_20_ 0__DMY_12_ 8_15.wav	5.7889	4.8473	1	2	1	1	
26	Spectrogram 1	1	38.903	200.741	1710.DSG_RAWD_HMS_10_20_ 0__DMY_12_ 8_15.wav	5.7889	4.8473	1	2	1	1	
27	Waveform 1	1	0.000	186.736	1710.DSG_RAWD_HMS_10_20_ 0__DMY_12_ 8_15.wav	0.2907	8.8491	3	1	1	2	
27	Spectrogram 1	1	0.000	186.736	1710.DSG_RAWD_HMS_10_20_ 0__DMY_12_ 8_15.wav	0.2907	8.8491	3	1	1	2	
28	Waveform 1	1	28.010	210.078	1711.DSG_RAWD_HMS_10_25_ 0__DMY_12_ 8_15.wav	3.7709	1.5418	2	2	2	2	
