Selection	View	Channel	Low Freq (Hz)	High Freq (Hz)	Begin File	Delta Time (s)	File Offset (s)	call variant	level	calls overlap	call cutoff @ end	Notes
1	Waveform 1	1	40.459	152.501	3755.DSG_RAWD_HMS_14_30_ 0__DMY_19_ 4_16.wav	1.7757	8.8823	1	2	2	1	
1	Spectrogram 1	1	40.459	152.501	3755.DSG_RAWD_HMS_14_30_ 0__DMY_19_ 4_16.wav	1.7757	8.8823	1	2	2	1	
2	Waveform 1	1	31.123	166.506	3759.DSG_RAWD_HMS_14_50_ 0__DMY_19_ 4_16.wav	4.8350	4.5167	1	2	2	2	
2	Spectrogram 1	1	31.123	166.506	3759.DSG_RAWD_HMS_14_50_ 0__DMY_19_ 4_16.wav	4.8350	4.5167	1	2	2	2	
3	Waveform 1	1	37.347	168.062	3761.DSG_RAWD_HMS_15_ 0_ 0__DMY_19_ 4_16.wav	3.6155	4.2125	1	3	2	2	
3	Spectrogram 1	1	37.347	168.062	3761.DSG_RAWD_HMS_15_ 0_ 0__DMY_19_ 4_16.wav	3.6155	4.2125	1	3	2	2	
4	Waveform 1	1	0.000	205.410	3764.DSG_RAWD_HMS_15_15_ 0__DMY_19_ 4_16.wav	0.2460	9.4829	3	3	2	2	
4	Spectrogram 1	1	0.000	205.410	3764.DSG_RAWD_HMS_15_15_ 0__DMY_19_ 4_16.wav	0.2460	9.4829	3	3	2	2	
5	Waveform 1	1	0.000	222.527	3766.DSG_RAWD_HMS_15_25_ 0__DMY_19_ 4_16.wav	0.1818	6.4218	3	1	2	2	
5	Spectrogram 1	1	0.000	222.527	3766.DSG_RAWD_HMS_15_25_ 0__DMY_19_ 4_16.wav	0.1818	6.4218	3	1	2	2	
6	Waveform 1	1	0.000	172.731	3768.DSG_RAWD_HMS_15_35_ 0__DMY_19_ 4_16.wav	0.2032	8.0352	3	2	2	2	
6	Spectrogram 1	1	0.000	172.731	3768.DSG_RAWD_HMS_15_35_ 0__DMY_19_ 4_16.wav	0.2032	8.0352	3	2	2	2	
7	Waveform 1	1	34.235	124.491	3772.DSG_RAWD_HMS_15_55_ 0__DMY_19_ 4_16.wav	4.2252	6.4183	1	1	2	1	
7	Spectrogram 1	1	34.235	124.491	3772.DSG_RAWD_HMS_15_55_ 0__DMY_19_ 4_16.wav	4.2252	6.4183	1	1	2	1	
8	Waveform 1	1	3.112	231.864	3773.DSG_RAWD_HMS_16_ 0_ 0__DMY_19_ 4_16.wav	0.1498	6.5430	3	1	2	2	
8	Spectrogram 1	1	3.112	231.864	3773.DSG_RAWD_HMS_16_ 0_ 0__DMY_19_ 4_16.wav	0.1498	6.5430	3	1	2	2	
9	Waveform 1	1	17.117	200.741	3783.DSG_RAWD_HMS_16_50_ 0__DMY_19_ 4_16.wav	1.7650	8.8888	1	1	2	1	
9	Spectrogram 1	1	17.117	200.741	3783.DSG_RAWD_HMS_16_50_ 0__DMY_19_ 4_16.wav	1.7650	8.8888	1	1	2	1	
10	Waveform 1	1	38.903	155.613	3786.DSG_RAWD_HMS_17_ 5_ 0__DMY_19_ 4_16.wav	2.9309	6.6850	1	3	2	2	
10	Spectrogram 1	1	38.903	155.613	3786.DSG_RAWD_HMS_17_ 5_ 0__DMY_19_ 4_16.wav	2.9309	6.6850	1	3	2	2	
11	Waveform 1	1	35.791	147.833	3787.DSG_RAWD_HMS_17_10_ 0__DMY_19_ 4_16.wav	3.1235	0.0172	2	2	2	1	
11	Spectrogram 1	1	35.791	147.833	3787.DSG_RAWD_HMS_17_10_ 0__DMY_19_ 4_16.wav	3.1235	0.0172	2	2	2	1	
12	Waveform 1	1	0.000	164.950	3810.DSG_RAWD_HMS_19_ 5_ 0__DMY_19_ 4_16.wav	0.1284	3.1229	3	3	2	2	
12	Spectrogram 1	1	0.000	164.950	3810.DSG_RAWD_HMS_19_ 5_ 0__DMY_19_ 4_16.wav	0.1284	3.1229	3	3	2	2	
13	Waveform 1	1	0.000	155.613	3818.DSG_RAWD_HMS_19_45_ 0__DMY_19_ 4_16.wav	0.2139	1.9408	3	2	2	2	
13	Spectrogram 1	1	0.000	155.613	3818.DSG_RAWD_HMS_19_45_ 0__DMY_19_ 4_16.wav	0.2139	1.9408	3	2	2	2	
14	Waveform 1	1	38.903	164.950	3820.DSG_RAWD_HMS_19_55_ 0__DMY_19_ 4_16.wav	2.7598	7.4235	1	3	2	2	
14	Spectrogram 1	1	38.903	164.950	3820.DSG_RAWD_HMS_19_55_ 0__DMY_19_ 4_16.wav	2.7598	7.4235	1	3	2	2	
15	Waveform 1	1	35.791	178.955	3823.DSG_RAWD_HMS_20_10_ 0__DMY_19_ 4_16.wav	5.0382	4.1795	1	3	2	2	
15	Spectrogram 1	1	35.791	178.955	3823.DSG_RAWD_HMS_20_10_ 0__DMY_19_ 4_16.wav	5.0382	4.1795	1	3	2	2	
16	Waveform 1	1	0.000	157.169	3828.DSG_RAWD_HMS_20_35_ 0__DMY_19_ 4_16.wav	0.0856	3.8455	3	3	2	2	
