Selection	View	Channel	Low Freq (Hz)	High Freq (Hz)	Begin File	Delta Time (s)	File Offset (s)	call variant	level	calls overlap	call cutoff @ end	Notes
1	Waveform 1	1	32.679	186.736	1265.DSG_RAWD_HMS_16_15_ 0__DMY_15_ 5_16.wav	2.9296	7.0753	1	2	2	2	
1	Spectrogram 1	1	32.679	186.736	1265.DSG_RAWD_HMS_16_15_ 0__DMY_15_ 5_16.wav	2.9296	7.0753	1	2	2	2	
2	Waveform 1	1	35.791	116.710	1251.DSG_RAWD_HMS_15_ 5_ 0__DMY_15_ 5_16.wav	4.3516	0.5132	1	3	1	2	
2	Spectrogram 1	1	35.791	116.710	1251.DSG_RAWD_HMS_15_ 5_ 0__DMY_15_ 5_16.wav	4.3516	0.5132	1	3	1	2	
3	Waveform 1	1	0.000	141.608	1251.DSG_RAWD_HMS_15_ 5_ 0__DMY_15_ 5_16.wav	0.1176	3.9132	3	2	1	2	
3	Spectrogram 1	1	0.000	141.608	1251.DSG_RAWD_HMS_15_ 5_ 0__DMY_15_ 5_16.wav	0.1176	3.9132	3	2	1	2	
4	Waveform 1	1	0.000	133.827	1252.DSG_RAWD_HMS_15_10_ 0__DMY_15_ 5_16.wav	0.1818	9.4297	3	2	2	2	
4	Spectrogram 1	1	0.000	133.827	1252.DSG_RAWD_HMS_15_10_ 0__DMY_15_ 5_16.wav	0.1818	9.4297	3	2	2	2	
5	Waveform 1	1	32.679	118.266	1257.DSG_RAWD_HMS_15_35_ 0__DMY_15_ 5_16.wav	1.8711	8.9034	1	2	2	2	
5	Spectrogram 1	1	32.679	118.266	1257.DSG_RAWD_HMS_15_35_ 0__DMY_15_ 5_16.wav	1.8711	8.9034	1	2	2	2	
6	Waveform 1	1	52.909	132.271	1259.DSG_RAWD_HMS_15_45_ 0__DMY_15_ 5_16.wav	1.2082	9.4691	1	2	2	2	
6	Spectrogram 1	1	52.909	132.271	1259.DSG_RAWD_HMS_15_45_ 0__DMY_15_ 5_16.wav	1.2082	9.4691	1	2	2	2	
7	Waveform 1	1	0.000	272.323	1261.DSG_RAWD_HMS_15_55_ 0__DMY_15_ 5_16.wav	0.3849	5.8222	3	1	2	2	
7	Spectrogram 1	1	0.000	272.323	1261.DSG_RAWD_HMS_15_55_ 0__DMY_15_ 5_16.wav	0.3849	5.8222	3	1	2	2	
8	Waveform 1	1	56.021	197.629	1262.DSG_RAWD_HMS_16_ 0_ 0__DMY_15_ 5_16.wav	4.4371	0.0374	1	3	2	1	
8	Spectrogram 1	1	56.021	197.629	1262.DSG_RAWD_HMS_16_ 0_ 0__DMY_15_ 5_16.wav	4.4371	0.0374	1	3	2	1	
9	Waveform 1	1	0.000	290.997	1264.DSG_RAWD_HMS_16_10_ 0__DMY_15_ 5_16.wav	0.3314	7.4887	3	1	2	2	
9	Spectrogram 1	1	0.000	290.997	1264.DSG_RAWD_HMS_16_10_ 0__DMY_15_ 5_16.wav	0.3314	7.4887	3	1	2	2	
10	Waveform 1	1	60.689	182.068	1266.DSG_RAWD_HMS_16_20_ 0__DMY_15_ 5_16.wav	2.4484	3.7563	1	2	1	2	
10	Spectrogram 1	1	60.689	182.068	1266.DSG_RAWD_HMS_16_20_ 0__DMY_15_ 5_16.wav	2.4484	3.7563	1	2	1	2	
11	Waveform 1	1	0.000	126.047	1266.DSG_RAWD_HMS_16_20_ 0__DMY_15_ 5_16.wav	0.2138	4.0343	3	1	1	2	
11	Spectrogram 1	1	0.000	126.047	1266.DSG_RAWD_HMS_16_20_ 0__DMY_15_ 5_16.wav	0.2138	4.0343	3	1	1	2	
12	Waveform 1	1	1.556	161.838	1269.DSG_RAWD_HMS_16_35_ 0__DMY_15_ 5_16.wav	0.2031	6.1498	3	2	2	2	
12	Spectrogram 1	1	1.556	161.838	1269.DSG_RAWD_HMS_16_35_ 0__DMY_15_ 5_16.wav	0.2031	6.1498	3	2	2	2	
13	Waveform 1	1	38.903	191.404	1269.DSG_RAWD_HMS_16_35_ 0__DMY_15_ 5_16.wav	2.9403	7.5184	1	2	2	2	
13	Spectrogram 1	1	38.903	191.404	1269.DSG_RAWD_HMS_16_35_ 0__DMY_15_ 5_16.wav	2.9403	7.5184	1	2	2	2	
14	Waveform 1	1	31.123	182.068	1275.DSG_RAWD_HMS_17_ 5_ 0__DMY_15_ 5_16.wav	0.6094	0.0098	1	1	2	1	
14	Spectrogram 1	1	31.123	182.068	1275.DSG_RAWD_HMS_17_ 5_ 0__DMY_15_ 5_16.wav	0.6094	0.0098	1	1	2	1	
15	Waveform 1	1	0.000	188.292	1279.DSG_RAWD_HMS_17_25_ 0__DMY_15_ 5_16.wav	0.2031	6.3750	3	2	2	2	
15	Spectrogram 1	1	0.000	188.292	1279.DSG_RAWD_HMS_17_25_ 0__DMY_15_ 5_16.wav	0.2031	6.3750	3	2	2	2	
16	Waveform 1	1	43.572	175.843	1279.DSG_RAWD_HMS_17_25_ 0__DMY_15_ 5_16.wav	3.2824	7.3266	1	3	2	1	
16	Spectrogram 1	1	43.572	175.843	1279.DSG_RAWD_HMS_17_25_ 0__DMY_15_ 5_16.wav	3.2824	7.3266	1	3	2	1	
17	Waveform 1	1	0.000	188.292	1280.DSG_RAWD_HMS_17_30_ 0__DMY_15_ 5_16.wav	0.2994	8.7054	3	2	2	2	
17	Spectrogram 1	1	0.000	188.292	1280.DSG_RAWD_HMS_17_30_ 0__DMY_15_ 5_16.wav	0.2994	8.7054	3	2	2	2	
18	Waveform 1	1	38.903	186.736	1281.DSG_RAWD_HMS_17_35_ 0__DMY_15_ 5_16.wav	3.3679	7.2935	1	2	2	1	
18	Spectrogram 1	1	38.903	186.736	1281.DSG_RAWD_HMS_17_35_ 0__DMY_15_ 5_16.wav	3.3679	7.2935	1	2	2	1	
19	Waveform 1	1	14.005	247.425	1283.DSG_RAWD_HMS_17_45_ 0__DMY_15_ 5_16.wav	1.4220	2.2139	1	1	2	2	
19	Spectrogram 1	1	14.005	247.425	1283.DSG_RAWD_HMS_17_45_ 0__DMY_15_ 5_16.wav	1.4220	2.2139	1	1	2	2	
20	Waveform 1	1	28.010	210.078	1287.DSG_RAWD_HMS_18_ 5_ 0__DMY_15_ 5_16.wav	4.6510	5.9970	2	2	2	1	
20	Spectrogram 1	1	28.010	210.078	1287.DSG_RAWD_HMS_18_ 5_ 0__DMY_15_ 5_16.wav	4.6510	5.9970	2	2	2	1	
21	Waveform 1	1	0.000	213.190	1288.DSG_RAWD_HMS_18_10_ 0__DMY_15_ 5_16.wav	0.3849	5.5011	3	1	2	2	
21	Spectrogram 1	1	0.000	213.190	1288.DSG_RAWD_HMS_18_10_ 0__DMY_15_ 5_16.wav	0.3849	5.5011	3	1	2	2	
22	Waveform 1	1	38.903	166.506	1289.DSG_RAWD_HMS_18_15_ 0__DMY_15_ 5_16.wav	2.0421	0.0692	1	3	2	1	
22	Spectrogram 1	1	38.903	166.506	1289.DSG_RAWD_HMS_18_15_ 0__DMY_15_ 5_16.wav	2.0421	0.0692	1	3	2	1	
23	Waveform 1	1	28.010	185.180	1291.DSG_RAWD_HMS_18_25_ 0__DMY_15_ 5_16.wav	5.0786	0.9020	1	2	2	2	
23	Spectrogram 1	1	28.010	185.180	1291.DSG_RAWD_HMS_18_25_ 0__DMY_15_ 5_16.wav	5.0786	0.9020	1	2	2	2	
24	Waveform 1	1	0.000	154.057	1294.DSG_RAWD_HMS_18_40_ 0__DMY_15_ 5_16.wav	0.1711	0.5263	3	2	2	2	
24	Spectrogram 1	1	0.000	154.057	1294.DSG_RAWD_HMS_18_40_ 0__DMY_15_ 5_16.wav	0.1711	0.5263	3	2	2	2	
25	Waveform 1	1	42.016	143.164	1295.DSG_RAWD_HMS_18_45_ 0__DMY_15_ 5_16.wav	2.9403	3.6800	1	3	2	2	
25	Spectrogram 1	1	42.016	143.164	1295.DSG_RAWD_HMS_18_45_ 0__DMY_15_ 5_16.wav	2.9403	3.6800	1	3	2	2	
26	Waveform 1	1	31.123	155.613	1295.DSG_RAWD_HMS_18_45_ 0__DMY_15_ 5_16.wav	2.8440	7.7750	1	3	2	1	
26	Spectrogram 1	1	31.123	155.613	1295.DSG_RAWD_HMS_18_45_ 0__DMY_15_ 5_16.wav	2.8440	7.7750	1	3	2	1	
27	Waveform 1	1	0.000	178.955	1296.DSG_RAWD_HMS_18_50_ 0__DMY_15_ 5_16.wav	0.1604	5.1657	3	3	2	2	
27	Spectrogram 1	1	0.000	178.955	1296.DSG_RAWD_HMS_18_50_ 0__DMY_15_ 5_16.wav	0.1604	5.1657	3	3	2	2	
28	Waveform 1	1	31.123	135.384	1297.DSG_RAWD_HMS_18_55_ 0__DMY_15_ 5_16.wav	3.5818	6.8331	1	2	2	2	
28	Spectrogram 1	1	31.123	135.384	1297.DSG_RAWD_HMS_18_55_ 0__DMY_15_ 5_16.wav	3.5818	6.8331	1	2	2	2	
29	Waveform 1	1	62.245	161.838	1298.DSG_RAWD_HMS_19_ 0_ 0__DMY_15_ 5_16.wav	2.0315	4.7050	1	3	2	2	
29	Spectrogram 1	1	62.245	161.838	1298.DSG_RAWD_HMS_19_ 0_ 0__DMY_15_ 5_16.wav	2.0315	4.7050	1	3	2	2	
30	Waveform 1	1	31.123	161.838	1299.DSG_RAWD_HMS_19_ 5_ 0__DMY_15_ 5_16.wav	3.8918	0.0322	1	1	2	1	
30	Spectrogram 1	1	31.123	161.838	1299.DSG_RAWD_HMS_19_ 5_ 0__DMY_15_ 5_16.wav	3.8918	0.0322	1	1	2	1	
31	Waveform 1	1	0.000	147.833	1306.DSG_RAWD_HMS_19_40_ 0__DMY_15_ 5_16.wav	0.1818	1.8036	3	2	2	2	
31	Spectrogram 1	1	0.000	147.833	1306.DSG_RAWD_HMS_19_40_ 0__DMY_15_ 5_16.wav	0.1818	1.8036	3	2	2	2	
32	Waveform 1	1	54.465	163.394	1306.DSG_RAWD_HMS_19_40_ 0__DMY_15_ 5_16.wav	2.9617	2.1030	1	3	2	2	
32	Spectrogram 1	1	54.465	163.394	1306.DSG_RAWD_HMS_19_40_ 0__DMY_15_ 5_16.wav	2.9617	2.1030	1	3	2	2	
