Selection	View	Channel	Low Freq (Hz)	High Freq (Hz)	Begin File	Delta Time (s)	File Offset (s)	call variant	level	calls overlap	call cutoff @ end	Notes
1	Waveform 1	1	0.000	222.527	1003.DSG_RAWD_HMS_11_40_ 0__DMY_18_ 6_16.wav	0.3176	4.5750	3	1	2	2	
1	Spectrogram 1	1	0.000	222.527	1003.DSG_RAWD_HMS_11_40_ 0__DMY_18_ 6_16.wav	0.3176	4.5750	3	1	2	2	
2	Waveform 1	1	32.679	158.726	1003.DSG_RAWD_HMS_11_40_ 0__DMY_18_ 6_16.wav	2.4953	5.3009	1	1	2	2	
2	Spectrogram 1	1	32.679	158.726	1003.DSG_RAWD_HMS_11_40_ 0__DMY_18_ 6_16.wav	2.4953	5.3009	1	1	2	2	
3	Waveform 1	1	29.567	163.394	1009.DSG_RAWD_HMS_12_10_ 0__DMY_18_ 6_16.wav	3.7051	5.2069	2	2	2	2	
3	Spectrogram 1	1	29.567	163.394	1009.DSG_RAWD_HMS_12_10_ 0__DMY_18_ 6_16.wav	3.7051	5.2069	2	2	2	2	
4	Waveform 1	1	0.000	241.201	1012.DSG_RAWD_HMS_12_25_ 0__DMY_18_ 6_16.wav	0.1497	1.4019	3	1	2	2	
4	Spectrogram 1	1	0.000	241.201	1012.DSG_RAWD_HMS_12_25_ 0__DMY_18_ 6_16.wav	0.1497	1.4019	3	1	2	2	
5	Waveform 1	1	46.684	219.415	1014.DSG_RAWD_HMS_12_35_ 0__DMY_18_ 6_16.wav	2.1494	0.6450	1	1	1	2	
5	Spectrogram 1	1	46.684	219.415	1014.DSG_RAWD_HMS_12_35_ 0__DMY_18_ 6_16.wav	2.1494	0.6450	1	1	1	2	
6	Waveform 1	1	0.000	238.088	1014.DSG_RAWD_HMS_12_35_ 0__DMY_18_ 6_16.wav	0.2460	2.3025	3	2	1	2	
6	Spectrogram 1	1	0.000	238.088	1014.DSG_RAWD_HMS_12_35_ 0__DMY_18_ 6_16.wav	0.2460	2.3025	3	2	1	2	
7	Waveform 1	1	35.791	160.282	1015.DSG_RAWD_HMS_12_40_ 0__DMY_18_ 6_16.wav	2.6092	8.0140	1	2	2	1	
7	Spectrogram 1	1	35.791	160.282	1015.DSG_RAWD_HMS_12_40_ 0__DMY_18_ 6_16.wav	2.6092	8.0140	1	2	2	1	
8	Waveform 1	1	0.000	273.879	1016.DSG_RAWD_HMS_12_45_ 0__DMY_18_ 6_16.wav	0.2780	8.1541	3	1	2	2	
8	Spectrogram 1	1	0.000	273.879	1016.DSG_RAWD_HMS_12_45_ 0__DMY_18_ 6_16.wav	0.2780	8.1541	3	1	2	2	
9	Waveform 1	1	0.000	205.410	1018.DSG_RAWD_HMS_12_55_ 0__DMY_18_ 6_16.wav	0.2139	4.8415	3	1	2	2	
9	Spectrogram 1	1	0.000	205.410	1018.DSG_RAWD_HMS_12_55_ 0__DMY_18_ 6_16.wav	0.2139	4.8415	3	1	2	2	
10	Waveform 1	1	52.909	224.083	1018.DSG_RAWD_HMS_12_55_ 0__DMY_18_ 6_16.wav	3.2294	6.2530	1	2	2	2	
10	Spectrogram 1	1	52.909	224.083	1018.DSG_RAWD_HMS_12_55_ 0__DMY_18_ 6_16.wav	3.2294	6.2530	1	2	2	2	
11	Waveform 1	1	34.235	197.629	1021.DSG_RAWD_HMS_13_10_ 0__DMY_18_ 6_16.wav	2.4060	10.6408	1	2	2	1	
11	Spectrogram 1	1	34.235	197.629	1021.DSG_RAWD_HMS_13_10_ 0__DMY_18_ 6_16.wav	2.4060	10.6408	1	2	2	1	
12	Waveform 1	1	51.352	213.190	1023.DSG_RAWD_HMS_13_20_ 0__DMY_18_ 6_16.wav	1.5399	6.3337	1	2	2	2	
12	Spectrogram 1	1	51.352	213.190	1023.DSG_RAWD_HMS_13_20_ 0__DMY_18_ 6_16.wav	1.5399	6.3337	1	2	2	2	
13	Waveform 1	1	26.454	214.746	1030.DSG_RAWD_HMS_13_55_ 0__DMY_18_ 6_16.wav	5.3147	1.5574	1	2	2	2	
13	Spectrogram 1	1	26.454	214.746	1030.DSG_RAWD_HMS_13_55_ 0__DMY_18_ 6_16.wav	5.3147	1.5574	1	2	2	2	
14	Waveform 1	1	0.000	252.094	1031.DSG_RAWD_HMS_14_ 0_ 0__DMY_18_ 6_16.wav	0.1818	0.6176	3	2	2	2	
14	Spectrogram 1	1	0.000	252.094	1031.DSG_RAWD_HMS_14_ 0_ 0__DMY_18_ 6_16.wav	0.1818	0.6176	3	2	2	2	
15	Waveform 1	1	0.000	241.201	1030.DSG_RAWD_HMS_13_55_ 0__DMY_18_ 6_16.wav	0.2032	8.2837	3	2	2	2	
15	Spectrogram 1	1	0.000	241.201	1030.DSG_RAWD_HMS_13_55_ 0__DMY_18_ 6_16.wav	0.2032	8.2837	3	2	2	2	
16	Waveform 1	1	0.000	269.211	1037.DSG_RAWD_HMS_14_30_ 0__DMY_18_ 6_16.wav	0.3422	9.4895	3	1	2	2	
16	Spectrogram 1	1	0.000	269.211	1037.DSG_RAWD_HMS_14_30_ 0__DMY_18_ 6_16.wav	0.3422	9.4895	3	1	2	2	
17	Waveform 1	1	29.567	230.308	1045.DSG_RAWD_HMS_15_10_ 0__DMY_18_ 6_16.wav	3.8924	4.5515	3	1	2	2	
