Selection	View	Channel	Low Freq (Hz)	High Freq (Hz)	Begin File	Delta Time (s)	File Offset (s)	call variant	level	calls overlap	call cutoff @ end	Notes
1	Waveform 1	1	20.230	315.895	0201.DSG_RAWD_HMS_21_50_ 0__DMY_10_ 9_15.wav	10.5974	0.0484	6	1	1	1	
1	Spectrogram 1	1	20.230	315.895	0201.DSG_RAWD_HMS_21_50_ 0__DMY_10_ 9_15.wav	10.5974	0.0484	6	1	1	1	
2	Waveform 1	1	23.342	311.227	0202.DSG_RAWD_HMS_21_55_ 0__DMY_10_ 9_15.wav	10.5974	0.0483	6	1	1	1	
2	Spectrogram 1	1	23.342	311.227	0202.DSG_RAWD_HMS_21_55_ 0__DMY_10_ 9_15.wav	10.5974	0.0483	6	1	1	1	
3	Waveform 1	1	23.342	312.783	0203.DSG_RAWD_HMS_22_ 0_ 0__DMY_10_ 9_15.wav	10.5680	0.0698	6	1	1	1	
3	Spectrogram 1	1	23.342	312.783	0203.DSG_RAWD_HMS_22_ 0_ 0__DMY_10_ 9_15.wav	10.5680	0.0698	6	1	1	1	
4	Waveform 1	1	29.567	314.339	0204.DSG_RAWD_HMS_22_ 5_ 0__DMY_10_ 9_15.wav	10.5680	0.0619	6	1	1	1	
4	Spectrogram 1	1	29.567	314.339	0204.DSG_RAWD_HMS_22_ 5_ 0__DMY_10_ 9_15.wav	10.5680	0.0619	6	1	1	1	
5	Waveform 1	1	26.454	315.895	0205.DSG_RAWD_HMS_22_10_ 0__DMY_10_ 9_15.wav	10.5680	0.0455	6	1	1	1	
5	Spectrogram 1	1	26.454	315.895	0205.DSG_RAWD_HMS_22_10_ 0__DMY_10_ 9_15.wav	10.5680	0.0455	6	1	1	1	
6	Waveform 1	1	26.454	315.895	0206.DSG_RAWD_HMS_22_15_ 0__DMY_10_ 9_15.wav	10.6023	0.0291	6	1	1	1	
6	Spectrogram 1	1	26.454	315.895	0206.DSG_RAWD_HMS_22_15_ 0__DMY_10_ 9_15.wav	10.6023	0.0291	6	1	1	1	
7	Waveform 1	1	26.454	315.895	0207.DSG_RAWD_HMS_22_20_ 0__DMY_10_ 9_15.wav	10.5338	0.0512	6	1	1	1	
7	Spectrogram 1	1	26.454	315.895	0207.DSG_RAWD_HMS_22_20_ 0__DMY_10_ 9_15.wav	10.5338	0.0512	6	1	1	1	
8	Waveform 1	1	26.454	317.451	0208.DSG_RAWD_HMS_22_25_ 0__DMY_10_ 9_15.wav	10.5680	0.0259	6	1	1	1	
8	Spectrogram 1	1	26.454	317.451	0208.DSG_RAWD_HMS_22_25_ 0__DMY_10_ 9_15.wav	10.5680	0.0259	6	1	1	1	
9	Waveform 1	1	26.454	309.670	0209.DSG_RAWD_HMS_22_30_ 0__DMY_10_ 9_15.wav	10.6365	0.0227	6	1	1	1	
9	Spectrogram 1	1	26.454	309.670	0209.DSG_RAWD_HMS_22_30_ 0__DMY_10_ 9_15.wav	10.6365	0.0227	6	1	1	1	
10	Waveform 1	1	24.898	309.670	0210.DSG_RAWD_HMS_22_35_ 0__DMY_10_ 9_15.wav	10.5166	0.0877	6	1	1	1	
10	Spectrogram 1	1	24.898	309.670	0210.DSG_RAWD_HMS_22_35_ 0__DMY_10_ 9_15.wav	10.5166	0.0877	6	1	1	1	
11	Waveform 1	1	26.454	298.778	0211.DSG_RAWD_HMS_22_40_ 0__DMY_10_ 9_15.wav	10.5818	0.0240	6	1	1	1	
11	Spectrogram 1	1	26.454	298.778	0211.DSG_RAWD_HMS_22_40_ 0__DMY_10_ 9_15.wav	10.5818	0.0240	6	1	1	1	
12	Waveform 1	1	26.454	227.195	0212.DSG_RAWD_HMS_22_45_ 0__DMY_10_ 9_15.wav	10.5423	0.0419	6	1	1	1	
12	Spectrogram 1	1	26.454	227.195	0212.DSG_RAWD_HMS_22_45_ 0__DMY_10_ 9_15.wav	10.5423	0.0419	6	1	1	1	
13	Waveform 1	1	46.684	192.960	0213.DSG_RAWD_HMS_22_50_ 0__DMY_10_ 9_15.wav	10.6023	0.0297	6	2	1	1	
13	Spectrogram 1	1	46.684	192.960	0213.DSG_RAWD_HMS_22_50_ 0__DMY_10_ 9_15.wav	10.6023	0.0297	6	2	1	1	
14	Waveform 1	1	38.903	225.639	0214.DSG_RAWD_HMS_22_55_ 0__DMY_10_ 9_15.wav	10.5680	0.0519	6	2	1	1	
14	Spectrogram 1	1	38.903	225.639	0214.DSG_RAWD_HMS_22_55_ 0__DMY_10_ 9_15.wav	10.5680	0.0519	6	2	1	1	
15	Waveform 1	1	32.679	225.639	0215.DSG_RAWD_HMS_23_ 0_ 0__DMY_10_ 9_15.wav	10.6023	0.0355	6	2	1	1	
15	Spectrogram 1	1	32.679	225.639	0215.DSG_RAWD_HMS_23_ 0_ 0__DMY_10_ 9_15.wav	10.6023	0.0355	6	2	1	1	
16	Waveform 1	1	20.230	192.960	0216.DSG_RAWD_HMS_23_ 5_ 0__DMY_10_ 9_15.wav	8.3690	2.2342	6	2	1	1	
16	Spectrogram 1	1	20.230	192.960	0216.DSG_RAWD_HMS_23_ 5_ 0__DMY_10_ 9_15.wav	8.3690	2.2342	6	2	1	1	
17	Waveform 1	1	20.230	192.960	0217.DSG_RAWD_HMS_23_10_ 0__DMY_10_ 9_15.wav	10.5490	0.0421	6	2	1	1	
17	Spectrogram 1	1	20.230	192.960	0217.DSG_RAWD_HMS_23_10_ 0__DMY_10_ 9_15.wav	10.5490	0.0421	6	2	1	1	
18	Waveform 1	1	38.903	166.506	0218.DSG_RAWD_HMS_23_15_ 0__DMY_10_ 9_15.wav	3.5486	0.0660	1	3	2	1	
18	Spectrogram 1	1	38.903	166.506	0218.DSG_RAWD_HMS_23_15_ 0__DMY_10_ 9_15.wav	3.5486	0.0660	1	3	2	1	
