Selection	View	Channel	Low Freq (Hz)	High Freq (Hz)	Begin File	Delta Time (s)	File Offset (s)	call variant	level	calls overlap	call cutoff @ end	Notes
1	Waveform 1	1	0.000	231.864	1011.DSG_RAWD_HMS_19_ 5_ 0__DMY_14_ 5_16.wav	0.2994	6.6308	3	1	2	2	
1	Spectrogram 1	1	0.000	231.864	1011.DSG_RAWD_HMS_19_ 5_ 0__DMY_14_ 5_16.wav	0.2994	6.6308	3	1	2	2	
2	Waveform 1	1	0.000	261.430	1012.DSG_RAWD_HMS_19_10_ 0__DMY_14_ 5_16.wav	0.3743	10.0539	3	1	2	2	
2	Spectrogram 1	1	0.000	261.430	1012.DSG_RAWD_HMS_19_10_ 0__DMY_14_ 5_16.wav	0.3743	10.0539	3	1	2	2	
3	Waveform 1	1	37.347	122.934	1025.DSG_RAWD_HMS_20_15_ 0__DMY_14_ 5_16.wav	4.3095	2.7653	1	2	2	2	
3	Spectrogram 1	1	37.347	122.934	1025.DSG_RAWD_HMS_20_15_ 0__DMY_14_ 5_16.wav	4.3095	2.7653	1	2	2	2	
4	Waveform 1	1	40.459	191.404	1026.DSG_RAWD_HMS_20_20_ 0__DMY_14_ 5_16.wav	2.2777	2.3922	1	2	2	2	
4	Spectrogram 1	1	40.459	191.404	1026.DSG_RAWD_HMS_20_20_ 0__DMY_14_ 5_16.wav	2.2777	2.3922	1	2	2	2	
5	Waveform 1	1	42.016	182.068	1030.DSG_RAWD_HMS_20_40_ 0__DMY_14_ 5_16.wav	2.4274	1.0173	1	2	2	2	
5	Spectrogram 1	1	42.016	182.068	1030.DSG_RAWD_HMS_20_40_ 0__DMY_14_ 5_16.wav	2.4274	1.0173	1	2	2	2	
6	Waveform 1	1	37.347	188.292	1030.DSG_RAWD_HMS_20_40_ 0__DMY_14_ 5_16.wav	2.6092	3.5410	1	2	2	2	
6	Spectrogram 1	1	37.347	188.292	1030.DSG_RAWD_HMS_20_40_ 0__DMY_14_ 5_16.wav	2.6092	3.5410	1	2	2	2	
7	Waveform 1	1	31.123	119.822	1030.DSG_RAWD_HMS_20_40_ 0__DMY_14_ 5_16.wav	1.8928	6.8774	1	3	2	2	
7	Spectrogram 1	1	31.123	119.822	1030.DSG_RAWD_HMS_20_40_ 0__DMY_14_ 5_16.wav	1.8928	6.8774	1	3	2	2	
8	Waveform 1	1	28.010	129.159	1031.DSG_RAWD_HMS_20_45_ 0__DMY_14_ 5_16.wav	4.4164	0.0240	1	1	2	1	
8	Spectrogram 1	1	28.010	129.159	1031.DSG_RAWD_HMS_20_45_ 0__DMY_14_ 5_16.wav	4.4164	0.0240	1	1	2	1	
9	Waveform 1	1	24.898	174.287	1032.DSG_RAWD_HMS_20_50_ 0__DMY_14_ 5_16.wav	3.4968	0.2390	1	2	2	2	
9	Spectrogram 1	1	24.898	174.287	1032.DSG_RAWD_HMS_20_50_ 0__DMY_14_ 5_16.wav	3.4968	0.2390	1	2	2	2	
10	Waveform 1	1	35.791	138.496	1033.DSG_RAWD_HMS_20_55_ 0__DMY_14_ 5_16.wav	2.6306	7.8861	1	3	2	2	
10	Spectrogram 1	1	35.791	138.496	1033.DSG_RAWD_HMS_20_55_ 0__DMY_14_ 5_16.wav	2.6306	7.8861	1	3	2	2	
