Selection	View	Channel	Low Freq (Hz)	High Freq (Hz)	Begin File	Delta Time (s)	File Offset (s)	call variant	level	calls overlap	call cutoff @ end	Notes
1	Waveform 1	1	4.668	244.313	0102.DSG_RAWD_HMS_13_35_ 0__DMY_10_ 9_15.wav	0.1710	4.2924	3	1	2	2	
1	Spectrogram 1	1	4.668	244.313	0102.DSG_RAWD_HMS_13_35_ 0__DMY_10_ 9_15.wav	0.1710	4.2924	3	1	2	2	
2	Waveform 1	1	0.000	325.232	0102.DSG_RAWD_HMS_13_35_ 0__DMY_10_ 9_15.wav	0.2565	4.8055	3	1	2	2	
2	Spectrogram 1	1	0.000	325.232	0102.DSG_RAWD_HMS_13_35_ 0__DMY_10_ 9_15.wav	0.2565	4.8055	3	1	2	2	
3	Waveform 1	1	37.347	144.720	0103.DSG_RAWD_HMS_13_40_ 0__DMY_10_ 9_15.wav	1.3596	1.1216	1	3	2	2	
3	Spectrogram 1	1	37.347	144.720	0103.DSG_RAWD_HMS_13_40_ 0__DMY_10_ 9_15.wav	1.3596	1.1216	1	3	2	2	
4	Waveform 1	1	63.801	222.527	0104.DSG_RAWD_HMS_13_45_ 0__DMY_10_ 9_15.wav	7.4222	3.0432	8	2	2	2	
4	Spectrogram 1	1	63.801	222.527	0104.DSG_RAWD_HMS_13_45_ 0__DMY_10_ 9_15.wav	7.4222	3.0432	8	2	2	2	
5	Waveform 1	1	37.347	133.827	0106.DSG_RAWD_HMS_13_55_ 0__DMY_10_ 9_15.wav	2.1377	2.9564	1	2	1	2	
5	Spectrogram 1	1	37.347	133.827	0106.DSG_RAWD_HMS_13_55_ 0__DMY_10_ 9_15.wav	2.1377	2.9564	1	2	1	2	
6	Waveform 1	1	4.668	152.501	0106.DSG_RAWD_HMS_13_55_ 0__DMY_10_ 9_15.wav	0.1796	4.6752	3	2	1	2	
6	Spectrogram 1	1	4.668	152.501	0106.DSG_RAWD_HMS_13_55_ 0__DMY_10_ 9_15.wav	0.1796	4.6752	3	2	1	2	
7	Waveform 1	1	26.454	169.618	0108.DSG_RAWD_HMS_14_ 5_ 0__DMY_10_ 9_15.wav	2.0864	4.4232	1	1	1	2	
7	Spectrogram 1	1	26.454	169.618	0108.DSG_RAWD_HMS_14_ 5_ 0__DMY_10_ 9_15.wav	2.0864	4.4232	1	1	1	2	
8	Waveform 1	1	0.000	245.869	0108.DSG_RAWD_HMS_14_ 5_ 0__DMY_10_ 9_15.wav	0.1368	4.7396	3	1	1	2	
8	Spectrogram 1	1	0.000	245.869	0108.DSG_RAWD_HMS_14_ 5_ 0__DMY_10_ 9_15.wav	0.1368	4.7396	3	1	1	2	
9	Waveform 1	1	29.567	163.394	0109.DSG_RAWD_HMS_14_10_ 0__DMY_10_ 9_15.wav	4.1557	0.0323	1	2	1	2	
9	Spectrogram 1	1	29.567	163.394	0109.DSG_RAWD_HMS_14_10_ 0__DMY_10_ 9_15.wav	4.1557	0.0323	1	2	1	2	
10	Waveform 1	1	0.000	175.843	0109.DSG_RAWD_HMS_14_10_ 0__DMY_10_ 9_15.wav	0.1796	3.0080	3	1	1	2	
10	Spectrogram 1	1	0.000	175.843	0109.DSG_RAWD_HMS_14_10_ 0__DMY_10_ 9_15.wav	0.1796	3.0080	3	1	1	2	
11	Waveform 1	1	0.000	163.394	0109.DSG_RAWD_HMS_14_10_ 0__DMY_10_ 9_15.wav	0.1112	3.7947	3	1	1	2	
11	Spectrogram 1	1	0.000	163.394	0109.DSG_RAWD_HMS_14_10_ 0__DMY_10_ 9_15.wav	0.1112	3.7947	3	1	1	2	
12	Waveform 1	1	0.000	172.731	0110.DSG_RAWD_HMS_14_15_ 0__DMY_10_ 9_15.wav	0.1625	0.8584	3	2	2	2	
12	Spectrogram 1	1	0.000	172.731	0110.DSG_RAWD_HMS_14_15_ 0__DMY_10_ 9_15.wav	0.1625	0.8584	3	2	2	2	
13	Waveform 1	1	0.000	155.613	0110.DSG_RAWD_HMS_14_15_ 0__DMY_10_ 9_15.wav	1.2057	9.4252	2	2	2	1	
13	Spectrogram 1	1	0.000	155.613	0110.DSG_RAWD_HMS_14_15_ 0__DMY_10_ 9_15.wav	1.2057	9.4252	2	2	2	1	
14	Waveform 1	1	0.000	180.511	0111.DSG_RAWD_HMS_14_20_ 0__DMY_10_ 9_15.wav	0.2138	9.8933	3	1	2	2	
14	Spectrogram 1	1	0.000	180.511	0111.DSG_RAWD_HMS_14_20_ 0__DMY_10_ 9_15.wav	0.2138	9.8933	3	1	2	2	
15	Waveform 1	1	15.561	202.297	0113.DSG_RAWD_HMS_14_30_ 0__DMY_10_ 9_15.wav	6.9812	3.6451	2	2	2	2	
15	Spectrogram 1	1	15.561	202.297	0113.DSG_RAWD_HMS_14_30_ 0__DMY_10_ 9_15.wav	6.9812	3.6451	2	2	2	2	
16	Waveform 1	1	0.000	220.971	0114.DSG_RAWD_HMS_14_35_ 0__DMY_10_ 9_15.wav	0.1454	0.6789	3	3	2	2	
16	Spectrogram 1	1	0.000	220.971	0114.DSG_RAWD_HMS_14_35_ 0__DMY_10_ 9_15.wav	0.1454	0.6789	3	3	2	2	
17	Waveform 1	1	0.000	203.853	0114.DSG_RAWD_HMS_14_35_ 0__DMY_10_ 9_15.wav	0.1625	1.1236	3	2	2	2	
17	Spectrogram 1	1	0.000	203.853	0114.DSG_RAWD_HMS_14_35_ 0__DMY_10_ 9_15.wav	0.1625	1.1236	3	2	2	2	
18	Waveform 1	1	0.000	185.180	0114.DSG_RAWD_HMS_14_35_ 0__DMY_10_ 9_15.wav	0.1539	8.2688	3	2	2	2	
18	Spectrogram 1	1	0.000	185.180	0114.DSG_RAWD_HMS_14_35_ 0__DMY_10_ 9_15.wav	0.1539	8.2688	3	2	2	2	
19	Waveform 1	1	0.000	210.078	0114.DSG_RAWD_HMS_14_35_ 0__DMY_10_ 9_15.wav	0.1967	8.5938	3	1	2	2	
19	Spectrogram 1	1	0.000	210.078	0114.DSG_RAWD_HMS_14_35_ 0__DMY_10_ 9_15.wav	0.1967	8.5938	3	1	2	2	
20	Waveform 1	1	0.000	206.966	0118.DSG_RAWD_HMS_14_55_ 0__DMY_10_ 9_15.wav	0.1625	5.7352	3	2	2	2	
20	Spectrogram 1	1	0.000	206.966	0118.DSG_RAWD_HMS_14_55_ 0__DMY_10_ 9_15.wav	0.1625	5.7352	3	2	2	2	
21	Waveform 1	1	60.689	138.496	0119.DSG_RAWD_HMS_15_ 0_ 0__DMY_10_ 9_15.wav	3.1809	3.7187	1	3	2	2	
