Selection	View	Channel	Low Freq (Hz)	High Freq (Hz)	Begin File	Delta Time (s)	File Offset (s)	call variant	level	calls overlap	call cutoff @ end	Notes
1	Waveform 1	1	0.000	149.389	7039.DSG_RAWD_HMS_ 6_55_ 0__DMY_27_ 3_16.wav	0.1176	8.5364	3	3	2	2	
1	Spectrogram 1	1	0.000	149.389	7039.DSG_RAWD_HMS_ 6_55_ 0__DMY_27_ 3_16.wav	0.1176	8.5364	3	3	2	2	
2	Waveform 1	1	54.465	175.843	7041.DSG_RAWD_HMS_ 7_ 5_ 0__DMY_27_ 3_16.wav	1.3688	0.0588	1	3	2	1	
2	Spectrogram 1	1	54.465	175.843	7041.DSG_RAWD_HMS_ 7_ 5_ 0__DMY_27_ 3_16.wav	1.3688	0.0588	1	3	2	1	
3	Waveform 1	1	0.000	143.164	7053.DSG_RAWD_HMS_ 8_ 5_ 0__DMY_27_ 3_16.wav	0.1818	10.1928	3	2	2	2	
3	Spectrogram 1	1	0.000	143.164	7053.DSG_RAWD_HMS_ 8_ 5_ 0__DMY_27_ 3_16.wav	0.1818	10.1928	3	2	2	2	
4	Waveform 1	1	48.240	163.394	7061.DSG_RAWD_HMS_ 8_45_ 0__DMY_27_ 3_16.wav	4.7586	0.0326	1	3	1	1	
4	Spectrogram 1	1	48.240	163.394	7061.DSG_RAWD_HMS_ 8_45_ 0__DMY_27_ 3_16.wav	4.7586	0.0326	1	3	1	1	
5	Waveform 1	1	0.000	146.276	7061.DSG_RAWD_HMS_ 8_45_ 0__DMY_27_ 3_16.wav	0.1925	1.2516	3	2	1	2	
5	Spectrogram 1	1	0.000	146.276	7061.DSG_RAWD_HMS_ 8_45_ 0__DMY_27_ 3_16.wav	0.1925	1.2516	3	2	1	2	
6	Waveform 1	1	34.235	185.180	7077.DSG_RAWD_HMS_10_ 5_ 0__DMY_27_ 3_16.wav	7.3144	3.1072	1	3	2	2	
6	Spectrogram 1	1	34.235	185.180	7077.DSG_RAWD_HMS_10_ 5_ 0__DMY_27_ 3_16.wav	7.3144	3.1072	1	3	2	2	
7	Waveform 1	1	32.679	150.945	7085.DSG_RAWD_HMS_10_45_ 0__DMY_27_ 3_16.wav	2.2349	8.4009	1	3	2	1	
7	Spectrogram 1	1	32.679	150.945	7085.DSG_RAWD_HMS_10_45_ 0__DMY_27_ 3_16.wav	2.2349	8.4009	1	3	2	1	
8	Waveform 1	1	0.000	174.287	7099.DSG_RAWD_HMS_11_55_ 0__DMY_27_ 3_16.wav	0.1604	3.1494	3	2	2	2	
8	Spectrogram 1	1	0.000	174.287	7099.DSG_RAWD_HMS_11_55_ 0__DMY_27_ 3_16.wav	0.1604	3.1494	3	2	2	2	
9	Waveform 1	1	18.674	183.624	7114.DSG_RAWD_HMS_13_10_ 0__DMY_27_ 3_16.wav	3.3257	0.5080	1	2	2	2	
9	Spectrogram 1	1	18.674	183.624	7114.DSG_RAWD_HMS_13_10_ 0__DMY_27_ 3_16.wav	3.3257	0.5080	1	2	2	2	
10	Waveform 1	1	34.235	169.618	7131.DSG_RAWD_HMS_14_35_ 0__DMY_27_ 3_16.wav	2.2991	5.1959	1	3	2	2	
10	Spectrogram 1	1	34.235	169.618	7131.DSG_RAWD_HMS_14_35_ 0__DMY_27_ 3_16.wav	2.2991	5.1959	1	3	2	2	
11	Waveform 1	1	32.679	169.618	7131.DSG_RAWD_HMS_14_35_ 0__DMY_27_ 3_16.wav	2.3633	8.2970	1	3	2	1	
11	Spectrogram 1	1	32.679	169.618	7131.DSG_RAWD_HMS_14_35_ 0__DMY_27_ 3_16.wav	2.3633	8.2970	1	3	2	1	
12	Waveform 1	1	0.000	150.945	7138.DSG_RAWD_HMS_15_10_ 0__DMY_27_ 3_16.wav	0.1390	10.4565	3	3	2	2	
12	Spectrogram 1	1	0.000	150.945	7138.DSG_RAWD_HMS_15_10_ 0__DMY_27_ 3_16.wav	0.1390	10.4565	3	3	2	2	
13	Waveform 1	1	0.000	124.491	7146.DSG_RAWD_HMS_15_50_ 0__DMY_27_ 3_16.wav	0.1497	6.0674	3	3	2	2	
13	Spectrogram 1	1	0.000	124.491	7146.DSG_RAWD_HMS_15_50_ 0__DMY_27_ 3_16.wav	0.1497	6.0674	3	3	2	2	
14	Waveform 1	1	29.567	160.282	7146.DSG_RAWD_HMS_15_50_ 0__DMY_27_ 3_16.wav	3.0477	6.7946	1	2	2	2	
14	Spectrogram 1	1	29.567	160.282	7146.DSG_RAWD_HMS_15_50_ 0__DMY_27_ 3_16.wav	3.0477	6.7946	1	2	2	2	
15	Waveform 1	1	29.567	168.062	7150.DSG_RAWD_HMS_16_10_ 0__DMY_27_ 3_16.wav	3.1867	0.0378	1	3	2	1	
15	Spectrogram 1	1	29.567	168.062	7150.DSG_RAWD_HMS_16_10_ 0__DMY_27_ 3_16.wav	3.1867	0.0378	1	3	2	1	
16	Waveform 1	1	35.791	150.945	7150.DSG_RAWD_HMS_16_10_ 0__DMY_27_ 3_16.wav	4.1491	5.6571	1	3	2	2	
16	Spectrogram 1	1	35.791	150.945	7150.DSG_RAWD_HMS_16_10_ 0__DMY_27_ 3_16.wav	4.1491	5.6571	1	3	2	2	
17	Waveform 1	1	45.128	182.068	7156.DSG_RAWD_HMS_16_40_ 0__DMY_27_ 3_16.wav	4.6303	3.1694	1	3	2	2	
17	Spectrogram 1	1	45.128	182.068	7156.DSG_RAWD_HMS_16_40_ 0__DMY_27_ 3_16.wav	4.6303	3.1694	1	3	2	2	
18	Waveform 1	1	0.000	180.511	7157.DSG_RAWD_HMS_16_45_ 0__DMY_27_ 3_16.wav	0.1925	3.8227	3	2	2	2	
18	Spectrogram 1	1	0.000	180.511	7157.DSG_RAWD_HMS_16_45_ 0__DMY_27_ 3_16.wav	0.1925	3.8227	3	2	2	2	
19	Waveform 1	1	42.016	169.618	7160.DSG_RAWD_HMS_17_ 0_ 0__DMY_27_ 3_16.wav	1.7003	0.0085	1	3	2	1	
19	Spectrogram 1	1	42.016	169.618	7160.DSG_RAWD_HMS_17_ 0_ 0__DMY_27_ 3_16.wav	1.7003	0.0085	1	3	2	1	
20	Waveform 1	1	48.240	163.394	7159.DSG_RAWD_HMS_16_55_ 0__DMY_27_ 3_16.wav	2.0425	8.1023	1	3	2	2	
20	Spectrogram 1	1	48.240	163.394	7159.DSG_RAWD_HMS_16_55_ 0__DMY_27_ 3_16.wav	2.0425	8.1023	1	3	2	2	
21	Waveform 1	1	0.000	172.731	7161.DSG_RAWD_HMS_17_ 5_ 0__DMY_27_ 3_16.wav	0.1925	1.3141	3	2	2	2	
21	Spectrogram 1	1	0.000	172.731	7161.DSG_RAWD_HMS_17_ 5_ 0__DMY_27_ 3_16.wav	0.1925	1.3141	3	2	2	2	
22	Waveform 1	1	0.000	135.384	7166.DSG_RAWD_HMS_17_30_ 0__DMY_27_ 3_16.wav	0.1604	8.7996	3	3	2	2	
22	Spectrogram 1	1	0.000	135.384	7166.DSG_RAWD_HMS_17_30_ 0__DMY_27_ 3_16.wav	0.1604	8.7996	3	3	2	2	
23	Waveform 1	1	38.903	163.394	7170.DSG_RAWD_HMS_17_50_ 0__DMY_27_ 3_16.wav	4.8014	5.0096	1	3	2	2	
23	Spectrogram 1	1	38.903	163.394	7170.DSG_RAWD_HMS_17_50_ 0__DMY_27_ 3_16.wav	4.8014	5.0096	1	3	2	2	
24	Waveform 1	1	42.016	164.950	7176.DSG_RAWD_HMS_18_20_ 0__DMY_27_ 3_16.wav	3.1546	7.4567	1	3	2	1	
24	Spectrogram 1	1	42.016	164.950	7176.DSG_RAWD_HMS_18_20_ 0__DMY_27_ 3_16.wav	3.1546	7.4567	1	3	2	1	
25	Waveform 1	1	48.240	138.496	7177.DSG_RAWD_HMS_18_25_ 0__DMY_27_ 3_16.wav	3.7320	6.8965	1	3	2	1	
