Selection	View	Channel	Low Freq (Hz)	High Freq (Hz)	Begin File	Delta Time (s)	File Offset (s)	call variant	level	calls overlap	call cutoff @ end	Notes
1	Waveform 1	1	3.112	140.052	2023.DSG_RAWD_HMS_14_10_ 0__DMY_13_ 4_16.wav	0.1498	1.8689	3	2	2	2	
1	Spectrogram 1	1	3.112	140.052	2023.DSG_RAWD_HMS_14_10_ 0__DMY_13_ 4_16.wav	0.1498	1.8689	3	2	2	2	
2	Waveform 1	1	0.000	188.292	2027.DSG_RAWD_HMS_14_30_ 0__DMY_13_ 4_16.wav	0.1926	0.3211	3	2	2	2	
2	Spectrogram 1	1	0.000	188.292	2027.DSG_RAWD_HMS_14_30_ 0__DMY_13_ 4_16.wav	0.1926	0.3211	3	2	2	2	
3	Waveform 1	1	0.000	129.159	2036.DSG_RAWD_HMS_15_15_ 0__DMY_13_ 4_16.wav	0.1177	8.6287	3	3	2	2	
3	Spectrogram 1	1	0.000	129.159	2036.DSG_RAWD_HMS_15_15_ 0__DMY_13_ 4_16.wav	0.1177	8.6287	3	3	2	2	
4	Waveform 1	1	46.684	119.822	2038.DSG_RAWD_HMS_15_25_ 0__DMY_13_ 4_16.wav	2.9104	3.5560	1	3	2	2	
4	Spectrogram 1	1	46.684	119.822	2038.DSG_RAWD_HMS_15_25_ 0__DMY_13_ 4_16.wav	2.9104	3.5560	1	3	2	2	
5	Waveform 1	1	57.577	149.389	2041.DSG_RAWD_HMS_15_40_ 0__DMY_13_ 4_16.wav	1.9367	6.6846	1	3	2	2	
5	Spectrogram 1	1	57.577	149.389	2041.DSG_RAWD_HMS_15_40_ 0__DMY_13_ 4_16.wav	1.9367	6.6846	1	3	2	2	
6	Waveform 1	1	0.000	172.731	2061.DSG_RAWD_HMS_17_20_ 0__DMY_13_ 4_16.wav	0.1605	7.7357	3	3	2	2	
6	Spectrogram 1	1	0.000	172.731	2061.DSG_RAWD_HMS_17_20_ 0__DMY_13_ 4_16.wav	0.1605	7.7357	3	3	2	2	
7	Waveform 1	1	0.000	180.511	2062.DSG_RAWD_HMS_17_25_ 0__DMY_13_ 4_16.wav	0.1498	4.7795	3	2	2	2	
7	Spectrogram 1	1	0.000	180.511	2062.DSG_RAWD_HMS_17_25_ 0__DMY_13_ 4_16.wav	0.1498	4.7795	3	2	2	2	
8	Waveform 1	1	37.347	132.271	2064.DSG_RAWD_HMS_17_35_ 0__DMY_13_ 4_16.wav	4.1088	6.5227	1	2	2	1	
8	Spectrogram 1	1	37.347	132.271	2064.DSG_RAWD_HMS_17_35_ 0__DMY_13_ 4_16.wav	4.1088	6.5227	1	2	2	1	
9	Waveform 1	1	38.903	130.715	2065.DSG_RAWD_HMS_17_40_ 0__DMY_13_ 4_16.wav	3.7771	0.0462	1	3	2	1	
9	Spectrogram 1	1	38.903	130.715	2065.DSG_RAWD_HMS_17_40_ 0__DMY_13_ 4_16.wav	3.7771	0.0462	1	3	2	1	
10	Waveform 1	1	7.781	115.154	2068.DSG_RAWD_HMS_17_55_ 0__DMY_13_ 4_16.wav	0.1819	1.6529	3	3	2	2	
10	Spectrogram 1	1	7.781	115.154	2068.DSG_RAWD_HMS_17_55_ 0__DMY_13_ 4_16.wav	0.1819	1.6529	3	3	2	2	
11	Waveform 1	1	0.000	164.950	2077.DSG_RAWD_HMS_18_40_ 0__DMY_13_ 4_16.wav	0.1391	1.5018	3	2	2	2	
11	Spectrogram 1	1	0.000	164.950	2077.DSG_RAWD_HMS_18_40_ 0__DMY_13_ 4_16.wav	0.1391	1.5018	3	2	2	2	
12	Waveform 1	1	37.347	168.062	2078.DSG_RAWD_HMS_18_45_ 0__DMY_13_ 4_16.wav	3.7878	0.0034	1	3	2	2	
12	Spectrogram 1	1	37.347	168.062	2078.DSG_RAWD_HMS_18_45_ 0__DMY_13_ 4_16.wav	3.7878	0.0034	1	3	2	2	
13	Waveform 1	1	0.000	154.057	2090.DSG_RAWD_HMS_19_45_ 0__DMY_13_ 4_16.wav	0.1712	3.8371	3	2	2	2	
13	Spectrogram 1	1	0.000	154.057	2090.DSG_RAWD_HMS_19_45_ 0__DMY_13_ 4_16.wav	0.1712	3.8371	3	2	2	2	
14	Waveform 1	1	0.000	132.271	2095.DSG_RAWD_HMS_20_10_ 0__DMY_13_ 4_16.wav	0.1070	2.7891	3	3	2	2	
14	Spectrogram 1	1	0.000	132.271	2095.DSG_RAWD_HMS_20_10_ 0__DMY_13_ 4_16.wav	0.1070	2.7891	3	3	2	2	
15	Waveform 1	1	0.000	157.169	2096.DSG_RAWD_HMS_20_15_ 0__DMY_13_ 4_16.wav	0.1712	7.1998	3	2	2	2	
15	Spectrogram 1	1	0.000	157.169	2096.DSG_RAWD_HMS_20_15_ 0__DMY_13_ 4_16.wav	0.1712	7.1998	3	2	2	2	
16	Waveform 1	1	0.000	119.822	2099.DSG_RAWD_HMS_20_30_ 0__DMY_13_ 4_16.wav	0.1391	2.2464	3	3	2	2	
16	Spectrogram 1	1	0.000	119.822	2099.DSG_RAWD_HMS_20_30_ 0__DMY_13_ 4_16.wav	0.1391	2.2464	3	3	2	2	
17	Waveform 1	1	17.117	280.104	2111.DSG_RAWD_HMS_21_30_ 0__DMY_13_ 4_16.wav	4.6010	5.0985	2	1	2	2	
