Selection	View	Channel	Low Freq (Hz)	High Freq (Hz)	Begin File	Delta Time (s)	File Offset (s)	call variant	level	calls overlap	call cutoff @ end	Notes
1	Waveform 1	1	36.324	193.946	1603.DSG_RAWD_HMS_ 1_25_ 0__DMY_12_ 8_15.wav	2.9841	1.1643	1	3	2	2	
1	Spectrogram 1	1	36.324	193.946	1603.DSG_RAWD_HMS_ 1_25_ 0__DMY_12_ 8_15.wav	2.9841	1.1643	1	3	2	2	
2	Waveform 1	1	36.324	182.818	1604.DSG_RAWD_HMS_ 1_30_ 0__DMY_12_ 8_15.wav	3.6530	2.7341	1	2	2	2	
2	Spectrogram 1	1	36.324	182.818	1604.DSG_RAWD_HMS_ 1_30_ 0__DMY_12_ 8_15.wav	3.6530	2.7341	1	2	2	2	
3	Waveform 1	1	46.414	332.251	1604.DSG_RAWD_HMS_ 1_30_ 0__DMY_12_ 8_15.wav	1.2144	9.4427	8	3	2	1	
3	Spectrogram 1	1	46.414	332.251	1604.DSG_RAWD_HMS_ 1_30_ 0__DMY_12_ 8_15.wav	1.2144	9.4427	8	3	2	1	
4	Waveform 1	1	26.234	195.535	1605.DSG_RAWD_HMS_ 1_35_ 0__DMY_12_ 8_15.wav	3.8416	6.7999	2	2	2	1	
4	Spectrogram 1	1	26.234	195.535	1605.DSG_RAWD_HMS_ 1_35_ 0__DMY_12_ 8_15.wav	3.8416	6.7999	2	2	2	1	
5	Waveform 1	1	0.000	255.945	1606.DSG_RAWD_HMS_ 1_40_ 0__DMY_12_ 8_15.wav	0.2230	1.0824	3	1	2	2	
5	Spectrogram 1	1	0.000	255.945	1606.DSG_RAWD_HMS_ 1_40_ 0__DMY_12_ 8_15.wav	0.2230	1.0824	3	1	2	2	
6	Waveform 1	1	34.306	184.407	1607.DSG_RAWD_HMS_ 1_45_ 0__DMY_12_ 8_15.wav	3.9788	0.0189	1	3	2	1	
6	Spectrogram 1	1	34.306	184.407	1607.DSG_RAWD_HMS_ 1_45_ 0__DMY_12_ 8_15.wav	3.9788	0.0189	1	3	2	1	
7	Waveform 1	1	41.024	157.382	1607.DSG_RAWD_HMS_ 1_45_ 0__DMY_12_ 8_15.wav	4.1332	4.8858	1	3	2	2	
7	Spectrogram 1	1	41.024	157.382	1607.DSG_RAWD_HMS_ 1_45_ 0__DMY_12_ 8_15.wav	4.1332	4.8858	1	3	2	2	
8	Waveform 1	1	6.359	314.764	1608.DSG_RAWD_HMS_ 1_50_ 0__DMY_12_ 8_15.wav	0.3001	1.1670	3	2	2	2	
8	Spectrogram 1	1	6.359	314.764	1608.DSG_RAWD_HMS_ 1_50_ 0__DMY_12_ 8_15.wav	0.3001	1.1670	3	2	2	2	
9	Waveform 1	1	41.024	208.253	1608.DSG_RAWD_HMS_ 1_50_ 0__DMY_12_ 8_15.wav	2.3153	5.0392	1	2	1	2	
9	Spectrogram 1	1	41.024	208.253	1608.DSG_RAWD_HMS_ 1_50_ 0__DMY_12_ 8_15.wav	2.3153	5.0392	1	2	1	2	
10	Waveform 1	1	42.889	151.023	1608.DSG_RAWD_HMS_ 1_50_ 0__DMY_12_ 8_15.wav	2.7869	7.8518	1	3	2	1	
10	Spectrogram 1	1	42.889	151.023	1608.DSG_RAWD_HMS_ 1_50_ 0__DMY_12_ 8_15.wav	2.7869	7.8518	1	3	2	1	
11	Waveform 1	1	37.295	174.869	1609.DSG_RAWD_HMS_ 1_55_ 0__DMY_12_ 8_15.wav	2.2467	8.4045	1	3	2	1	
11	Spectrogram 1	1	37.295	174.869	1609.DSG_RAWD_HMS_ 1_55_ 0__DMY_12_ 8_15.wav	2.2467	8.4045	1	3	2	1	
12	Waveform 1	1	29.836	163.741	1613.DSG_RAWD_HMS_ 2_15_ 0__DMY_12_ 8_15.wav	4.9993	0.0378	2	1	2	1	
12	Spectrogram 1	1	29.836	163.741	1613.DSG_RAWD_HMS_ 2_15_ 0__DMY_12_ 8_15.wav	4.9993	0.0378	2	1	2	1	
13	Waveform 1	1	37.295	209.843	1613.DSG_RAWD_HMS_ 2_15_ 0__DMY_12_ 8_15.wav	5.8482	3.0570	1	3	1	2	
13	Spectrogram 1	1	37.295	209.843	1613.DSG_RAWD_HMS_ 2_15_ 0__DMY_12_ 8_15.wav	5.8482	3.0570	1	3	1	2	
14	Waveform 1	1	0.000	241.637	1614.DSG_RAWD_HMS_ 2_20_ 0__DMY_12_ 8_15.wav	0.2315	9.7277	3	1	2	2	
14	Spectrogram 1	1	0.000	241.637	1614.DSG_RAWD_HMS_ 2_20_ 0__DMY_12_ 8_15.wav	0.2315	9.7277	3	1	2	2	
15	Waveform 1	1	37.295	174.869	1616.DSG_RAWD_HMS_ 2_30_ 0__DMY_12_ 8_15.wav	2.8469	5.3287	1	3	2	2	
15	Spectrogram 1	1	37.295	174.869	1616.DSG_RAWD_HMS_ 2_30_ 0__DMY_12_ 8_15.wav	2.8469	5.3287	1	3	2	2	
