Selection	View	Channel	Low Freq (Hz)	High Freq (Hz)	Begin File	Delta Time (s)	File Offset (s)	call variant	level	calls overlap	call cutoff @ end	Notes
1	Waveform 1	1	0.000	208.522	1766.DSG_RAWD_HMS_10_ 0_ 0__DMY_17_ 5_16.wav	0.1925	0.7411	3	1	2	2	
1	Spectrogram 1	1	0.000	208.522	1766.DSG_RAWD_HMS_10_ 0_ 0__DMY_17_ 5_16.wav	0.1925	0.7411	3	1	2	2	
2	Waveform 1	1	43.572	185.180	1765.DSG_RAWD_HMS_ 9_55_ 0__DMY_17_ 5_16.wav	0.8021	9.8185	1	1	2	1	
2	Spectrogram 1	1	43.572	185.180	1765.DSG_RAWD_HMS_ 9_55_ 0__DMY_17_ 5_16.wav	0.8021	9.8185	1	1	2	1	
3	Waveform 1	1	0.000	241.201	1770.DSG_RAWD_HMS_10_20_ 0__DMY_17_ 5_16.wav	0.2781	1.7149	3	1	2	2	
3	Spectrogram 1	1	0.000	241.201	1770.DSG_RAWD_HMS_10_20_ 0__DMY_17_ 5_16.wav	0.2781	1.7149	3	1	2	2	
4	Waveform 1	1	0.000	308.114	1771.DSG_RAWD_HMS_10_25_ 0__DMY_17_ 5_16.wav	0.3529	4.1669	3	1	2	2	
4	Spectrogram 1	1	0.000	308.114	1771.DSG_RAWD_HMS_10_25_ 0__DMY_17_ 5_16.wav	0.3529	4.1669	3	1	2	2	
5	Waveform 1	1	34.235	150.945	1772.DSG_RAWD_HMS_10_30_ 0__DMY_17_ 5_16.wav	2.7166	0.9611	1	2	2	2	
5	Spectrogram 1	1	34.235	150.945	1772.DSG_RAWD_HMS_10_30_ 0__DMY_17_ 5_16.wav	2.7166	0.9611	1	2	2	2	
6	Waveform 1	1	0.000	234.976	1774.DSG_RAWD_HMS_10_40_ 0__DMY_17_ 5_16.wav	0.1497	8.3892	3	1	2	2	
6	Spectrogram 1	1	0.000	234.976	1774.DSG_RAWD_HMS_10_40_ 0__DMY_17_ 5_16.wav	0.1497	8.3892	3	1	2	2	
7	Waveform 1	1	0.000	266.099	1778.DSG_RAWD_HMS_11_ 0_ 0__DMY_17_ 5_16.wav	0.2032	1.9298	3	1	2	2	
7	Spectrogram 1	1	0.000	266.099	1778.DSG_RAWD_HMS_11_ 0_ 0__DMY_17_ 5_16.wav	0.2032	1.9298	3	1	2	2	
8	Waveform 1	1	0.000	169.618	1785.DSG_RAWD_HMS_11_35_ 0__DMY_17_ 5_16.wav	0.1925	6.7844	3	1	2	2	
8	Spectrogram 1	1	0.000	169.618	1785.DSG_RAWD_HMS_11_35_ 0__DMY_17_ 5_16.wav	0.1925	6.7844	3	1	2	2	
9	Waveform 1	1	38.903	158.726	1789.DSG_RAWD_HMS_11_55_ 0__DMY_17_ 5_16.wav	3.3583	0.0306	1	2	2	2	
9	Spectrogram 1	1	38.903	158.726	1789.DSG_RAWD_HMS_11_55_ 0__DMY_17_ 5_16.wav	3.3583	0.0306	1	2	2	2	
10	Waveform 1	1	37.347	200.741	1792.DSG_RAWD_HMS_12_10_ 0__DMY_17_ 5_16.wav	3.2406	0.0069	2	1	2	1	
10	Spectrogram 1	1	37.347	200.741	1792.DSG_RAWD_HMS_12_10_ 0__DMY_17_ 5_16.wav	3.2406	0.0069	2	1	2	1	
11	Waveform 1	1	32.679	168.062	1792.DSG_RAWD_HMS_12_10_ 0__DMY_17_ 5_16.wav	3.1979	6.7021	2	3	2	2	
11	Spectrogram 1	1	32.679	168.062	1792.DSG_RAWD_HMS_12_10_ 0__DMY_17_ 5_16.wav	3.1979	6.7021	2	3	2	2	
12	Waveform 1	1	0.000	284.772	1796.DSG_RAWD_HMS_12_30_ 0__DMY_17_ 5_16.wav	0.1925	3.1197	3	1	2	2	
12	Spectrogram 1	1	0.000	284.772	1796.DSG_RAWD_HMS_12_30_ 0__DMY_17_ 5_16.wav	0.1925	3.1197	3	1	2	2	
13	Waveform 1	1	31.123	157.169	1798.DSG_RAWD_HMS_12_40_ 0__DMY_17_ 5_16.wav	8.8128	1.8205	1	2	2	1	
13	Spectrogram 1	1	31.123	157.169	1798.DSG_RAWD_HMS_12_40_ 0__DMY_17_ 5_16.wav	8.8128	1.8205	1	2	2	1	
14	Waveform 1	1	0.000	164.950	1800.DSG_RAWD_HMS_12_50_ 0__DMY_17_ 5_16.wav	0.1604	0.8742	3	2	2	2	
14	Spectrogram 1	1	0.000	164.950	1800.DSG_RAWD_HMS_12_50_ 0__DMY_17_ 5_16.wav	0.1604	0.8742	3	2	2	2	
15	Waveform 1	1	34.235	169.618	1800.DSG_RAWD_HMS_12_50_ 0__DMY_17_ 5_16.wav	1.4973	1.9972	1	3	2	2	
15	Spectrogram 1	1	34.235	169.618	1800.DSG_RAWD_HMS_12_50_ 0__DMY_17_ 5_16.wav	1.4973	1.9972	1	3	2	2	
16	Waveform 1	1	0.000	194.517	1801.DSG_RAWD_HMS_12_55_ 0__DMY_17_ 5_16.wav	0.2032	0.7593	3	2	2	2	
16	Spectrogram 1	1	0.000	194.517	1801.DSG_RAWD_HMS_12_55_ 0__DMY_17_ 5_16.wav	0.2032	0.7593	3	2	2	2	
17	Waveform 1	1	0.000	267.655	1801.DSG_RAWD_HMS_12_55_ 0__DMY_17_ 5_16.wav	0.2353	7.9037	3	2	2	2	
17	Spectrogram 1	1	0.000	267.655	1801.DSG_RAWD_HMS_12_55_ 0__DMY_17_ 5_16.wav	0.2353	7.9037	3	2	2	2	
18	Waveform 1	1	0.000	154.057	1802.DSG_RAWD_HMS_13_ 0_ 0__DMY_17_ 5_16.wav	0.1711	0.3236	3	3	2	2	
18	Spectrogram 1	1	0.000	154.057	1802.DSG_RAWD_HMS_13_ 0_ 0__DMY_17_ 5_16.wav	0.1711	0.3236	3	3	2	2	
19	Waveform 1	1	18.674	270.767	1805.DSG_RAWD_HMS_13_15_ 0__DMY_17_ 5_16.wav	2.9626	5.9684	2	1	2	2	Type 1 and 2 combo?
19	Spectrogram 1	1	18.674	270.767	1805.DSG_RAWD_HMS_13_15_ 0__DMY_17_ 5_16.wav	2.9626	5.9684	2	1	2	2	Type 1 and 2 combo?
20	Waveform 1	1	35.791	219.415	1806.DSG_RAWD_HMS_13_20_ 0__DMY_17_ 5_16.wav	1.9358	8.7091	1	2	2	1	
20	Spectrogram 1	1	35.791	219.415	1806.DSG_RAWD_HMS_13_20_ 0__DMY_17_ 5_16.wav	1.9358	8.7091	1	2	2	1	
21	Waveform 1	1	37.347	191.404	1809.DSG_RAWD_HMS_13_35_ 0__DMY_17_ 5_16.wav	5.1444	0.7710	2	3	2	2	
21	Spectrogram 1	1	37.347	191.404	1809.DSG_RAWD_HMS_13_35_ 0__DMY_17_ 5_16.wav	5.1444	0.7710	2	3	2	2	
22	Waveform 1	1	0.000	319.007	1814.DSG_RAWD_HMS_14_ 0_ 0__DMY_17_ 5_16.wav	0.3957	2.7850	3	1	2	2	
22	Spectrogram 1	1	0.000	319.007	1814.DSG_RAWD_HMS_14_ 0_ 0__DMY_17_ 5_16.wav	0.3957	2.7850	3	1	2	2	
23	Waveform 1	1	32.679	202.297	1815.DSG_RAWD_HMS_14_ 5_ 0__DMY_17_ 5_16.wav	0.7807	0.0070	1	1	2	1	
23	Spectrogram 1	1	32.679	202.297	1815.DSG_RAWD_HMS_14_ 5_ 0__DMY_17_ 5_16.wav	0.7807	0.0070	1	1	2	1	
24	Waveform 1	1	0.000	203.853	1818.DSG_RAWD_HMS_14_20_ 0__DMY_17_ 5_16.wav	0.3209	8.0764	3	1	2	2	
24	Spectrogram 1	1	0.000	203.853	1818.DSG_RAWD_HMS_14_20_ 0__DMY_17_ 5_16.wav	0.3209	8.0764	3	1	2	2	
25	Waveform 1	1	0.000	241.201	1829.DSG_RAWD_HMS_15_15_ 0__DMY_17_ 5_16.wav	0.2353	4.8921	3	1	2	2	
25	Spectrogram 1	1	0.000	241.201	1829.DSG_RAWD_HMS_15_15_ 0__DMY_17_ 5_16.wav	0.2353	4.8921	3	1	2	2	
