Selection	View	Channel	Low Freq (Hz)	High Freq (Hz)	Begin File	Delta Time (s)	File Offset (s)	call variant	level	calls overlap	call cutoff @ end	Notes
1	Waveform 1	1	38.903	186.736	1751.DSG_RAWD_HMS_ 2_ 0_ 0__DMY_21_ 6_16.wav	1.5941	2.4179	1	2	2	2	
1	Spectrogram 1	1	38.903	186.736	1751.DSG_RAWD_HMS_ 2_ 0_ 0__DMY_21_ 6_16.wav	1.5941	2.4179	1	2	2	2	
2	Waveform 1	1	43.572	188.292	1766.DSG_RAWD_HMS_ 3_15_ 0__DMY_21_ 6_16.wav	3.2844	2.8865	1	3	2	2	
2	Spectrogram 1	1	43.572	188.292	1766.DSG_RAWD_HMS_ 3_15_ 0__DMY_21_ 6_16.wav	3.2844	2.8865	1	3	2	2	
3	Waveform 1	1	0.000	228.752	1767.DSG_RAWD_HMS_ 3_20_ 0__DMY_21_ 6_16.wav	0.2247	0.7957	3	2	2	2	
3	Spectrogram 1	1	0.000	228.752	1767.DSG_RAWD_HMS_ 3_20_ 0__DMY_21_ 6_16.wav	0.2247	0.7957	3	2	2	2	
4	Waveform 1	1	0.000	206.966	1778.DSG_RAWD_HMS_ 4_15_ 0__DMY_21_ 6_16.wav	0.1819	5.6088	3	2	2	2	
4	Spectrogram 1	1	0.000	206.966	1778.DSG_RAWD_HMS_ 4_15_ 0__DMY_21_ 6_16.wav	0.1819	5.6088	3	2	2	2	
5	Waveform 1	1	51.352	164.950	1784.DSG_RAWD_HMS_ 4_45_ 0__DMY_21_ 6_16.wav	2.3323	8.3113	1	3	2	1	
5	Spectrogram 1	1	51.352	164.950	1784.DSG_RAWD_HMS_ 4_45_ 0__DMY_21_ 6_16.wav	2.3323	8.3113	1	3	2	1	
6	Waveform 1	1	51.352	130.715	1793.DSG_RAWD_HMS_ 5_30_ 0__DMY_21_ 6_16.wav	2.5569	4.0024	1	3	2	2	
6	Spectrogram 1	1	51.352	130.715	1793.DSG_RAWD_HMS_ 5_30_ 0__DMY_21_ 6_16.wav	2.5569	4.0024	1	3	2	2	
7	Waveform 1	1	49.796	121.378	1793.DSG_RAWD_HMS_ 5_30_ 0__DMY_21_ 6_16.wav	2.0862	8.5519	1	3	2	1	
7	Spectrogram 1	1	49.796	121.378	1793.DSG_RAWD_HMS_ 5_30_ 0__DMY_21_ 6_16.wav	2.0862	8.5519	1	3	2	1	
8	Waveform 1	1	45.128	112.042	1794.DSG_RAWD_HMS_ 5_35_ 0__DMY_21_ 6_16.wav	4.1724	5.9849	1	3	2	2	
8	Spectrogram 1	1	45.128	112.042	1794.DSG_RAWD_HMS_ 5_35_ 0__DMY_21_ 6_16.wav	4.1724	5.9849	1	3	2	2	
9	Waveform 1	1	37.347	112.042	1814.DSG_RAWD_HMS_ 7_15_ 0__DMY_21_ 6_16.wav	2.5569	7.8858	1	3	2	2	
