Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Delta Time (s)	File Offset (s)	call variant	level	call cutoff @ end	calls overlap	Notes
1	Spectrogram 1	1	0.087510894	10.921359530	187.939	934.001	2251.DSG_RAWD_HMS_ 5_ 0_ 0__DMY_15_ 9_11.wav	10.8338	0.0875	28	2	1	1	
2	Spectrogram 1	1	11.078879139	21.965234312	182.244	934.001	2252.DSG_RAWD_HMS_ 5_10_ 0__DMY_15_ 9_11.wav	10.8864	0.0197	28	2	1	1	
3	Spectrogram 1	1	22.052762608	32.956619960	170.854	865.659	2253.DSG_RAWD_HMS_ 5_20_ 0__DMY_15_ 9_11.wav	10.9039	0.0163	28	2	1	1	
4	Spectrogram 1	1	33.166659800	43.772980113	176.549	791.622	2254.DSG_RAWD_HMS_ 5_30_ 0__DMY_15_ 9_11.wav	10.6063	0.1529	28	2	1	1	
5	Spectrogram 1	1	44.070526587	54.869370866	170.854	603.683	2255.DSG_RAWD_HMS_ 5_40_ 0__DMY_15_ 9_11.wav	10.7988	0.0795	28	3	1	1	
6	Spectrogram 1	1	54.991901030	65.843251845	170.854	837.183	2256.DSG_RAWD_HMS_ 5_50_ 0__DMY_15_ 9_11.wav	10.8514	0.0236	28	3	1	1	
7	Spectrogram 1	1	65.965788399	76.799637036	205.025	592.293	2257.DSG_RAWD_HMS_ 6_ 0_ 0__DMY_15_ 9_11.wav	10.8338	0.0202	28	3	1	1	
8	Spectrogram 1	1	76.939663597	87.826018770	205.025	575.208	2258.DSG_RAWD_HMS_ 6_10_ 0__DMY_15_ 9_11.wav	10.8864	0.0168	28	3	1	1	
9	Spectrogram 1	1	1278.330855124	1289.199708118	165.159	717.586	2367.DSG_RAWD_HMS_ 0_20_ 0__DMY_16_ 9_11.wav	10.8689	0.0512	28	3	1	1	
10	Spectrogram 1	1	1300.366130259	1311.217481075	182.244	905.525	2369.DSG_RAWD_HMS_ 0_40_ 0__DMY_16_ 9_11.wav	10.8514	0.0500	28	2	1	1	
11	Spectrogram 1	1	1311.322510277	1322.453895953	176.549	882.744	2370.DSG_RAWD_HMS_ 0_50_ 0__DMY_16_ 9_11.wav	11.1314	0.0291	28	2	1	1	
12	Spectrogram 1	1	1322.541421150	1333.427776323	182.244	968.171	2371.DSG_RAWD_HMS_ 1_ 0_ 0__DMY_16_ 9_11.wav	10.8864	0.0249	28	2	1	1	
13	Spectrogram 1	1	1333.550306563	1344.366653021	0.000	951.086	2372.DSG_RAWD_HMS_ 1_10_ 0__DMY_16_ 9_11.wav	10.8163	0.0565	28	2	1	1	
14	Spectrogram 1	1	1344.524172630	1355.410527803	0.000	1121.940	2373.DSG_RAWD_HMS_ 1_20_ 0__DMY_16_ 9_11.wav	10.8864	0.0531	28	1	1	1	
