Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Delta Time (s)	File Offset (s)	call variant	level	call cutoff @ end	calls overlap	Notes
1	Spectrogram 1	1	99.242494652	110.038770607	159.464	677.720	2510.DSG_RAWD_HMS_ 0_10_ 0__DMY_17_ 9_11.wav	10.7963	0.1193	28	3	1	1	
2	Spectrogram 1	1	110.196265454	121.010039425	136.683	808.708	2511.DSG_RAWD_HMS_ 0_20_ 0__DMY_17_ 9_11.wav	10.8138	0.0958	28	3	1	1	
3	Spectrogram 1	1	121.115046385	131.998836684	148.073	882.744	2512.DSG_RAWD_HMS_ 0_30_ 0__DMY_17_ 9_11.wav	10.8838	0.0373	28	3	1	1	
4	Spectrogram 1	1	132.068828749	143.005088832	193.634	1042.208	2513.DSG_RAWD_HMS_ 0_40_ 0__DMY_17_ 9_11.wav	10.9363	0.0138	28	2	1	1	
5	Spectrogram 1	1	143.022595748	153.993851864	193.634	1059.293	2513.DSG_RAWD_HMS_ 0_40_ 0__DMY_17_ 9_11.wav	10.9713	10.9676	28	2	1	1	
6	Spectrogram 1	1	154.186341680	165.192593828	0.000	1070.684	2515.DSG_RAWD_HMS_ 1_ 0_ 0__DMY_17_ 9_11.wav	11.0063	0.0948	28	2	1	1	
7	Spectrogram 1	1	165.315092492	176.128866462	0.000	1514.903	2516.DSG_RAWD_HMS_ 1_10_ 0__DMY_17_ 9_11.wav	10.8138	0.0825	28	1	1	1	
8	Spectrogram 1	1	176.251368853	187.187628936	0.000	1662.977	2517.DSG_RAWD_HMS_ 1_20_ 0__DMY_17_ 9_11.wav	10.9363	0.0414	28	1	1	1	
9	Spectrogram 1	1	187.327635504	198.193903523	0.000	1645.891	2518.DSG_RAWD_HMS_ 1_30_ 0__DMY_17_ 9_11.wav	10.8663	0.0585	28	1	1	1	
10	Spectrogram 1	1	198.281412999	209.217673083	0.000	1611.721	2519.DSG_RAWD_HMS_ 1_40_ 0__DMY_17_ 9_11.wav	10.9363	0.0350	28	1	1	1	
11	Spectrogram 1	1	209.287685836	220.118957823	0.000	1662.977	2520.DSG_RAWD_HMS_ 1_50_ 0__DMY_17_ 9_11.wav	10.8313	0.0640	28	1	1	1	
12	Spectrogram 1	1	220.241458540	231.142722591	0.000	1674.367	2521.DSG_RAWD_HMS_ 2_ 0_ 0__DMY_17_ 9_11.wav	10.9013	0.0405	28	1	1	1	
13	Spectrogram 1	1	231.265231218	242.131499237	0.000	1662.977	2522.DSG_RAWD_HMS_ 2_10_ 0__DMY_17_ 9_11.wav	10.8663	0.0870	28	1	1	1	
14	Spectrogram 1	1	242.201510774	253.067778792	0.000	1640.196	2523.DSG_RAWD_HMS_ 2_20_ 0__DMY_17_ 9_11.wav	10.8663	0.0460	28	1	1	1	
15	Spectrogram 1	1	253.172785753	264.056551787	0.000	1651.586	2524.DSG_RAWD_HMS_ 2_30_ 0__DMY_17_ 9_11.wav	10.8838	0.0400	28	1	1	1	
16	Spectrogram 1	1	264.161554337	274.992825030	0.000	1651.586	2525.DSG_RAWD_HMS_ 2_40_ 0__DMY_17_ 9_11.wav	10.8313	0.0515	28	1	1	1	
17	Spectrogram 1	1	275.167822002	285.999093988	0.000	1600.330	2526.DSG_RAWD_HMS_ 2_50_ 0__DMY_17_ 9_11.wav	10.8313	0.0805	28	1	1	1	
18	Spectrogram 1	1	286.139089071	297.215333283	0.000	1594.635	2527.DSG_RAWD_HMS_ 3_ 0_ 0__DMY_17_ 9_11.wav	11.0762	0.0744	28	1	1	1	
19	Spectrogram 1	1	297.320336365	308.256596448	0.000	1583.245	2528.DSG_RAWD_HMS_ 3_10_ 0__DMY_17_ 9_11.wav	10.9363	0.0327	28	1	1	1	
20	Spectrogram 1	1	308.396599897	319.245369900	0.000	1560.464	2529.DSG_RAWD_HMS_ 3_20_ 0__DMY_17_ 9_11.wav	10.8488	0.0497	28	1	1	1	
21	Spectrogram 1	1	319.385375859	330.234145862	0.000	1571.855	2530.DSG_RAWD_HMS_ 3_30_ 0__DMY_17_ 9_11.wav	10.8488	0.0612	28	1	1	1	
22	Spectrogram 1	1	330.339144076	341.310400191	0.000	1594.635	2531.DSG_RAWD_HMS_ 3_40_ 0__DMY_17_ 9_11.wav	10.9713	0.0377	28	1	1	1	
23	Spectrogram 1	1	341.362910898	352.404159078	0.000	1503.513	2532.DSG_RAWD_HMS_ 3_50_ 0__DMY_17_ 9_11.wav	11.0412	0.0023	28	1	1	1	
24	Spectrogram 1	1	352.526664436	363.427928487	17.085	1554.769	2533.DSG_RAWD_HMS_ 4_ 0_ 0__DMY_17_ 9_11.wav	10.9013	0.0249	28	1	1	1	
25	Spectrogram 1	1	363.480442007	374.381706058	199.329	996.647	2534.DSG_RAWD_HMS_ 4_10_ 0__DMY_17_ 9_11.wav	10.9013	0.0014	28	2	1	1	
26	Spectrogram 1	1	374.539200298	385.650440542	176.549	1110.549	2535.DSG_RAWD_HMS_ 4_20_ 0__DMY_17_ 9_11.wav	11.1112	0.0829	28	2	1	1	
27	Spectrogram 1	1	385.807945202	396.796699334	199.329	1235.842	2536.DSG_RAWD_HMS_ 4_30_ 0__DMY_17_ 9_11.wav	10.9888	0.1286	28	2	1	1	
28	Spectrogram 1	1	397.024193015	407.820468970	148.073	985.257	2537.DSG_RAWD_HMS_ 4_40_ 0__DMY_17_ 9_11.wav	10.7963	0.1218	28	2	1	1	
29	Spectrogram 1	1	407.890481115	418.756749133	170.854	962.476	2538.DSG_RAWD_HMS_ 4_50_ 0__DMY_17_ 9_11.wav	10.8663	0.0108	28	2	1	1	
30	Spectrogram 1	1	418.896753343	429.763021362	187.939	968.171	2539.DSG_RAWD_HMS_ 5_ 0_ 0__DMY_17_ 9_11.wav	10.8663	0.0398	28	2	1	1	
31	Spectrogram 1	1	429.868025888	440.856780020	199.329	962.476	2540.DSG_RAWD_HMS_ 5_10_ 0__DMY_17_ 9_11.wav	10.9888	0.0338	28	3	1	1	
32	Spectrogram 1	1	440.961786372	451.670572245	205.025	899.830	2541.DSG_RAWD_HMS_ 5_20_ 0__DMY_17_ 9_11.wav	10.7088	0.1503	28	3	1	1	
33	Spectrogram 1	1	451.793079047	462.746837147	176.549	934.001	2542.DSG_RAWD_HMS_ 5_30_ 0__DMY_17_ 9_11.wav	10.9538	0.0043	28	3	1	1	
34	Spectrogram 1	1	462.816848075	473.700614109	199.329	928.305	2543.DSG_RAWD_HMS_ 5_40_ 0__DMY_17_ 9_11.wav	10.8838	0.0508	28	3	1	1	
35	Spectrogram 1	1	473.805619853	484.636891839	193.634	660.635	2544.DSG_RAWD_HMS_ 5_50_ 0__DMY_17_ 9_11.wav	10.8313	0.0623	28	3	1	1	
36	Spectrogram 1	1	484.776897874	495.660663909	182.244	689.110	2545.DSG_RAWD_HMS_ 6_ 0_ 0__DMY_17_ 9_11.wav	10.8838	0.0563	28	3	1	1	
37	Spectrogram 1	1	1673.789254478	1684.778008610	153.768	637.854	2653.DSG_RAWD_HMS_ 0_ 0_ 0__DMY_18_ 9_11.wav	10.9888	0.1637	28	3	1	1	
38	Spectrogram 1	1	1684.883020438	1695.784284489	182.244	854.269	2654.DSG_RAWD_HMS_ 0_10_ 0__DMY_18_ 9_11.wav	10.9013	0.0344	28	3	1	1	
39	Spectrogram 1	1	1695.889292667	1706.738062669	182.244	865.659	2655.DSG_RAWD_HMS_ 0_20_ 0__DMY_18_ 9_11.wav	10.8488	0.0634	28	3	1	1	
40	Spectrogram 1	1	1706.878062011	1717.726832014	216.415	911.220	2656.DSG_RAWD_HMS_ 0_30_ 0__DMY_18_ 9_11.wav	10.8488	0.0749	28	2	1	1	
41	Spectrogram 1	1	1717.866835615	1728.750601650	159.464	985.257	2657.DSG_RAWD_HMS_ 0_40_ 0__DMY_18_ 9_11.wav	10.8838	0.0864	28	2	1	1	
42	Spectrogram 1	1	1728.943098082	1739.739374036	176.549	1161.806	2658.DSG_RAWD_HMS_ 0_50_ 0__DMY_18_ 9_11.wav	10.7963	0.1034	28	2	1	1	
43	Spectrogram 1	1	1739.879376420	1750.728146423	0.000	1127.635	2659.DSG_RAWD_HMS_ 1_ 0_ 0__DMY_18_ 9_11.wav	10.8488	0.0624	28	1	1	1	
44	Spectrogram 1	1	1750.903144839	1761.839404923	0.000	1583.245	2660.DSG_RAWD_HMS_ 1_10_ 0__DMY_18_ 9_11.wav	10.9363	0.1089	28	1	1	1	
45	Spectrogram 1	1	1761.926917518	1772.828181569	0.000	1588.940	2660.DSG_RAWD_HMS_ 1_10_ 0__DMY_18_ 9_11.wav	10.9013	11.1327	28	1	1	1	
46	Spectrogram 1	1	1783.974453747	1794.788227718	0.000	1640.196	2663.DSG_RAWD_HMS_ 1_40_ 0__DMY_18_ 9_11.wav	10.8138	0.0845	28	1	1	1	
47	Spectrogram 1	1	1794.910733835	1805.899487967	0.000	1634.501	2664.DSG_RAWD_HMS_ 1_50_ 0__DMY_18_ 9_11.wav	10.9888	0.0435	28	1	1	1	
48	Spectrogram 1	1	1806.039489743	1816.835765697	0.000	1662.977	2665.DSG_RAWD_HMS_ 2_ 0_ 0__DMY_18_ 9_11.wav	10.7963	0.1131	28	1	1	1	
49	Spectrogram 1	1	1816.975769298	1827.912029381	0.000	1691.452	2666.DSG_RAWD_HMS_ 2_10_ 0__DMY_18_ 9_11.wav	10.9363	0.0721	28	1	1	1	
50	Spectrogram 1	1	1828.034533749	1838.883303752	0.000	1702.843	2667.DSG_RAWD_HMS_ 2_20_ 0__DMY_18_ 9_11.wav	10.8488	0.0717	28	1	1	1	
51	Spectrogram 1	1	1839.005810554	1849.802086508	0.000	1662.977	2668.DSG_RAWD_HMS_ 2_30_ 0__DMY_18_ 9_11.wav	10.7963	0.0657	28	1	1	1	
52	Spectrogram 1	1	1849.924589051	1860.843351118	0.000	1640.196	2669.DSG_RAWD_HMS_ 2_40_ 0__DMY_18_ 9_11.wav	10.9188	0.0071	28	1	1	1	
53	Spectrogram 1	1	1860.971122891	1871.819892893	0.000	1628.806	2670.DSG_RAWD_HMS_ 2_50_ 0__DMY_18_ 9_11.wav	10.8488	0.0764	28	1	1	1	
54	Spectrogram 1	1	1871.924905330	1882.808671365	0.000	1617.416	2671.DSG_RAWD_HMS_ 3_ 0_ 0__DMY_18_ 9_11.wav	10.8838	0.0529	28	1	1	1	
55	Spectrogram 1	1	1882.931177559	1893.709955497	5.695	1623.111	2672.DSG_RAWD_HMS_ 3_10_ 0__DMY_18_ 9_11.wav	10.7788	0.0819	28	1	1	1	
56	Spectrogram 1	1	1893.902452538	1904.996194766	0.000	1640.196	2673.DSG_RAWD_HMS_ 3_20_ 0__DMY_18_ 9_11.wav	11.0937	0.0759	28	1	1	1	
57	Spectrogram 1	1	1905.171194400	1916.072458450	0.000	1611.721	2674.DSG_RAWD_HMS_ 3_30_ 0__DMY_18_ 9_11.wav	10.9013	0.1216	28	1	1	1	
