Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Delta Time (s)	File Offset (s)	call variant	level	call cutoff @ end	calls overlap	Notes
1	Spectrogram 1	1	46.599631381	54.219476549	25.789	251.010	0242.DSG_RAWD_HMS_19_10_ 0__DMY_24_ 9_11.wav	7.6198	3.1811	10	3	1	2	
2	Spectrogram 1	1	56.220541563	61.533732437	29.227	321.499	0247.DSG_RAWD_HMS_20_ 0_ 0__DMY_24_ 9_11.wav	5.3132	1.9473	10	1	2	2	
3	Spectrogram 1	1	631.904997773	633.147042393	60.174	208.029	2797.DSG_RAWD_HMS_13_ 0_ 0__DMY_12_10_11.wav	1.2420	1.5215	9	3	2	2	
4	Spectrogram 1	1	951.107856444	952.694913459	39.543	323.218	4234.DSG_RAWD_HMS_12_30_ 0__DMY_22_10_11.wav	1.5871	5.3970	9	2	2	2	
5	Spectrogram 1	1	1059.580344681	1060.723814331	44.700	290.552	4840.DSG_RAWD_HMS_17_30_ 0__DMY_26_10_11.wav	1.1435	5.0517	9	3	2	2	
6	Spectrogram 1	1	1131.690020232	1133.020782325	56.735	278.518	5148.DSG_RAWD_HMS_20_50_ 0__DMY_28_10_11.wav	1.3308	1.1788	9	3	2	2	
7	Spectrogram 1	1	1337.255218194	1337.600230589	0.000	441.846	6117.DSG_RAWD_HMS_14_20_ 0__DMY_ 4_11_11.wav	0.3450	0.5058	3	1	2	2	
8	Spectrogram 1	1	1621.992664204	1623.145991351	46.420	293.991	7461.DSG_RAWD_HMS_22_20_ 0__DMY_13_11_11.wav	1.1533	3.0225	9	3	2	2	
9	Spectrogram 1	1	1634.920225687	1636.310132761	55.016	280.237	7514.DSG_RAWD_HMS_ 7_10_ 0__DMY_14_11_11.wav	1.3899	5.0954	9	1	2	2	
10	Spectrogram 1	1	1991.368130821	1994.019797510	36.104	137.540	9333.DSG_RAWD_HMS_22_20_ 0__DMY_26_11_11.wav	2.6517	3.0687	1	1	2	2	
