Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Delta Time (s)	File Offset (s)	call variant	level	call cutoff @ end	calls overlap	Notes
1	Spectrogram 1	1	19.119000819	20.792931291	53.297	168.486	0047.DSG_RAWD_HMS_21_40_ 0__DMY_20_ 4_12.wav	1.6739	8.2643	1	3	2	2	
2	Spectrogram 1	1	581.769735049	583.172740357	53.297	278.518	2477.DSG_RAWD_HMS_18_40_ 0__DMY_ 7_ 5_12.wav	1.4030	4.8454	9	3	2	2	
3	Spectrogram 1	1	632.662948192	638.197562236	42.981	336.972	2607.DSG_RAWD_HMS_16_20_ 0__DMY_ 8_ 5_12.wav	5.5346	1.4654	17	3	2	2	
4	Spectrogram 1	1	718.339768546	721.813416171	49.858	151.294	3003.DSG_RAWD_HMS_10_20_ 0__DMY_11_ 5_12.wav	3.4736	0.0337	2	2	1	2	
5	Spectrogram 1	1	881.227174936	882.891429508	41.262	245.852	3869.DSG_RAWD_HMS_10_40_ 0__DMY_17_ 5_12.wav	1.6643	10.6847	9	3	2	2	
6	Spectrogram 1	1	960.571284654	962.961231627	37.823	127.224	4312.DSG_RAWD_HMS_12_30_ 0__DMY_20_ 5_12.wav	2.3899	2.9203	1	3	2	2	
7	Spectrogram 1	1	1279.045708417	1280.826073774	49.858	254.448	5037.DSG_RAWD_HMS_13_20_ 0__DMY_25_ 5_12.wav	1.7804	6.6100	9	3	2	2	
8	Spectrogram 1	1	1745.478545349	1745.672063323	0.000	232.098	6756.DSG_RAWD_HMS_11_50_ 0__DMY_ 6_ 6_12.wav	0.1935	6.0218	3	1	2	2	
9	Spectrogram 1	1	1757.969494297	1759.333796011	46.420	281.956	6763.DSG_RAWD_HMS_13_ 0_ 0__DMY_ 6_ 6_12.wav	1.3643	7.6581	9	2	2	2	
10	Spectrogram 1	1	1932.743182504	1934.407437077	32.666	257.887	7641.DSG_RAWD_HMS_15_20_ 0__DMY_12_ 6_12.wav	1.6643	6.5866	9	2	2	2	
11	Spectrogram 1	1	1935.055722288	1937.000577923	36.104	288.833	7641.DSG_RAWD_HMS_15_20_ 0__DMY_12_ 6_12.wav	1.9449	8.8991	17	3	1	2	
12	Spectrogram 1	1	2046.493474824	2046.609585608	0.000	192.555	8008.DSG_RAWD_HMS_ 4_30_ 0__DMY_15_ 6_12.wav	0.1161	0.6644	3	1	2	2	
13	Spectrogram 1	1	2048.409302762	2048.525413546	0.000	171.924	8008.DSG_RAWD_HMS_ 4_30_ 0__DMY_15_ 6_12.wav	0.1161	2.5802	3	1	2	2	
