Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Delta Time (s)	File Offset (s)	call variant	level	call cutoff @ end	calls overlap	Notes
1	Spectrogram 1	1	106.289834945	107.393514514	35.919	391.688	3010.DSG_RAWD_HMS_22_50_ 0__DMY_18_ 4_11.wav	1.1037	8.5981	9	3	2	2	
2	Spectrogram 1	1	118.219628291	119.281182686	53.023	420.765	3011.DSG_RAWD_HMS_23_ 0_ 0__DMY_18_ 4_11.wav	1.0616	9.6732	19	3	2	2	
3	Spectrogram 1	1	297.081931827	298.151911257	41.050	271.958	3028.DSG_RAWD_HMS_ 1_50_ 0__DMY_19_ 4_11.wav	1.0700	3.4638	19	3	2	2	
4	Spectrogram 1	1	448.024501965	449.246132023	51.698	240.144	3042.DSG_RAWD_HMS_ 4_10_ 0__DMY_19_ 4_11.wav	1.2216	2.4414	19	3	2	2	
5	Spectrogram 1	1	575.873941318	578.856403666	41.692	273.497	3055.DSG_RAWD_HMS_ 6_20_ 0__DMY_19_ 4_11.wav	2.9825	0.0350	10	3	1	2	
6	Spectrogram 1	1	762.656303127	765.141688417	33.353	380.228	3072.DSG_RAWD_HMS_ 9_10_ 0__DMY_19_ 4_11.wav	2.4854	2.2885	17	3	2	2	
7	Spectrogram 1	1	831.387534590	833.620168834	45.027	396.905	3079.DSG_RAWD_HMS_10_20_ 0__DMY_19_ 4_11.wav	2.2326	5.8918	17	3	2	2	
8	Spectrogram 1	1	1098.808490811	1100.594596059	43.359	333.533	3105.DSG_RAWD_HMS_14_40_ 0__DMY_19_ 4_11.wav	1.7861	1.1326	9	3	2	2	
9	Spectrogram 1	1	1315.049064053	1316.489745017	43.359	265.159	3125.DSG_RAWD_HMS_18_ 0_ 0__DMY_19_ 4_11.wav	1.4407	0.0089	17	3	1	2	
10	Spectrogram 1	1	1564.707646933	1566.148327898	23.347	363.551	3150.DSG_RAWD_HMS_22_10_ 0__DMY_19_ 4_11.wav	1.4407	0.0107	9	2	1	2	
11	Spectrogram 1	1	1591.524461823	1592.611291323	38.356	320.192	3152.DSG_RAWD_HMS_22_30_ 0__DMY_19_ 4_11.wav	1.0868	5.1182	19	3	2	2	
12	Spectrogram 1	1	1619.621857335	1621.643865706	55.033	286.839	3155.DSG_RAWD_HMS_23_ 0_ 0__DMY_19_ 4_11.wav	2.0220	0.6516	17	3	2	2	
13	Spectrogram 1	1	1640.734937644	1643.051822236	50.030	333.533	3157.DSG_RAWD_HMS_23_20_ 0__DMY_19_ 4_11.wav	2.3169	0.0555	17	3	1	2	
14	Spectrogram 1	1	1656.590804625	1658.098885869	45.027	415.249	3158.DSG_RAWD_HMS_23_30_ 0__DMY_19_ 4_11.wav	1.5081	5.0567	19	3	2	2	
15	Spectrogram 1	1	1662.513588661	1664.223870742	33.353	363.551	3159.DSG_RAWD_HMS_23_40_ 0__DMY_19_ 4_11.wav	1.7103	0.1248	9	2	2	2	
16	Spectrogram 1	1	1666.911442351	1667.998271851	36.689	316.857	3159.DSG_RAWD_HMS_23_40_ 0__DMY_19_ 4_11.wav	1.0868	4.5227	19	3	2	2	
17	Spectrogram 1	1	1688.521611060	1689.541040281	50.030	280.168	3161.DSG_RAWD_HMS_ 0_ 0_ 0__DMY_20_ 4_11.wav	1.0194	4.4235	19	3	2	2	
18	Spectrogram 1	1	2458.985335801	2460.358616487	43.359	413.581	3233.DSG_RAWD_HMS_12_ 0_ 0__DMY_20_ 4_11.wav	1.3733	2.5794	9	2	2	2	
19	Spectrogram 1	1	2490.408692235	2491.630322293	60.036	316.857	3236.DSG_RAWD_HMS_12_30_ 0__DMY_20_ 4_11.wav	1.2216	1.4388	19	3	2	2	
