Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Delta Time (s)	File Offset (s)	call variant	level	call cutoff @ end	calls overlap	Notes
1	Spectrogram 1	1	1.227159653	2.454319306	46.118	242.121	0066.DSG_RAWD_HMS_10_40_ 0__DMY_10_ 2_12.wav	1.2272	1.2272	9	2	2	2	
2	Spectrogram 1	1	19.319818209	20.841496178	46.118	270.121	0226.DSG_RAWD_HMS_13_20_ 0__DMY_11_ 2_12.wav	1.5217	8.4652	9	3	2	2	
3	Spectrogram 1	1	15.746329299	17.081479001	54.354	312.945	0226.DSG_RAWD_HMS_13_20_ 0__DMY_11_ 2_12.wav	1.3351	4.8917	9	3	2	2	
4	Spectrogram 1	1	45.413122478	47.779086289	46.118	365.651	0480.DSG_RAWD_HMS_ 7_40_ 0__DMY_13_ 2_12.wav	2.3660	1.7232	17	3	2	2	
5	Spectrogram 1	1	66.612584540	67.987003352	64.236	306.357	0703.DSG_RAWD_HMS_20_50_ 0__DMY_14_ 2_12.wav	1.3744	1.2133	9	3	2	2	
6	Spectrogram 1	1	106.557479510	108.118426589	52.707	293.180	0822.DSG_RAWD_HMS_16_40_ 0__DMY_15_ 2_12.wav	1.5609	8.3230	9	3	2	2	
7	Spectrogram 1	1	118.941611018	119.923338741	54.354	316.239	0843.DSG_RAWD_HMS_20_10_ 0__DMY_15_ 2_12.wav	0.9817	9.8525	9	1	1	2	
8	Spectrogram 1	1	127.212303369	128.380559359	57.648	289.886	0851.DSG_RAWD_HMS_21_30_ 0__DMY_15_ 2_12.wav	1.1683	7.2685	9	2	2	2	
9	Spectrogram 1	1	130.859205270	136.847744377	34.589	421.652	0902.DSG_RAWD_HMS_ 6_ 0_ 0__DMY_16_ 2_12.wav	5.9885	0.0608	19	3	1	2	
10	Spectrogram 1	1	261.291436635	268.566039059	29.647	311.298	1278.DSG_RAWD_HMS_20_40_ 0__DMY_18_ 2_12.wav	7.2746	0.2372	10	2	1	2	
11	Spectrogram 1	1	289.721110879	293.500762611	29.647	401.887	1382.DSG_RAWD_HMS_14_ 0_ 0__DMY_19_ 2_12.wav	3.7797	6.9576	19	3	1	2	
12	Spectrogram 1	1	295.478711007	297.059292640	54.354	368.946	1423.DSG_RAWD_HMS_20_50_ 0__DMY_19_ 2_12.wav	1.5806	1.8606	9	2	2	2	
13	Spectrogram 1	1	411.342683270	411.578297923	0.000	194.355	1741.DSG_RAWD_HMS_ 1_50_ 0__DMY_22_ 2_12.wav	0.2356	7.8213	3	2	2	2	
14	Spectrogram 1	1	494.521130333	498.340051173	62.589	233.885	2002.DSG_RAWD_HMS_21_20_ 0__DMY_23_ 2_12.wav	3.8189	4.1626	10	3	2	2	
15	Spectrogram 1	1	649.510295726	650.806176320	39.530	293.180	2577.DSG_RAWD_HMS_21_10_ 0__DMY_27_ 2_12.wav	1.2959	6.9153	9	2	2	2	
16	Spectrogram 1	1	729.468863921	730.578216247	49.412	309.651	2909.DSG_RAWD_HMS_ 4_30_ 0__DMY_ 2_ 3_12.wav	1.1094	0.0368	9	2	1	2	
17	Spectrogram 1	1	757.471547885	761.958043576	56.001	309.651	2981.DSG_RAWD_HMS_16_30_ 0__DMY_ 2_ 3_12.wav	4.4865	6.3302	10	2	1	2	
18	Spectrogram 1	1	888.060847498	889.395997200	52.707	344.239	3752.DSG_RAWD_HMS_ 1_ 0_ 0__DMY_ 8_ 3_12.wav	1.3351	6.6637	9	1	2	2	
19	Spectrogram 1	1	929.743273884	931.039154477	60.942	273.415	3885.DSG_RAWD_HMS_23_10_ 0__DMY_ 8_ 3_12.wav	1.2959	4.9276	9	2	2	2	
20	Spectrogram 1	1	940.433822852	942.053673594	57.648	339.298	4002.DSG_RAWD_HMS_18_40_ 0__DMY_ 9_ 3_12.wav	1.6199	4.7635	9	3	2	2	
21	Spectrogram 1	1	1133.939542939	1135.166702593	52.707	293.180	4658.DSG_RAWD_HMS_ 9_ 0_ 0__DMY_14_ 3_12.wav	1.2272	2.6142	9	2	2	2	
22	Spectrogram 1	1	1284.815301927	1286.052278858	56.001	265.180	5458.DSG_RAWD_HMS_22_20_ 0__DMY_19_ 3_12.wav	1.2370	0.9822	9	2	2	2	
23	Spectrogram 1	1	1398.431371271	1399.864693746	39.530	294.827	5898.DSG_RAWD_HMS_23_40_ 0__DMY_22_ 3_12.wav	1.4333	5.7805	9	2	2	2	
24	Spectrogram 1	1	1484.549916953	1485.806528437	64.236	289.886	6141.DSG_RAWD_HMS_16_10_ 0__DMY_24_ 3_12.wav	1.2566	5.0619	9	3	2	2	
25	Spectrogram 1	1	1646.317556747	1648.163204865	54.354	375.534	7253.DSG_RAWD_HMS_ 9_30_ 0__DMY_ 1_ 4_12.wav	1.8456	4.0099	19	1	2	2	
26	Spectrogram 1	1	1666.874134404	1668.395812374	51.059	350.828	7327.DSG_RAWD_HMS_21_50_ 0__DMY_ 1_ 4_12.wav	1.5217	2.8572	9	2	2	2	
27	Spectrogram 1	1	1683.513798061	1684.848947763	42.824	298.121	7336.DSG_RAWD_HMS_23_20_ 0__DMY_ 1_ 4_12.wav	1.3351	8.6422	9	2	2	2	
